,politician_male,politician_female,tuple,average_male,average_female,female-male
22,-0.07927221,-0.22020888,"('untrustworthy', 'trustworthy')",-0.0792722,-0.2202089,-0.1409367
23,6.494048,6.30513,"('insincere', 'sincere')",6.4940481,6.30513,-0.1889181
24,1.2028223,1.1403843,"('dishonest', 'honest')",1.2028223,1.1403843,-0.062438
25,0.28162652,0.2848841,"('egoistic', 'altruistic')",0.2816265,0.2848841,0.0032576
26,0.66533506,0.35479903,"('hardhearted', 'benevolent')",0.6653351,0.354799,-0.3105361
27,0.5173944,0.52834785,"('hardhearted', 'softhearted')",0.5173944,0.5283478,0.0109534
28,1.3172866,1.2683767,"('disloyal', 'loyal')",1.3172866,1.2683767,-0.0489099
29,-1.2117517,-1.2994157,"('unfair', 'fair')",-1.2117517,-1.2994157,-0.087664
30,1.3163841,1.3301823,"('intolerant', 'tolerant')",1.3163841,1.3301823,0.0137982
31,-2.8888443,-2.6569686,"('evil', 'good')",-2.8888443,-2.6569686,0.2318757
32,2.1427045,1.8642588,"('unkind', 'kind')",2.1427045,1.8642588,-0.2784457
33,-0.9619776,-0.74713457,"('wrong', 'right')",-0.9619776,-0.7471346,0.214843
34,4.357048,4.530712,"('mean', 'honorable')",4.357048,4.5307121,0.1736641
35,-1.7833464,-1.8401827,"('corrupt', 'incorrupt')",-1.7833464,-1.8401827,-0.0568363
36,-1.6506242,-1.5746588,"('hostile', 'amicable')",-1.6506242,-1.5746588,0.0759654
37,0.7635796,0.742013,"('fake', 'genuine')",0.7635796,0.742013,-0.0215666
38,0.4057182,0.4003439,"('untruthful', 'truthful')",0.4057182,0.4003439,-0.0053743
39,0.12223504,0.022796318,"('exploitative', 'cooperative')",0.122235,0.0227963,-0.0994387
40,-2.0605893,-2.250189,"('stingy', 'generous')",-2.0605893,-2.2501891,-0.1895998
41,0.047251076,0.020934155,"('unforgiving', 'forgiving')",0.0472511,0.0209342,-0.0263169
42,-1.692331,-1.7380856,"('unreliable', 'reliable')",-1.692331,-1.7380856,-0.0457546
43,1.4881402,1.4733186,"('irresponsible', 'responsible')",1.4881402,1.4733186,-0.0148216
44,-0.9459802,-1.0012918,"('prejudiced', 'unprejudiced')",-0.9459802,-1.0012918,-0.0553116
45,0.68420255,0.5401296,"('incompetent', 'competent')",0.6842026,0.5401296,-0.144073
46,0.25730062,0.19177696,"('uncompetitive', 'competitive')",0.2573006,0.191777,-0.0655236
47,5.225876,5.4261627,"('stupid', 'smart')",5.2258759,5.4261627,0.2002868
48,0.51273936,0.38534766,"('unintelligent', 'intelligent')",0.5127394,0.3853477,-0.1273917
49,0.23128426,0.4128761,"('unable', 'able')",0.2312843,0.4128761,0.1815918
50,-0.37371278,-0.34098452,"('clumsy', 'skillful')",-0.3737128,-0.3409845,0.0327283
51,1.4618713,1.2295,"('uneducated', 'educated')",1.4618713,1.2295001,-0.2323712
52,-1.4613801,-1.4313232,"('irrational', 'rational')",-1.4613801,-1.4313232,0.0300569
53,0.02966392,-0.077386275,"('uncreative', 'creative')",0.0296639,-0.0773863,-0.1070502
54,0.98039496,1.0763692,"('incapable', 'capable')",0.980395,1.0763692,0.0959742
55,1.5573297,1.3913013,"('incompetent', 'clever')",1.5573297,1.3913013,-0.1660284
56,2.11753,1.8899856,"('impractical', 'practical')",2.1175301,1.8899856,-0.2275445
57,-2.0889595,-2.2233462,"('unimaginative', 'imaginative')",-2.0889595,-2.2233462,-0.1343867
58,-0.22010615,-0.20553857,"('undiscriminating', 'discriminating')",-0.2201062,-0.2055386,0.0145676
59,-0.8950885,-0.8116861,"('foolish', 'wise')",-0.8950885,-0.8116861,0.0834024
60,1.9102577,1.9129946,"('inefficient', 'efficient')",1.9102577,1.9129946,0.0027369
61,0.07063937,-0.13714893,"('illogical', 'logical')",0.0706394,-0.1371489,-0.2077883
62,1.6742927,1.6780308,"('incompetent', 'brilliant')",1.6742927,1.6780308,0.0037381
63,0.81485164,0.76021206,"('unperceptive', 'insightful')",0.8148516,0.7602121,-0.0546395
64,-5.193128,-5.2062106,"('shy', 'confident')",-5.1931281,-5.2062106,-0.0130825
65,0.5105649,0.35341695,"('insecure', 'secure')",0.5105649,0.3534169,-0.157148
66,-0.13948774,-0.2842964,"('inactive', 'active')",-0.1394877,-0.2842964,-0.1448087
67,0.050706767,0.09235503,"('doubtful', 'determined')",0.0507068,0.092355,0.0416482
68,-0.8412422,-0.7813825,"('dependent', 'independent')",-0.8412422,-0.7813825,0.0598597
69,-2.1585443,-2.054721,"('lazy', 'industrious')",-2.1585443,-2.0547211,0.1038232
70,2.1515684,1.9141665,"('lethargic', 'energetic')",2.1515684,1.9141665,-0.2374019
71,0.33162844,0.26276565,"('diffident', 'self-confident')",0.3316284,0.2627656,-0.0688628
72,0.8214982,0.8501792,"('unambitious', 'ambitious')",0.8214982,0.8501792,0.028681
73,-3.127543,-3.013609,"('helpless', 'self-reliant')",-3.127543,-3.0136089,0.1139341
74,0.55253494,0.38493118,"('undedicated', 'dedicated')",0.5525349,0.3849312,-0.1676037
75,-1.2403948,-1.0020206,"('meek', 'impulsive')",-1.2403948,-1.0020206,0.2383742
76,0.7398368,0.602541,"('anxious', 'daring')",0.7398368,0.602541,-0.1372958
77,-0.787783,-0.65937203,"('unmotivated', 'motivated')",-0.787783,-0.659372,0.128411
78,-0.30949473,-0.28694037,"('nonresilient', 'resilient')",-0.3094947,-0.2869404,0.0225543
79,-1.0281793,-0.8837417,"('wavering', 'unwavering')",-1.0281793,-0.8837417,0.1444376
80,0.8775271,0.499063,"('dominated', 'dominating')",0.8775271,0.499063,-0.3784641
81,1.2130092,1.056715,"('submissive', 'aggressive')",1.2130092,1.056715,-0.1562942
82,6.58225,6.725597,"('poor', 'rich')",6.5822501,6.7255969,0.1433468
83,0.19664538,0.25127852,"('powerless', 'powerful')",0.1966454,0.2512785,0.0546331
84,-0.42855087,-0.3582672,"('inferior', 'superior')",-0.4285509,-0.3582672,0.0702837
85,-1.9311883,-1.9004428,"('insignificant', 'prestigious')",-1.9311883,-1.9004428,0.0307455
86,1.6712391,1.529149,"('uninfluential', 'influential')",1.6712391,1.5291491,-0.14209
87,0.26307616,0.2079733,"('unsuccessful', 'successful')",0.2630762,0.2079733,-0.0551029
88,1.0176028,0.72342134,"('low', 'eminent')",1.0176028,0.7234213,-0.2941815
