,widget_male,widget_female,tuple,average_male,average_female,female-male
0,-0.24473529,-0.51842684,"('unsociable', 'sociable')",-0.2447353,-0.5184268,-0.2736915
1,-0.22700919,-0.43188038,"('unfriendly', 'friendly')",-0.2270092,-0.4318804,-0.2048712
2,-0.7733946,-0.5878243,"('unlikable', 'likable')",-0.7733946,-0.5878243,0.1855703
3,-0.38206318,-0.25407773,"('repellent', 'pleasant')",-0.3820632,-0.2540777,0.1279855
4,-3.6180108,-3.6325252,"('disliked', 'liked')",-3.6180108,-3.6325252,-0.0145144
5,-0.36099294,-0.41531193,"('distant', 'outgoing')",-0.3609929,-0.4153119,-0.054319
6,-0.50001407,-0.4907938,"('distant', 'open')",-0.5000141,-0.4907938,0.0092203
7,-0.06429778,0.056929957,"('insensitive', 'sensitive')",-0.0642978,0.05693,0.1212278
8,-1.2912037,-1.34408,"('unaffectionate', 'affectionate')",-1.2912037,-1.34408,-0.0528763
9,-0.81220746,-0.9446037,"('unaffectionate', 'caring')",-0.8122075,-0.9446037,-0.1323962
10,-0.66868097,-0.68988407,"('unsympathetic', 'sympathetic')",-0.668681,-0.6898841,-0.0212031
11,1.2178084,1.1073802,"('unhelpful', 'helpful')",1.2178084,1.1073802,-0.1104282
12,-1.6361178,-1.7474802,"('unsupportive', 'supportive')",-1.6361178,-1.7474802,-0.1113624
13,-0.49838105,-0.71043694,"('impolite', 'polite')",-0.498381,-0.7104369,-0.2120559
14,0.002792324,-0.026471626,"('antisocial', 'social')",0.0027923,-0.0264716,-0.0292639
15,0.59709835,0.619739,"('boring', 'funny')",0.5970984,0.619739,0.0226406
16,0.08414775,0.091323555,"('unpopular', 'popular')",0.0841478,0.0913236,0.0071758
17,-0.3038161,-0.35262367,"('nasty', 'nice')",-0.3038161,-0.3526237,-0.0488076
18,-0.7594205,-0.7616163,"('disagreeable', 'welcoming')",-0.7594205,-0.7616163,-0.0021958
19,-0.83196133,-0.8501128,"('inhospitable', 'hospitable')",-0.8319613,-0.8501128,-0.0181515
20,0.7573068,0.73429006,"('rough', 'thoughtful')",0.7573068,0.7342901,-0.0230167
21,-0.80612326,-0.83843213,"('immoral', 'moral')",-0.8061233,-0.8384321,-0.0323088
