,q_male,q_female,tuple,e_male,e_female,p_male,p_female,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,0.5623283,0.21999839,"('unsociable', 'sociable')",-0.57160234,-0.7933797,0.5243815,0.3414018,0.71733934,0.57057446,-0.24306734,-0.38311028,0.1978759,-0.0089031,-0.206779
1,-1.9684644,-1.9616185,"('unfriendly', 'friendly')",-2.5706196,-2.525074,-1.616376,-1.6573359,0.11542517,-0.100799724,1.3495377,1.2532576,-0.9380994,-0.998314,-0.0602146
2,1.5805424,1.6565608,"('unlikable', 'likable')",1.6033269,1.6989127,1.1412014,1.1632646,1.0895174,1.0695366,0.92808837,1.0577946,1.2685352,1.3292139,0.0606787
3,1.1999359,1.2179228,"('repellent', 'pleasant')",0.5952539,0.6618537,0.6935838,0.7512825,1.4972956,1.6109542,0.10585411,0.17659958,0.8183846,0.8837225,0.0653379
4,0.006945654,0.03890048,"('disliked', 'liked')",0.28302196,0.3586434,0.6536998,0.6971388,-0.4587803,-0.53076833,-5.444281,-5.5073543,-0.9918788,-0.988688,0.0031908
5,-1.5457183,-1.3858068,"('distant', 'outgoing')",-0.4531926,-0.33763346,-0.5546953,-0.4562551,-0.15087698,-0.044680994,-0.02869342,0.01405477,-0.5466353,-0.4420643,0.104571
6,-1.4057351,-1.1878932,"('distant', 'open')",-0.34393388,-0.12849721,-0.72072345,-0.53651386,-1.1469983,-1.0414169,0.035669155,0.085280806,-0.7163443,-0.5618081,0.1545362
7,0.5014178,0.40180933,"('insensitive', 'sensitive')",-0.801098,-0.8878169,-0.1424436,-0.23019154,1.2051271,1.1863267,0.60839087,0.62589747,0.2742788,0.219205,-0.0550738
8,-1.7106478,-1.6949434,"('unaffectionate', 'affectionate')",-2.1756976,-2.1034439,-1.6784196,-1.6706848,-0.9457099,-1.0104403,0.29919395,0.27262682,-1.2422562,-1.2413772,0.000879
9,-0.57821697,-0.57130545,"('unaffectionate', 'caring')",-1.7680926,-1.7107837,-0.58508503,-0.53482044,0.9539293,0.9095408,0.990814,1.0192754,-0.1973303,-0.1776187,0.0197116
10,0.62402236,0.38424274,"('unsympathetic', 'sympathetic')",-0.47993577,-0.55762553,-0.41646647,-0.506739,0.26645765,0.23735636,-0.096861064,-0.1441477,-0.0205567,-0.1173826,-0.0968259
11,0.99727774,0.91811544,"('unhelpful', 'helpful')",-0.57016885,-0.6472869,1.1007751,1.0670581,1.4596486,1.4726241,2.3915117,2.4401944,1.0758089,1.050141,-0.0256679
12,0.7411182,0.7489605,"('unsupportive', 'supportive')",-0.5340225,-0.45612603,0.7337402,0.8594443,0.93332016,1.030463,-1.585453,-1.4749215,0.0577406,0.141564,0.0838234
13,1.0249889,0.8828401,"('impolite', 'polite')",0.69177395,0.58184516,1.3237455,1.268193,0.8286695,0.8038098,0.2935624,0.23728812,0.832548,0.7547953,-0.0777527
14,1.7243774,1.4990759,"('antisocial', 'social')",1.3325534,1.152192,1.4037503,1.356857,1.0559118,1.0241247,-0.18963468,-0.27963844,1.0653916,0.9505222,-0.1148694
15,0.6560656,0.5981137,"('boring', 'funny')",0.45607132,0.33664322,0.69707227,0.56312895,-0.39301756,-0.4371921,0.94080985,0.8381148,0.4714003,0.3797617,-0.0916386
16,-0.216743,-0.15022795,"('unpopular', 'popular')",0.168173,0.35388616,0.2737352,0.34192193,0.06341295,0.023069039,0.54824644,0.5176774,0.1673649,0.2172653,0.0499004
17,0.5710331,0.61858064,"('nasty', 'nice')",0.29812175,0.389786,0.7197234,0.80215913,0.15505822,0.27539417,-0.2231504,-0.21492779,0.3041572,0.3741984,0.0700412
