,lumberman_male,lumberman_female,tuple,average_male,average_female,female-male
21,0.48046106,0.672004,"('immoral', 'moral')",0.4804611,0.672004,0.1915429
22,-0.17877322,-0.06588884,"('untrustworthy', 'trustworthy')",-0.1787732,-0.0658888,0.1128844
23,2.73156,2.7372348,"('insincere', 'sincere')",2.73156,2.7372348,0.0056748
24,0.230186,0.38187623,"('dishonest', 'honest')",0.230186,0.3818762,0.1516902
25,0.31801903,0.23099129,"('egoistic', 'altruistic')",0.318019,0.2309913,-0.0870277
26,0.48299763,0.25223032,"('hardhearted', 'benevolent')",0.4829976,0.2522303,-0.2307673
27,-0.7923584,-0.9209485,"('hardhearted', 'softhearted')",-0.7923584,-0.9209485,-0.1285901
28,0.5698436,0.5242136,"('disloyal', 'loyal')",0.5698436,0.5242136,-0.04563
29,-0.42571825,-0.40195104,"('unfair', 'fair')",-0.4257182,-0.401951,0.0237672
30,0.30071893,0.37677953,"('intolerant', 'tolerant')",0.3007189,0.3767795,0.0760606
31,-2.2399194,-2.3854046,"('evil', 'good')",-2.2399194,-2.3854046,-0.1454852
32,1.005712,0.8328859,"('unkind', 'kind')",1.005712,0.8328859,-0.1728261
33,0.08151885,0.019270267,"('wrong', 'right')",0.0815189,0.0192703,-0.0622486
34,1.535647,1.6296858,"('mean', 'honorable')",1.535647,1.6296858,0.0940388
35,-1.0021275,-1.1785848,"('corrupt', 'incorrupt')",-1.0021275,-1.1785848,-0.1764573
36,-1.684212,-1.9443271,"('hostile', 'amicable')",-1.684212,-1.9443271,-0.2601151
37,-0.030234646,0.06081016,"('fake', 'genuine')",-0.0302346,0.0608102,0.0910448
38,0.27832603,0.23281865,"('untruthful', 'truthful')",0.278326,0.2328186,-0.0455074
39,-0.34093973,-0.07612219,"('exploitative', 'cooperative')",-0.3409397,-0.0761222,0.2648175
40,-1.2622948,-1.2498212,"('stingy', 'generous')",-1.2622948,-1.2498212,0.0124736
41,0.2593561,0.20651494,"('unforgiving', 'forgiving')",0.2593561,0.2065149,-0.0528412
42,-0.25774062,-0.2506075,"('unreliable', 'reliable')",-0.2577406,-0.2506075,0.0071331
43,1.2954464,1.3870295,"('irresponsible', 'responsible')",1.2954464,1.3870295,0.0915831
44,-1.3052735,-1.2985454,"('prejudiced', 'unprejudiced')",-1.3052735,-1.2985454,0.0067281
45,0.9572345,0.9988793,"('incompetent', 'competent')",0.9572345,0.9988793,0.0416448
46,0.4417187,0.46714216,"('uncompetitive', 'competitive')",0.4417187,0.4671422,0.0254235
47,2.348591,2.3854177,"('stupid', 'smart')",2.3485911,2.3854177,0.0368266
48,0.07728998,0.029937765,"('unintelligent', 'intelligent')",0.07729,0.0299378,-0.0473522
49,-1.0496527,-0.86019623,"('unable', 'able')",-1.0496527,-0.8601962,0.1894565
50,0.46817753,0.32011762,"('clumsy', 'skillful')",0.4681775,0.3201176,-0.1480599
51,0.6951697,0.6859881,"('uneducated', 'educated')",0.6951697,0.6859881,-0.0091816
52,-0.8842203,-1.011804,"('irrational', 'rational')",-0.8842203,-1.011804,-0.1275837
53,-0.032289304,-0.13309816,"('uncreative', 'creative')",-0.0322893,-0.1330982,-0.1008089
54,-0.053320136,-0.07358254,"('incapable', 'capable')",-0.0533201,-0.0735825,-0.0202624
55,0.6525088,0.81857604,"('incompetent', 'clever')",0.6525088,0.818576,0.1660672
56,1.675068,1.7993523,"('impractical', 'practical')",1.675068,1.7993523,0.1242843
57,-0.8877994,-0.9369637,"('unimaginative', 'imaginative')",-0.8877994,-0.9369637,-0.0491643
58,-0.12190783,-0.0875022,"('undiscriminating', 'discriminating')",-0.1219078,-0.0875022,0.0344056
59,-0.21574055,-0.22819039,"('foolish', 'wise')",-0.2157405,-0.2281904,-0.0124499
60,1.1461164,1.4242839,"('inefficient', 'efficient')",1.1461164,1.4242839,0.2781675
61,0.039557256,0.08907941,"('illogical', 'logical')",0.0395573,0.0890794,0.0495221
62,0.52150905,0.79128224,"('incompetent', 'brilliant')",0.5215091,0.7912822,0.2697731
63,0.65952516,0.6964911,"('unperceptive', 'insightful')",0.6595252,0.6964911,0.0369659
64,-2.037515,-1.7983736,"('shy', 'confident')",-2.0375149,-1.7983736,0.2391413
65,0.49676943,0.5989182,"('insecure', 'secure')",0.4967694,0.5989182,0.1021488
66,-0.721644,-0.8400078,"('inactive', 'active')",-0.721644,-0.8400078,-0.1183638
67,0.890022,0.9626233,"('doubtful', 'determined')",0.890022,0.9626233,0.0726013
68,-1.4589562,-1.3989022,"('dependent', 'independent')",-1.4589562,-1.3989022,0.060054
69,-0.9437036,-1.0044379,"('lazy', 'industrious')",-0.9437036,-1.0044379,-0.0607343
70,0.73419935,0.81647515,"('lethargic', 'energetic')",0.7341993,0.8164752,0.0822759
71,0.36898997,0.36402398,"('diffident', 'self-confident')",0.36899,0.364024,-0.004966
72,0.050604384,-0.009979363,"('unambitious', 'ambitious')",0.0506044,-0.0099794,-0.0605838
73,-1.4082941,-1.2493091,"('helpless', 'self-reliant')",-1.4082941,-1.2493091,0.158985
74,0.45289472,0.5571802,"('undedicated', 'dedicated')",0.4528947,0.5571802,0.1042855
75,-0.5512025,-0.6166486,"('meek', 'impulsive')",-0.5512025,-0.6166486,-0.0654461
76,0.28454685,0.44773787,"('anxious', 'daring')",0.2845469,0.4477379,0.163191
77,-0.14264658,-0.004729321,"('unmotivated', 'motivated')",-0.1426466,-0.0047293,0.1379173
78,0.004902564,-0.06901303,"('nonresilient', 'resilient')",0.0049026,-0.069013,-0.0739156
79,-0.9086496,-1.1004249,"('wavering', 'unwavering')",-0.9086496,-1.1004249,-0.1917753
80,1.2451166,1.4021549,"('dominated', 'dominating')",1.2451166,1.4021549,0.1570383
81,0.5123748,0.666278,"('submissive', 'aggressive')",0.5123748,0.666278,0.1539032
82,2.6081078,2.4874544,"('poor', 'rich')",2.6081078,2.4874544,-0.1206534
83,-0.5424329,-0.514929,"('powerless', 'powerful')",-0.5424329,-0.514929,0.0275039
84,-0.011802362,0.116475865,"('inferior', 'superior')",-0.0118024,0.1164759,0.1282783
85,-2.1909502,-2.412516,"('insignificant', 'prestigious')",-2.1909502,-2.4125161,-0.2215659
86,0.69336116,0.57881916,"('uninfluential', 'influential')",0.6933612,0.5788192,-0.114542
87,0.67439246,0.8853485,"('unsuccessful', 'successful')",0.6743925,0.8853485,0.210956
88,-0.7446781,-0.80217683,"('low', 'eminent')",-0.7446781,-0.8021768,-0.0574987
