,linear_male,linear_female,tuple,technology_male,technology_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.34095663,-0.3434387,"('unsociable', 'sociable')",-0.20330676,-0.22288145,-0.0678099,-0.12974241,-0.2040244,-0.2320209,-0.0279965
1,-0.63067186,-0.8129879,"('unfriendly', 'friendly')",-0.40519848,-0.63850725,1.1211308,0.94535404,0.0284202,-0.1687137,-0.1971339
2,-0.5787967,-0.5471407,"('unlikable', 'likable')",0.22842485,0.27823028,0.5582238,0.47629312,0.069284,0.0691276,-0.0001564
3,0.16705868,0.23455393,"('repellent', 'pleasant')",0.52950996,0.59928024,1.3984085,1.351814,0.6983257,0.7285494,0.0302237
4,-0.9977899,-1.0936309,"('disliked', 'liked')",-0.4581937,-0.48727602,-7.607775,-7.815194,-3.021253,-3.1320337,-0.1107807
5,-1.1155887,-1.1933948,"('distant', 'outgoing')",-1.1766781,-1.2570673,-0.97815603,-0.97591645,-1.090141,-1.1421262,-0.0519852
6,-1.7272179,-1.8045105,"('distant', 'open')",-1.6505017,-1.7758594,-0.6673038,-0.6478329,-1.3483411,-1.4094009,-0.0610598
7,1.0646204,1.0544195,"('insensitive', 'sensitive')",0.0047980975,0.10066991,0.73871386,0.67377406,0.6027108,0.6096211,0.0069103
8,-0.70535725,-0.75839907,"('unaffectionate', 'affectionate')",-0.2202861,-0.33630854,0.7513239,0.68811816,-0.0581065,-0.1355298,-0.0774233
9,0.43715626,0.41268843,"('unaffectionate', 'caring')",-0.582577,-0.68917096,1.2080147,1.1650537,0.354198,0.2961904,-0.0580076
10,0.52054703,0.50344384,"('unsympathetic', 'sympathetic')",-0.46633264,-0.43770245,-0.045495264,0.06878746,0.0029064,0.0448429,0.0419365
11,0.2781847,0.33567917,"('unhelpful', 'helpful')",0.4996591,0.5760758,1.5588324,1.6472244,0.778892,0.8529932,0.0741012
12,0.21006022,0.23075703,"('unsupportive', 'supportive')",0.1895624,0.25876364,-2.010273,-2.0816622,-0.5368834,-0.5307138,0.0061696
13,-0.56348765,-0.5796883,"('impolite', 'polite')",-0.08150074,-0.08176587,-0.5099299,-0.41325074,-0.3849728,-0.358235,0.0267378
14,1.0140368,1.0626588,"('antisocial', 'social')",1.7006853,1.7365841,0.25334105,0.15401128,0.9893544,0.9844181,-0.0049363
15,0.6355949,0.5358457,"('boring', 'funny')",-0.5297849,-0.62102383,-0.12337657,-0.19748461,-0.0058555,-0.0942209,-0.0883654
16,-1.3886521,-1.4636794,"('unpopular', 'popular')",-0.5129358,-0.56773144,0.06444567,0.044118777,-0.6123808,-0.6624307,-0.0500499
17,-0.7214955,-0.7389643,"('nasty', 'nice')",-0.39250398,-0.38233948,-0.3551479,-0.27564162,-0.4897158,-0.4656485,0.0240673
18,-0.9045925,-0.9005437,"('disagreeable', 'welcoming')",0.084598914,0.13015425,-0.5618322,-0.584531,-0.4606086,-0.4516401,0.0089685
19,-1.1476276,-1.2105641,"('inhospitable', 'hospitable')",-0.913258,-1.0194795,-0.75758123,-0.7506132,-0.939489,-0.9935523,-0.0540633
20,1.3164036,1.3449786,"('rough', 'thoughtful')",1.5011631,1.5262327,0.6116304,0.49724388,1.1430658,1.1228184,-0.0202474
21,0.35072353,0.30929983,"('immoral', 'moral')",0.9532815,0.97468257,-0.29244024,-0.16164254,0.3371882,0.3741133,0.0369251
22,-0.71460027,-0.7028721,"('untrustworthy', 'trustworthy')",-0.19107111,-0.20156428,-0.68803984,-0.7662947,-0.531237,-0.5569104,-0.0256734
23,0.8623183,0.8255616,"('insincere', 'sincere')",-0.60567975,-0.57421196,6.254543,6.3370337,2.1703938,2.1961277,0.0257339
