,monolithic_male,monolithic_female,tuple,pwr_male,pwr_female,sys_male,sys_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6279924,-0.7522905,"('unsociable', 'sociable')",-0.6792196,-0.76319736,-0.16144711,-0.23694791,-0.18636352,-0.31904206,-0.4137557,-0.5178695,-0.1041138
1,-0.2041369,-0.52285236,"('unfriendly', 'friendly')",-0.78036505,-0.9591814,-0.11390622,-0.48192477,1.8031676,1.6550527,0.1761898,-0.0772265,-0.2534163
2,-0.76739246,-0.7506804,"('unlikable', 'likable')",0.13991076,0.1504827,-0.009698509,0.007226038,0.6054081,0.67557436,-0.007943,0.0206507,0.0285937
3,-0.66131955,-0.65709096,"('repellent', 'pleasant')",-0.19152734,-0.12371365,-0.244866,-0.11484426,0.12794529,0.10836802,-0.2424419,-0.1968202,0.0456217
4,-0.17949486,-0.27934143,"('disliked', 'liked')",-0.030283824,-0.10883166,-0.48094377,-0.5850489,-5.8514986,-5.9871874,-1.6355553,-1.7401023,-0.104547
5,0.07203262,-0.05928368,"('distant', 'outgoing')",-0.43931466,-0.5787512,-0.37810057,-0.58332455,-0.6153609,-0.5921382,-0.3401859,-0.4533744,-0.1131885
6,-0.09464181,-0.2514789,"('distant', 'open')",-0.5512805,-0.6924481,-0.08611914,-0.37719283,0.060259365,0.03724958,-0.1679455,-0.3209676,-0.1530221
7,-0.4847354,-0.4564318,"('insensitive', 'sensitive')",-0.42724094,-0.43716836,-0.37869075,-0.332515,0.3449939,0.38290456,-0.2364183,-0.2108027,0.0256156
8,-0.49046576,-0.738989,"('unaffectionate', 'affectionate')",-0.6324252,-0.79449916,-0.98387593,-1.2353733,0.64173734,0.5460204,-0.3662574,-0.5557102,-0.1894528
9,-0.41286236,-0.7467028,"('unaffectionate', 'caring')",-0.2415772,-0.48121566,-0.77618897,-1.0468435,1.2306838,1.140867,-0.0499862,-0.2834737,-0.2334875
10,-1.4302766,-1.4775027,"('unsympathetic', 'sympathetic')",-1.4047657,-1.4255476,-2.1529052,-2.0749712,-0.50031,-0.53832597,-1.3720644,-1.3790869,-0.0070225
11,-0.22152886,-0.3029257,"('unhelpful', 'helpful')",-0.1742767,-0.26178414,0.1511504,0.14215317,1.9890603,1.954371,0.4361013,0.3829536,-0.0531477
12,-0.19101894,-0.14032798,"('unsupportive', 'supportive')",-0.37193525,-0.3736682,-0.59460294,-0.5576966,-1.9101056,-1.9014645,-0.7669157,-0.7432893,0.0236264
13,-0.28474316,-0.35608748,"('impolite', 'polite')",0.0433022,0.032173596,0.1641197,0.23375878,-0.3525039,-0.36824137,-0.1074563,-0.1145991,-0.0071428
14,-0.8277582,-0.7248146,"('antisocial', 'social')",0.08906398,0.15904093,0.16406074,0.36106482,-0.5588982,-0.5282921,-0.2833829,-0.1832502,0.1001327
15,-0.36382762,-0.5216482,"('boring', 'funny')",0.2811042,0.12835401,0.951839,0.8072704,0.67905796,0.6404133,0.3870434,0.2635974,-0.123446
16,-0.24870771,-0.33270544,"('unpopular', 'popular')",-0.20993996,-0.28735918,-0.3929655,-0.44332606,0.4192397,0.45113033,-0.1080934,-0.1530651,-0.0449717
