,theft_male,theft_female,tuple,average_male,average_female,female-male
0,-0.15500608,-0.11799867,"('unsociable', 'sociable')",-0.1550061,-0.1179987,0.0370074
1,1.1335232,1.1792425,"('unfriendly', 'friendly')",1.1335232,1.1792425,0.0457193
2,0.12755372,0.28785855,"('unlikable', 'likable')",0.1275537,0.2878585,0.1603048
3,0.5502716,0.6948749,"('repellent', 'pleasant')",0.5502716,0.6948749,0.1446033
4,-7.6252904,-7.5073605,"('disliked', 'liked')",-7.6252904,-7.5073605,0.1179299
5,-0.24035993,-0.13292238,"('distant', 'outgoing')",-0.2403599,-0.1329224,0.1074375
6,0.08425832,0.12866472,"('distant', 'open')",0.0842583,0.1286647,0.0444064
7,1.1820331,1.3230728,"('insensitive', 'sensitive')",1.1820331,1.3230728,0.1410397
8,1.4974502,1.3773799,"('unaffectionate', 'affectionate')",1.4974502,1.3773799,-0.1200703
9,1.523917,1.510659,"('unaffectionate', 'caring')",1.523917,1.510659,-0.013258
10,1.2997787,1.3102732,"('unsympathetic', 'sympathetic')",1.2997787,1.3102732,0.0104945
11,1.6338968,1.6761155,"('unhelpful', 'helpful')",1.6338968,1.6761155,0.0422187
12,-1.4778067,-1.3265142,"('unsupportive', 'supportive')",-1.4778067,-1.3265142,0.1512925
13,-0.43302464,-0.3329893,"('impolite', 'polite')",-0.4330246,-0.3329893,0.1000353
14,-0.20440409,-0.12130857,"('antisocial', 'social')",-0.2044041,-0.1213086,0.0830955
15,0.18639609,0.21808518,"('boring', 'funny')",0.1863961,0.2180852,0.0316891
16,-0.6763002,-0.53538865,"('unpopular', 'popular')",-0.6763002,-0.5353886,0.1409116
17,-0.51463276,-0.44487873,"('nasty', 'nice')",-0.5146328,-0.4448787,0.0697541
18,-0.76825994,-0.68553156,"('disagreeable', 'welcoming')",-0.7682599,-0.6855316,0.0827283
19,-0.34883916,-0.29426134,"('inhospitable', 'hospitable')",-0.3488392,-0.2942613,0.0545779
20,0.49817136,0.45690504,"('rough', 'thoughtful')",0.4981714,0.456905,-0.0412664
21,-0.4510455,-0.2905778,"('immoral', 'moral')",-0.4510455,-0.2905778,0.1604677
22,-0.6131599,-0.50422543,"('untrustworthy', 'trustworthy')",-0.6131599,-0.5042254,0.1089345
23,6.3334403,6.4213777,"('insincere', 'sincere')",6.3334403,6.4213777,0.0879374
24,1.5113366,1.5531572,"('dishonest', 'honest')",1.5113366,1.5531572,0.0418206
25,0.053615134,0.035557088,"('egoistic', 'altruistic')",0.0536151,0.0355571,-0.018058
26,0.53866935,0.4166699,"('hardhearted', 'benevolent')",0.5386693,0.4166699,-0.1219994
27,1.5315186,1.4337798,"('hardhearted', 'softhearted')",1.5315186,1.4337798,-0.0977388
