,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2996732,-1.510318,"('unsociable', 'sociable')",-0.2836857,-0.4720869,-0.1300268,-0.35074702,-0.5711286,-0.7777174,-0.2065888
1,-1.5874207,-1.7566694,"('unfriendly', 'friendly')",-1.2239465,-1.3512061,1.6989809,1.5681783,-0.3707954,-0.5132324,-0.142437
2,0.86045176,0.9496297,"('unlikable', 'likable')",1.2277155,1.3171172,1.0207875,1.1286976,1.0363182,1.1318149,0.0954967
3,-0.6797321,-0.6252285,"('repellent', 'pleasant')",0.043571524,0.086603686,0.09973852,0.19057341,-0.1788073,-0.1160171,0.0627902
4,-0.3625271,-0.41379547,"('disliked', 'liked')",-0.27612507,-0.23665744,-5.565664,-5.588913,-2.0681054,-2.0797887,-0.0116833
5,-0.68015134,-0.5769237,"('distant', 'outgoing')",-1.4559151,-1.3441845,-0.38386258,-0.34469518,-0.8399763,-0.7552678,0.0847085
6,-0.51800215,-0.45004418,"('distant', 'open')",-1.775988,-1.6791731,-0.021862764,-0.0022879317,-0.771951,-0.7105018,0.0614492
7,-0.19427294,-0.17441179,"('insensitive', 'sensitive')",-0.17045361,-0.15805972,0.43254164,0.49574903,0.022605,0.0544258,0.0318208
8,-1.836064,-1.8648272,"('unaffectionate', 'affectionate')",-1.6920236,-1.6989177,0.5841269,0.5220337,-0.9813202,-1.0139038,-0.0325836
9,-1.6800816,-1.7210355,"('unaffectionate', 'caring')",-1.2371743,-1.2857062,1.2754097,1.2143909,-0.5472821,-0.5974502,-0.0501681
10,-2.0107212,-2.043169,"('unsympathetic', 'sympathetic')",-0.6022508,-0.65887,0.09585808,-0.045407884,-0.839038,-0.9158156,-0.0767776
11,-0.550424,-0.53528935,"('unhelpful', 'helpful')",0.285598,0.2794931,2.4682252,2.4042566,0.7344664,0.7161535,-0.0183129
12,-1.0967615,-1.0189147,"('unsupportive', 'supportive')",-0.60005605,-0.54819673,-1.5874991,-1.5695181,-1.0947722,-1.0455432,0.049229
13,0.0839438,0.00017710775,"('impolite', 'polite')",0.3411307,0.35400215,-0.04035793,-0.05377631,0.1282389,0.1001343,-0.0281046
14,-0.2183519,-0.24498853,"('antisocial', 'social')",0.9547704,0.9176059,-0.37760293,-0.4041077,0.1196052,0.0895032,-0.030102
15,0.829783,0.77242607,"('boring', 'funny')",0.5793245,0.5796438,0.72654414,0.72484505,0.7118839,0.6923049,-0.019579
16,-0.0031394437,-0.04442475,"('unpopular', 'popular')",-0.20984277,-0.20314516,0.7066101,0.76303816,0.1645426,0.1718227,0.0072801
17,-0.35630515,-0.2528519,"('nasty', 'nice')",-0.23653054,-0.15384391,-0.3783576,-0.39615148,-0.3237311,-0.2676158,0.0561153
18,-0.24892037,-0.19765383,"('disagreeable', 'welcoming')",-1.0990374,-0.97913325,-0.25356337,-0.25269207,-0.5338404,-0.4764931,0.0573473
19,-1.2236651,-1.1825182,"('inhospitable', 'hospitable')",-0.74926007,-0.6704592,0.0752255,0.11585298,-0.6325666,-0.5790415,0.0535251
20,0.39939293,0.3966311,"('rough', 'thoughtful')",-0.2258711,-0.3173623,0.69207615,0.58931947,0.2885327,0.2228628,-0.0656699
21,-0.63721836,-0.752638,"('immoral', 'moral')",1.0001354,0.95317495,-0.57098156,-0.6300287,-0.0693548,-0.1431639,-0.0738091
22,-0.4211558,-0.5127579,"('untrustworthy', 'trustworthy')",0.3702835,0.29305658,-1.0320178,-1.0720475,-0.3609634,-0.4305829,-0.0696195
23,-0.7224556,-0.7788452,"('insincere', 'sincere')",0.24260321,0.17478728,5.705427,5.588296,1.7418583,1.6614127,-0.0804456
24,-1.1057322,-1.1091117,"('dishonest', 'honest')",-0.25172925,-0.25262165,1.0052674,0.94411546,-0.117398,-0.139206,-0.021808
25,-0.17496237,-0.2932474,"('egoistic', 'altruistic')",-0.30710995,-0.31528693,1.3318685,1.324592,0.2832654,0.2386859,-0.0445795
26,0.19059338,0.11763635,"('hardhearted', 'benevolent')",-0.0014317781,-0.09918195,1.6987578,1.6088895,0.6293065,0.542448,-0.0868585
27,-1.1735044,-1.0029341,"('hardhearted', 'softhearted')",-0.7879581,-0.74863434,1.0739253,1.0302765,-0.2958457,-0.2404306,0.0554151
28,-1.3618909,-1.5405091,"('disloyal', 'loyal')",-1.0133928,-1.1470402,1.0837357,0.874221,-0.430516,-0.6044428,-0.1739268
29,-0.4349467,-0.4683108,"('unfair', 'fair')",-0.45791462,-0.55216026,-0.89732665,-1.0663666,-0.5967293,-0.6956126,-0.0988833
30,-0.011180213,-0.04093822,"('intolerant', 'tolerant')",1.2894355,1.2406259,1.6635695,1.7092608,0.9806083,0.9696495,-0.0109588
31,0.059867308,0.048282363,"('evil', 'good')",-1.44222,-1.386913,-1.2194107,-1.2524289,-0.8672544,-0.8636865,0.0035679
32,-0.19428697,-0.27207315,"('unkind', 'kind')",0.9801623,0.8801357,1.5598646,1.4387972,0.7819133,0.6822866,-0.0996267
33,0.54352033,0.44228086,"('wrong', 'right')",0.22316453,0.21064392,-0.7574622,-0.74720955,0.0030742,-0.0314283,-0.0345025
34,-0.09710835,0.027538061,"('mean', 'honorable')",0.11986128,0.20508239,5.686393,5.811616,1.9030485,2.0147454,0.1116969
35,0.782078,0.76244193,"('corrupt', 'incorrupt')",-0.659419,-0.64099157,-0.36221737,-0.4629871,-0.0798528,-0.1138456,-0.0339928
36,0.58655494,0.39291686,"('hostile', 'amicable')",-1.1028214,-1.1792339,-0.05143758,-0.14434788,-0.1892347,-0.3102216,-0.1209869
37,-0.4658693,-0.4171591,"('fake', 'genuine')",-0.47082463,-0.43647155,0.077130094,0.055604894,-0.2865213,-0.2660086,0.0205127
38,-0.3089943,-0.3003149,"('untruthful', 'truthful')",-0.5051228,-0.4676898,0.34119672,0.37031066,-0.1576401,-0.1325647,0.0250754
39,1.2967447,1.2432957,"('exploitative', 'cooperative')",1.0709288,1.0722777,0.305,0.25291705,0.8908912,0.8561634,-0.0347278
40,-0.59043217,-0.5476571,"('stingy', 'generous')",-0.6342832,-0.6413511,-1.6138412,-1.6203272,-0.9461855,-0.9364452,0.0097403
41,-0.39278212,-0.44102833,"('unforgiving', 'forgiving')",0.04963411,0.112997085,0.28019458,0.29981348,-0.0209845,-0.0094059,0.0115786
42,0.5426747,0.6396306,"('unreliable', 'reliable')",0.73980004,0.82581407,-2.7594597,-2.6963778,-0.4923283,-0.410311,0.0820173
43,-0.8352704,-0.7693862,"('irresponsible', 'responsible')",-0.061794765,0.032574542,0.9132211,0.878146,0.0053853,0.0471115,0.0417262
44,0.9039562,0.98241645,"('prejudiced', 'unprejudiced')",0.5655095,0.5577038,-1.3816999,-1.4281048,0.0292553,0.0373385,0.0080832
45,-1.1494069,-1.1575288,"('incompetent', 'competent')",0.011781777,-0.011059184,-0.16474299,-0.2200377,-0.4341227,-0.4628752,-0.0287525
46,-0.62771404,-0.70115423,"('uncompetitive', 'competitive')",0.084106624,0.07473259,-0.32944122,-0.35490426,-0.2910162,-0.3271086,-0.0360924
47,0.3885117,0.43142214,"('stupid', 'smart')",0.7467161,0.77644575,4.9906526,5.0341945,2.0419601,2.0806875,0.0387274
48,-1.4435121,-1.5131892,"('unintelligent', 'intelligent')",-0.98989236,-1.111785,0.53617436,0.45504236,-0.63241,-0.7233106,-0.0909006
49,-0.52996993,-0.4459703,"('unable', 'able')",-0.6156477,-0.55398124,-0.3339825,-0.2706128,-0.4932,-0.4235214,0.0696786
50,0.68458813,0.75775576,"('clumsy', 'skillful')",0.17210028,0.17042664,0.22339709,0.22268881,0.3600285,0.3836237,0.0235952
51,-0.0048608407,-0.13409309,"('uneducated', 'educated')",0.44823438,0.29215527,0.8839469,0.7846504,0.4424402,0.3142375,-0.1282027
52,-0.042015508,-0.2045376,"('irrational', 'rational')",-0.7193649,-0.8647112,0.16524541,0.060522377,-0.1987117,-0.3362421,-0.1375304
53,-1.2692289,-1.345634,"('uncreative', 'creative')",-0.7152613,-0.75074697,1.1469284,1.0620366,-0.2791872,-0.3447814,-0.0655942
54,-0.2540427,-0.3563166,"('incapable', 'capable')",0.37213016,0.3026926,1.4412332,1.394098,0.5197735,0.4468247,-0.0729488
55,-1.5155053,-1.5667394,"('incompetent', 'clever')",-0.033192463,-0.08513939,0.13061047,0.050720617,-0.4726958,-0.5337194,-0.0610236
56,0.41787946,0.3581597,"('impractical', 'practical')",1.531233,1.560367,0.13374506,0.10285017,0.6942858,0.6737923,-0.0204935
57,-1.2638357,-1.409764,"('unimaginative', 'imaginative')",-0.39295885,-0.46692002,-2.287204,-2.4053073,-1.3146662,-1.4273305,-0.1126643
58,-0.62690234,-0.7352799,"('undiscriminating', 'discriminating')",0.20260504,0.010408305,0.014269659,-0.07984725,-0.1366759,-0.2682396,-0.1315637
59,0.44381037,0.40856844,"('foolish', 'wise')",0.18691821,0.2467786,0.5368443,0.5389179,0.389191,0.3980883,0.0088973
60,-0.6876035,-0.67082953,"('inefficient', 'efficient')",1.1552559,1.0974329,-0.10580585,-0.06474451,0.1206155,0.1206196,4.1e-06
61,-0.1578309,-0.31348285,"('illogical', 'logical')",0.016554823,-0.13387918,0.33153647,0.18989639,0.0634201,-0.0858219,-0.149242
62,-0.71831954,-0.6246359,"('incompetent', 'brilliant')",0.36727843,0.41863903,0.53749377,0.6450898,0.0621509,0.1463643,0.0842134
63,-0.0066650733,-0.035256825,"('unperceptive', 'insightful')",0.34589595,0.34084582,1.2901338,1.3594884,0.5431216,0.5550258,0.0119042
64,0.45544136,0.39820665,"('shy', 'confident')",0.35366747,0.360809,-6.2222447,-6.2068586,-1.8043787,-1.8159477,-0.011569
65,-0.12471782,-0.2156403,"('insecure', 'secure')",0.8069447,0.7111395,-0.44924045,-0.4797291,0.0776622,0.0052567,-0.0724055
66,0.22962229,0.24272703,"('inactive', 'active')",-0.70452255,-0.79078984,0.7914518,0.7784528,0.1055172,0.0767967,-0.0287205
67,0.80382895,0.7961965,"('doubtful', 'determined')",1.1232414,1.1507107,-0.24073558,-0.20407248,0.5621116,0.5809449,0.0188333
68,-0.15401232,-0.25577432,"('dependent', 'independent')",-0.62462395,-0.7052127,-0.6683236,-0.7432499,-0.48232,-0.568079,-0.085759
69,2.1137292,2.1543274,"('lazy', 'industrious')",0.4350098,0.47042376,-0.3618645,-0.31286365,0.7289581,0.7706292,0.0416711
