,lilac_male,lilac_female,tuple,average_male,average_female,female-male
0,0.09246,-0.17934512,"('unsociable', 'sociable')",0.09246,-0.1793451,-0.2718051
1,-1.0304409,-1.255971,"('unfriendly', 'friendly')",-1.0304409,-1.255971,-0.2255301
2,0.15170684,0.13820536,"('unlikable', 'likable')",0.1517068,0.1382054,-0.0135014
3,-0.382993,-0.18473414,"('repellent', 'pleasant')",-0.382993,-0.1847341,0.1982589
4,-2.5013862,-2.6392624,"('disliked', 'liked')",-2.5013862,-2.6392624,-0.1378762
5,-1.0669206,-1.0900251,"('distant', 'outgoing')",-1.0669206,-1.0900251,-0.0231045
6,-1.2828765,-1.3346659,"('distant', 'open')",-1.2828765,-1.3346659,-0.0517894
7,0.12660272,0.2399147,"('insensitive', 'sensitive')",0.1266027,0.2399147,0.113312
8,-0.15668869,-0.3249575,"('unaffectionate', 'affectionate')",-0.1566887,-0.3249575,-0.1682688
9,0.065203354,-0.07689163,"('unaffectionate', 'caring')",0.0652034,-0.0768916,-0.142095
10,0.36177874,0.2669317,"('unsympathetic', 'sympathetic')",0.3617787,0.2669317,-0.094847
11,1.5841758,1.5765117,"('unhelpful', 'helpful')",1.5841758,1.5765117,-0.0076641
12,-0.62974083,-0.607491,"('unsupportive', 'supportive')",-0.6297408,-0.607491,0.0222498
13,0.14759047,0.07675511,"('impolite', 'polite')",0.1475905,0.0767551,-0.0708354
14,0.47118577,0.37855673,"('antisocial', 'social')",0.4711858,0.3785567,-0.0926291
15,0.7705023,0.48930493,"('boring', 'funny')",0.7705023,0.4893049,-0.2811974
16,-0.1476268,-0.15969016,"('unpopular', 'popular')",-0.1476268,-0.1596902,-0.0120634
17,0.0691496,0.09614786,"('nasty', 'nice')",0.0691496,0.0961479,0.0269983
18,-1.069001,-0.9772223,"('disagreeable', 'welcoming')",-1.069001,-0.9772223,0.0917787
19,-0.9058495,-1.0230277,"('inhospitable', 'hospitable')",-0.9058495,-1.0230277,-0.1171782
20,-0.09274243,-0.10548067,"('rough', 'thoughtful')",-0.0927424,-0.1054807,-0.0127383
21,-0.2002555,-0.094066136,"('immoral', 'moral')",-0.2002555,-0.0940661,0.1061894
22,0.26106292,0.3399126,"('untrustworthy', 'trustworthy')",0.2610629,0.3399126,0.0788497
23,2.23435,2.220069,"('insincere', 'sincere')",2.23435,2.2200689,-0.0142811
24,-0.010743476,-0.12179624,"('dishonest', 'honest')",-0.0107435,-0.1217962,-0.1110527
25,-0.6373402,-0.7250731,"('egoistic', 'altruistic')",-0.6373402,-0.7250731,-0.0877329
26,0.42971897,0.05543059,"('hardhearted', 'benevolent')",0.429719,0.0554306,-0.3742884
27,0.5398698,0.44369882,"('hardhearted', 'softhearted')",0.5398698,0.4436988,-0.096171
28,-0.1301009,-0.12623656,"('disloyal', 'loyal')",-0.1301009,-0.1262366,0.0038643
29,-0.62859404,-0.5910028,"('unfair', 'fair')",-0.628594,-0.5910028,0.0375912
30,0.7062704,0.5572956,"('intolerant', 'tolerant')",0.7062704,0.5572956,-0.1489748
31,-1.8138336,-1.7436498,"('evil', 'good')",-1.8138336,-1.7436498,0.0701838
32,0.30115768,0.03330506,"('unkind', 'kind')",0.3011577,0.0333051,-0.2678526
33,-0.6138471,-0.4982637,"('wrong', 'right')",-0.6138471,-0.4982637,0.1155834
34,1.7086884,1.7888383,"('mean', 'honorable')",1.7086884,1.7888383,0.0801499
35,-0.08743302,-0.26963714,"('corrupt', 'incorrupt')",-0.087433,-0.2696371,-0.1822041
36,-0.7717025,-0.7536721,"('hostile', 'amicable')",-0.7717025,-0.7536721,0.0180304
37,0.2128475,0.12110706,"('fake', 'genuine')",0.2128475,0.1211071,-0.0917404
38,0.15248737,0.23713997,"('untruthful', 'truthful')",0.1524874,0.23714,0.0846526
39,0.4162971,0.4037786,"('exploitative', 'cooperative')",0.4162971,0.4037786,-0.0125185
40,-1.5268215,-1.3951614,"('stingy', 'generous')",-1.5268215,-1.3951614,0.1316601
41,0.24247113,0.12002724,"('unforgiving', 'forgiving')",0.2424711,0.1200272,-0.1224439
42,-0.23852354,-0.27659455,"('unreliable', 'reliable')",-0.2385235,-0.2765945,-0.038071
43,0.055585984,0.0012335256,"('irresponsible', 'responsible')",0.055586,0.0012335,-0.0543525
44,-0.52727103,-0.5857335,"('prejudiced', 'unprejudiced')",-0.527271,-0.5857335,-0.0584625
45,0.36830583,0.31492797,"('incompetent', 'competent')",0.3683058,0.314928,-0.0533778
46,-0.03893685,0.023652274,"('uncompetitive', 'competitive')",-0.0389368,0.0236523,0.0625891
47,2.2524805,2.3808074,"('stupid', 'smart')",2.2524805,2.3808074,0.1283269
48,-0.17970447,-0.09771775,"('unintelligent', 'intelligent')",-0.1797045,-0.0977177,0.0819868
49,-0.30212122,-0.13810277,"('unable', 'able')",-0.3021212,-0.1381028,0.1640184
50,0.038580317,0.15198629,"('clumsy', 'skillful')",0.0385803,0.1519863,0.113406
51,0.6863996,0.5869897,"('uneducated', 'educated')",0.6863996,0.5869897,-0.0994099
52,-0.93812704,-1.0424453,"('irrational', 'rational')",-0.938127,-1.0424453,-0.1043183
53,-1.0577499,-1.0478784,"('uncreative', 'creative')",-1.0577499,-1.0478784,0.0098715
54,0.27734432,0.13217804,"('incapable', 'capable')",0.2773443,0.132178,-0.1451663
55,0.36539644,0.49555302,"('incompetent', 'clever')",0.3653964,0.495553,0.1301566
56,1.0504811,0.88177437,"('impractical', 'practical')",1.0504811,0.8817744,-0.1687067
57,-1.0253503,-1.1601396,"('unimaginative', 'imaginative')",-1.0253503,-1.1601396,-0.1347893
58,0.40475082,0.39088017,"('undiscriminating', 'discriminating')",0.4047508,0.3908802,-0.0138706
59,-0.31862608,-0.18164104,"('foolish', 'wise')",-0.3186261,-0.181641,0.1369851
