,sl_male,sl_female,tuple,green_male,green_female,realty_male,realty_female,corp_male,corp_female,average_male,average_female,female-male
0,0.99558705,1.0083542,"('unsociable', 'sociable')",1.3237554,1.1405708,-0.5223761,-0.6201097,0.061181903,0.0048180055,0.4645371,0.3834083,-0.0811288
1,-1.086233,-1.1640615,"('unfriendly', 'friendly')",-1.7902888,-1.7575336,-0.56787205,-0.6841077,1.5784945,1.3789811,-0.4664748,-0.5566804,-0.0902056
2,0.9898198,0.91761434,"('unlikable', 'likable')",0.35337606,0.3417756,1.2784027,1.3210498,0.7913856,0.7489031,0.8532461,0.8323357,-0.0209104
3,1.2363076,1.3827721,"('repellent', 'pleasant')",0.7624494,0.8897516,-0.69276917,-0.5288995,0.81591666,0.85497487,0.5304761,0.6496497,0.1191736
4,-1.9454442,-2.0881197,"('disliked', 'liked')",-0.7364434,-0.70294976,0.82521296,0.8345947,-7.717831,-7.8535724,-2.3936265,-2.4525118,-0.0588853
5,-1.6920407,-1.9041367,"('distant', 'outgoing')",-1.8560009,-1.8559726,0.404716,0.3917257,-0.33160713,-0.410209,-0.8687332,-0.9446481,-0.0759149
6,-1.6696539,-1.8490467,"('distant', 'open')",-1.967049,-1.8784995,0.16534342,0.18050405,-0.08213345,-0.18196435,-0.8883733,-0.9322516,-0.0438783
7,0.9499632,1.0980446,"('insensitive', 'sensitive')",1.432472,1.4387782,-0.5778896,-0.48703992,0.82166946,0.8861381,0.6565537,0.7339802,0.0774265
8,-0.7260109,-0.8989693,"('unaffectionate', 'affectionate')",-1.3262448,-1.3583587,-0.5272498,-0.60741556,0.8340234,0.6793314,-0.4363705,-0.5463531,-0.1099826
9,0.09836884,0.019653948,"('unaffectionate', 'caring')",-0.59615403,-0.56687576,0.0011176933,-0.05635417,1.6260763,1.5568653,0.2823522,0.2383223,-0.0440299
10,1.4892567,1.6761721,"('unsympathetic', 'sympathetic')",0.88421017,0.8115475,-2.0171547,-2.0048625,0.08062263,0.12524468,0.1092337,0.1520254,0.0427917
11,0.6545788,0.71671414,"('unhelpful', 'helpful')",1.0419499,0.9716328,-0.314263,-0.36648756,2.3679218,2.384138,0.9375468,0.9264994,-0.0110474
12,1.3596708,1.4031824,"('unsupportive', 'supportive')",0.77931595,0.82004046,0.09985413,0.21235527,-1.9688656,-1.9740528,0.0674938,0.1153813,0.0478875
13,1.5876147,1.6975757,"('impolite', 'polite')",1.7930853,1.6457772,-0.2610613,-0.35184902,0.16923378,0.22238748,0.8222182,0.8034728,-0.0187454
14,1.860729,1.9089638,"('antisocial', 'social')",1.7029227,1.5857353,0.29934144,0.3579569,0.0024682768,-0.015342819,0.9663653,0.9593283,-0.007037
15,-0.47296748,-0.5686332,"('boring', 'funny')",0.720156,0.5658161,0.8381014,0.7275989,-0.12803899,-0.15098158,0.2393127,0.1434501,-0.0958626
16,-1.1778662,-1.2130618,"('unpopular', 'popular')",-1.3392801,-1.2825861,0.30241722,0.31258607,0.4158575,0.38059637,-0.4497179,-0.4506164,-0.0008985
17,-1.3613286,-1.3386722,"('nasty', 'nice')",-0.36999348,-0.35349664,0.47331184,0.48974606,-0.4851041,-0.47543365,-0.4357786,-0.4194641,0.0163145
18,-0.13369761,-0.08023004,"('disagreeable', 'welcoming')",-1.168494,-0.9830981,-0.026418332,0.06116303,-0.4369135,-0.52526486,-0.4413809,-0.3818575,0.0595234
19,-0.7378159,-0.8499764,"('inhospitable', 'hospitable')",-1.0920793,-1.056432,-0.8657375,-0.89366937,-0.44658983,-0.4627154,-0.7855556,-0.8156983,-0.0301427
20,0.30230573,0.39269435,"('rough', 'thoughtful')",-0.14289573,-0.0361683,-0.13482915,0.01977764,0.5934998,0.63585067,0.1545202,0.2530386,0.0985184
21,2.1387672,2.303315,"('immoral', 'moral')",1.4584887,1.3974959,-0.46329963,-0.47694427,-0.34482434,-0.2767509,0.697283,0.736779,0.039496
22,0.67946094,0.71732974,"('untrustworthy', 'trustworthy')",0.7946744,0.7980041,-1.0960517,-1.0023025,-0.93448263,-0.8484535,-0.1390997,-0.0838555,0.0552442
23,1.4341363,1.476008,"('insincere', 'sincere')",0.6898559,0.5977811,-0.25335687,-0.288213,6.893247,6.963868,2.1909707,2.187361,-0.0036097
24,1.4155126,1.4348193,"('dishonest', 'honest')",0.4012688,0.38079816,-1.1040887,-1.0632988,0.97990054,1.0608459,0.4231483,0.4532911,0.0301428
25,-1.4758884,-1.5290611,"('egoistic', 'altruistic')",-0.1810821,-0.09563337,0.29106453,0.30109477,0.91250354,0.7802365,-0.1133506,-0.1358408,-0.0224902
26,-0.78157616,-0.8842266,"('hardhearted', 'benevolent')",-0.9719681,-1.0088587,1.1768724,1.0265356,1.3388773,1.161976,0.1905513,0.0738566,-0.1166947
27,0.25750282,0.328826,"('hardhearted', 'softhearted')",-0.32203856,-0.1640675,-0.6777087,-0.5803212,1.2673349,1.1984559,0.1312726,0.1957233,0.0644507
28,0.01155068,0.010662176,"('disloyal', 'loyal')",-0.025336392,-0.10347808,-0.9119046,-1.057867,1.1004786,1.0494343,0.0436971,-0.0253122,-0.0690093
29,-0.2962438,-0.3747982,"('unfair', 'fair')",0.81477517,0.8144106,-0.90496665,-0.80873895,-0.675762,-0.7582733,-0.2655493,-0.28185,-0.0163007
30,1.3616831,1.4540461,"('intolerant', 'tolerant')",1.8806958,1.8155323,7.264316e-05,-0.061333217,1.2705809,1.253216,1.1282581,1.1153653,-0.0128928
31,-2.687307,-2.8800538,"('evil', 'good')",-2.9899824,-2.7947853,-0.046673156,-0.042801283,-1.0778154,-1.2163314,-1.7004445,-1.733493,-0.0330485
32,0.89331985,0.8815366,"('unkind', 'kind')",0.112533644,0.073380925,-0.5528626,-0.63090163,0.8464412,0.7533746,0.324858,0.2693476,-0.0555104
33,-0.98282003,-1.0746928,"('wrong', 'right')",0.19240555,0.20088184,1.148531,1.1325401,-0.4900672,-0.49031666,-0.0329877,-0.0578969,-0.0249092
34,0.39402223,0.4744903,"('mean', 'honorable')",-0.03140689,0.010533636,0.15436864,0.20069878,6.2980866,6.3953853,1.7037677,1.770277,0.0665093
35,-3.2189605,-3.4595618,"('corrupt', 'incorrupt')",-1.8213453,-1.8474044,0.57289064,0.46362352,-0.5903098,-0.68033916,-1.2644312,-1.3809205,-0.1164893
36,-2.749196,-2.912524,"('hostile', 'amicable')",-2.1598709,-2.0946681,0.6952192,0.55852246,-0.2852122,-0.46119928,-1.124765,-1.2274672,-0.1027022
37,0.9699664,0.96422535,"('fake', 'genuine')",0.19027841,0.17347701,-1.0191481,-0.97653204,0.22459818,0.26623017,0.0914237,0.1068501,0.0154264
38,-0.21502408,-0.23701541,"('untruthful', 'truthful')",0.11628439,0.05459407,0.0151205845,-0.053569935,0.36571482,0.4490754,0.0705239,0.053271,-0.0172529
39,1.5260214,1.5558375,"('exploitative', 'cooperative')",1.666078,1.6300588,0.18608674,0.20294286,0.15099442,0.1462625,0.8822951,0.8837754,0.0014803
40,-0.14931339,-0.024276577,"('stingy', 'generous')",-0.7905259,-0.6120125,-0.22064206,-0.0077953804,-2.2366323,-2.265994,-0.8492785,-0.7275196,0.1217589
41,0.0437586,0.063447244,"('unforgiving', 'forgiving')",-0.110758424,-0.042775687,-0.2642855,-0.3177512,-0.15682857,-0.20991836,-0.1220285,-0.1267495,-0.004721
42,0.8107532,0.8205635,"('unreliable', 'reliable')",1.4773924,1.5128703,0.22890536,0.35074452,-3.2779148,-3.2452817,-0.1902159,-0.1402758,0.0499401
43,1.2653888,1.3692687,"('irresponsible', 'responsible')",1.9625274,1.8611692,-1.1880693,-1.1340104,0.70983887,0.74285567,0.6874214,0.7098207,0.0223993
44,-0.7396464,-0.8320741,"('prejudiced', 'unprejudiced')",-0.49617216,-0.51598597,0.3135276,0.38645253,-1.5484995,-1.5919943,-0.6176976,-0.6384004,-0.0207028
45,1.161703,1.1919235,"('incompetent', 'competent')",1.4233744,1.366972,-1.5482196,-1.4690254,0.20092279,0.20467426,0.3094451,0.3236361,0.014191
46,1.6636752,1.8900582,"('uncompetitive', 'competitive')",1.3324735,1.259346,-1.4768332,-1.3728923,-0.91041565,-0.8162373,0.1522249,0.2400686,0.0878437
47,-0.16653597,-0.12303536,"('stupid', 'smart')",0.83190835,0.7976333,0.112021714,0.12970749,6.2163825,6.3431897,1.7484441,1.7868738,0.0384297
48,0.7325227,0.909716,"('unintelligent', 'intelligent')",0.84809077,0.8548589,-0.73865545,-0.7356689,0.66294694,0.69198066,0.3762262,0.4302217,0.0539955
49,0.07227856,0.11639756,"('unable', 'able')",-0.23647061,-0.2316921,-1.0986655,-1.0094573,-0.30240208,-0.171074,-0.3913149,-0.3239565,0.0673584
50,-1.2186608,-1.2244551,"('clumsy', 'skillful')",-0.07771041,-0.015296249,0.81148416,0.8483502,0.14299656,0.09946509,-0.0854726,-0.072984,0.0124886
51,1.4277861,1.4958847,"('uneducated', 'educated')",1.0910225,0.9699222,-1.0324203,-1.0333707,0.30904034,0.3332057,0.4488572,0.4414105,-0.0074467
