,borgwarner_male,borgwarner_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.855455,-0.9907976,"('unsociable', 'sociable')",-0.3436138,-0.43403447,-0.5995344,-0.7124161,-0.1128817
1,-1.2531247,-1.210398,"('unfriendly', 'friendly')",1.8284755,1.6289041,0.2876754,0.2092531,-0.0784223
2,-0.46213025,-0.55206525,"('unlikable', 'likable')",0.3190308,0.33961555,-0.0715497,-0.1062248,-0.0346751
3,-1.2574482,-1.264164,"('repellent', 'pleasant')",-0.07369259,-0.055112746,-0.6655704,-0.6596383,0.0059321
4,0.036191512,-0.0023590848,"('disliked', 'liked')",-6.227652,-6.3297634,-3.0957303,-3.1660612,-0.0703309
5,-0.3679814,-0.35064116,"('distant', 'outgoing')",-0.07221772,-0.1245265,-0.2200996,-0.2375838,-0.0174842
6,-0.6411234,-0.5807227,"('distant', 'open')",0.37431613,0.24629368,-0.1334036,-0.1672145,-0.0338109
7,-0.83152515,-0.79630363,"('insensitive', 'sensitive')",0.5621833,0.60530597,-0.1346709,-0.0954988,0.0391721
8,-0.9363124,-0.8584747,"('unaffectionate', 'affectionate')",0.9431152,0.79437286,0.0034014,-0.0320509,-0.0354523
9,-1.0117514,-0.9331673,"('unaffectionate', 'caring')",1.1906432,1.1460911,0.0894459,0.1064619,0.017016
10,-2.059835,-2.1069472,"('unsympathetic', 'sympathetic')",-0.2915177,-0.32486102,-1.1756763,-1.2159041,-0.0402278
11,-1.0250447,-1.1007956,"('unhelpful', 'helpful')",1.7436996,1.824292,0.3593274,0.3617482,0.0024208
12,-0.87471837,-0.78099144,"('unsupportive', 'supportive')",-1.6482487,-1.6271996,-1.2614836,-1.2040956,0.057388
13,-0.5507304,-0.74113697,"('impolite', 'polite')",-0.24985123,-0.19846778,-0.4002908,-0.4698024,-0.0695116
14,-1.0160776,-1.1238251,"('antisocial', 'social')",-0.460915,-0.43520075,-0.7384963,-0.7795129,-0.0410166
15,0.92267364,0.879829,"('boring', 'funny')",0.7201661,0.70613635,0.8214198,0.7929827,-0.0284371
16,-0.06583068,-0.019875936,"('unpopular', 'popular')",0.420885,0.44525263,0.1775272,0.2126883,0.0351611
17,-0.12774675,-0.09136865,"('nasty', 'nice')",-0.47368816,-0.44433695,-0.3007174,-0.2678528,0.0328646
18,-0.9342812,-0.8872104,"('disagreeable', 'welcoming')",-0.47942966,-0.5286258,-0.7068554,-0.7079181,-0.0010627
19,0.18568149,0.25297552,"('inhospitable', 'hospitable')",-0.037438005,-0.027550442,0.0741217,0.1127125,0.0385908
20,0.6044978,0.6346901,"('rough', 'thoughtful')",1.4524349,1.4394364,1.0284663,1.0370632,0.0085969
21,-1.0275348,-1.1464752,"('immoral', 'moral')",-0.77660114,-0.6963861,-0.902068,-0.9214306,-0.0193626
22,-1.4757462,-1.613178,"('untrustworthy', 'trustworthy')",-1.081461,-1.0768509,-1.2786036,-1.3450145,-0.0664109
23,-0.87869495,-0.9309748,"('insincere', 'sincere')",5.38349,5.4353123,2.2523975,2.2521687,-0.0002288
24,-1.2242727,-1.3244079,"('dishonest', 'honest')",0.619079,0.6113879,-0.3025969,-0.35651,-0.0539131
25,-0.16878735,-0.06496561,"('egoistic', 'altruistic')",1.4278666,1.3212516,0.6295396,0.628143,-0.0013966
26,-0.22308469,-0.16576871,"('hardhearted', 'benevolent')",1.5527081,1.4267178,0.6648117,0.6304745,-0.0343372
27,-0.46848866,-0.42433447,"('hardhearted', 'softhearted')",1.4651709,1.362652,0.4983411,0.4691587,-0.0291824
28,-1.1081812,-1.0560769,"('disloyal', 'loyal')",0.7477248,0.68659127,-0.1802282,-0.1847428,-0.0045146
29,0.0044428427,-0.048985474,"('unfair', 'fair')",-0.39500922,-0.5509817,-0.1952832,-0.2999836,-0.1047004
30,0.69074386,0.57862085,"('intolerant', 'tolerant')",1.4166483,1.392042,1.053696,0.9853314,-0.0683646
31,-0.663921,-0.65060556,"('evil', 'good')",-0.83771676,-1.0573077,-0.7508188,-0.8539566,-0.1031378
32,-0.7990828,-0.7646511,"('unkind', 'kind')",0.66943705,0.5914791,-0.0648229,-0.086586,-0.0217631
33,0.55278015,0.54416645,"('wrong', 'right')",-0.32178718,-0.35114136,0.1154965,0.0965125,-0.018984
34,-0.83401406,-0.84716415,"('mean', 'honorable')",5.7719593,5.8586316,2.4689727,2.5057337,0.036761
35,0.9519124,0.9668973,"('corrupt', 'incorrupt')",-0.04211265,-0.22407866,0.4548999,0.3714093,-0.0834906
36,-0.3292927,-0.21771523,"('hostile', 'amicable')",0.18402903,-0.051941928,-0.0726318,-0.1348286,-0.0621968
37,0.4295588,0.4454998,"('fake', 'genuine')",0.36344424,0.34132436,0.3965015,0.3934121,-0.0030894
38,-1.0788388,-1.0961611,"('untruthful', 'truthful')",0.056921422,0.13208932,-0.5109587,-0.4820359,0.0289228
39,0.115978256,0.10736941,"('exploitative', 'cooperative')",0.16126898,0.1900176,0.1386236,0.1486935,0.0100699
40,-0.7654708,-0.7876066,"('stingy', 'generous')",-1.2747176,-1.3658931,-1.0200942,-1.0767498,-0.0566556
41,-1.1236243,-1.2057508,"('unforgiving', 'forgiving')",0.08191121,-0.027781378,-0.5208566,-0.6167661,-0.0959095
42,-0.30075878,-0.21842691,"('unreliable', 'reliable')",-3.0366056,-2.919804,-1.6686822,-1.5691155,0.0995667
43,-0.7438851,-0.7879381,"('irresponsible', 'responsible')",0.46577826,0.48308745,-0.1390534,-0.1524253,-0.0133719
44,-0.4387693,-0.44559053,"('prejudiced', 'unprejudiced')",-1.817993,-1.7867812,-1.1283811,-1.1161859,0.0121952
45,-1.0658462,-1.1962137,"('incompetent', 'competent')",-0.23585224,-0.3071977,-0.6508492,-0.7517057,-0.1008565
