,saw_male,saw_female,tuple,average_male,average_female,female-male
0,0.1937595,0.13507797,"('unsociable', 'sociable')",0.1937595,0.135078,-0.0586815
1,1.315303,1.2948422,"('unfriendly', 'friendly')",1.315303,1.2948422,-0.0204608
2,0.7859703,1.0058618,"('unlikable', 'likable')",0.7859703,1.0058618,0.2198915
3,1.1005017,1.3449018,"('repellent', 'pleasant')",1.1005017,1.3449018,0.2444001
4,-6.703152,-6.700123,"('disliked', 'liked')",-6.7031522,-6.7001228,0.0030294
5,-0.35414287,-0.20781785,"('distant', 'outgoing')",-0.3541429,-0.2078179,0.146325
6,-0.0964927,0.073090404,"('distant', 'open')",-0.0964927,0.0730904,0.1695831
7,1.7222276,1.7063582,"('insensitive', 'sensitive')",1.7222276,1.7063582,-0.0158694
8,0.8895338,0.8900503,"('unaffectionate', 'affectionate')",0.8895338,0.8900503,0.0005165
9,1.4329587,1.5152345,"('unaffectionate', 'caring')",1.4329587,1.5152345,0.0822758
10,1.4667715,1.4863203,"('unsympathetic', 'sympathetic')",1.4667715,1.4863203,0.0195488
11,2.1010196,2.0853677,"('unhelpful', 'helpful')",2.1010196,2.0853677,-0.0156519
12,-0.9154709,-0.8904414,"('unsupportive', 'supportive')",-0.9154709,-0.8904414,0.0250295
13,0.44226134,0.3720126,"('impolite', 'polite')",0.4422613,0.3720126,-0.0702487
14,0.3760523,0.2707837,"('antisocial', 'social')",0.3760523,0.2707837,-0.1052686
15,0.38964474,0.35008705,"('boring', 'funny')",0.3896447,0.350087,-0.0395577
16,-0.46738687,-0.3648821,"('unpopular', 'popular')",-0.4673869,-0.3648821,0.1025048
17,-0.1820288,-0.11595903,"('nasty', 'nice')",-0.1820288,-0.115959,0.0660698
18,-0.12280011,-0.061313923,"('disagreeable', 'welcoming')",-0.1228001,-0.0613139,0.0614862
19,-0.3760161,-0.286216,"('inhospitable', 'hospitable')",-0.3760161,-0.286216,0.0898001
20,0.9143324,0.83816284,"('rough', 'thoughtful')",0.9143324,0.8381628,-0.0761696
21,0.4843621,0.6147362,"('immoral', 'moral')",0.4843621,0.6147362,0.1303741
22,0.16123387,0.16693015,"('untrustworthy', 'trustworthy')",0.1612339,0.1669302,0.0056963
23,6.786878,6.778949,"('insincere', 'sincere')",6.7868781,6.7789488,-0.0079293
24,2.3977485,2.4815114,"('dishonest', 'honest')",2.3977485,2.4815114,0.0837629
25,0.34297687,0.2687111,"('egoistic', 'altruistic')",0.3429769,0.2687111,-0.0742658
26,0.13373353,0.07539983,"('hardhearted', 'benevolent')",0.1337335,0.0753998,-0.0583337
27,1.5804876,1.4970884,"('hardhearted', 'softhearted')",1.5804876,1.4970884,-0.0833992
28,1.1689143,1.1563023,"('disloyal', 'loyal')",1.1689143,1.1563023,-0.012612
29,-0.080216765,-0.12853537,"('unfair', 'fair')",-0.0802168,-0.1285354,-0.0483186
30,0.9289564,0.7845205,"('intolerant', 'tolerant')",0.9289564,0.7845205,-0.1444359
31,-1.0824254,-0.9806516,"('evil', 'good')",-1.0824254,-0.9806516,0.1017738
32,1.7257925,1.5887209,"('unkind', 'kind')",1.7257925,1.5887209,-0.1370716
33,-0.8570938,-0.68542075,"('wrong', 'right')",-0.8570938,-0.6854208,0.171673
34,4.058464,4.2810345,"('mean', 'honorable')",4.0584641,4.2810345,0.2225704
35,-0.9139252,-0.95937765,"('corrupt', 'incorrupt')",-0.9139252,-0.9593776,-0.0454524
36,-1.0522248,-1.0657063,"('hostile', 'amicable')",-1.0522248,-1.0657063,-0.0134815
37,1.1203979,1.1384157,"('fake', 'genuine')",1.1203979,1.1384157,0.0180178
38,0.42650148,0.379817,"('untruthful', 'truthful')",0.4265015,0.379817,-0.0466845
39,0.19751298,0.25012866,"('exploitative', 'cooperative')",0.197513,0.2501287,0.0526157
40,-1.0781083,-1.1465465,"('stingy', 'generous')",-1.0781083,-1.1465465,-0.0684382
41,0.17254034,0.090465605,"('unforgiving', 'forgiving')",0.1725403,0.0904656,-0.0820747
42,-1.5592932,-1.5140465,"('unreliable', 'reliable')",-1.5592932,-1.5140465,0.0452467
43,1.6951028,1.6498234,"('irresponsible', 'responsible')",1.6951028,1.6498234,-0.0452794
44,-1.2269721,-1.3071055,"('prejudiced', 'unprejudiced')",-1.2269721,-1.3071055,-0.0801334
45,0.8450039,0.9604614,"('incompetent', 'competent')",0.8450039,0.9604614,0.1154575
46,-0.21519609,-0.12020431,"('uncompetitive', 'competitive')",-0.2151961,-0.1202043,0.0949918
47,5.336902,5.5112724,"('stupid', 'smart')",5.3369021,5.5112724,0.1743703
48,1.0776709,1.074646,"('unintelligent', 'intelligent')",1.0776709,1.074646,-0.0030249
49,0.16876933,0.41954458,"('unable', 'able')",0.1687693,0.4195446,0.2507753
50,0.27842006,0.3950075,"('clumsy', 'skillful')",0.2784201,0.3950075,0.1165874
51,0.9428777,0.90451974,"('uneducated', 'educated')",0.9428777,0.9045197,-0.038358
52,-0.67973816,-0.5616044,"('irrational', 'rational')",-0.6797382,-0.5616044,0.1181338
53,0.41849327,0.44543314,"('uncreative', 'creative')",0.4184933,0.4454331,0.0269398
54,1.1444169,1.3394897,"('incapable', 'capable')",1.1444169,1.3394897,0.1950728
55,1.314979,1.3388156,"('incompetent', 'clever')",1.314979,1.3388156,0.0238366
56,1.1634936,1.1369158,"('impractical', 'practical')",1.1634936,1.1369158,-0.0265778
57,-2.5009036,-2.470683,"('unimaginative', 'imaginative')",-2.5009036,-2.4706831,0.0302205
58,-0.08555749,-0.077038065,"('undiscriminating', 'discriminating')",-0.0855575,-0.0770381,0.0085194
59,0.23503923,0.40244472,"('foolish', 'wise')",0.2350392,0.4024447,0.1674055
60,0.93993086,1.0158538,"('inefficient', 'efficient')",0.9399309,1.0158538,0.0759229
61,0.5227097,0.5146953,"('illogical', 'logical')",0.5227097,0.5146953,-0.0080144
62,1.895241,1.9825636,"('incompetent', 'brilliant')",1.895241,1.9825636,0.0873226
63,1.3460536,1.4522141,"('unperceptive', 'insightful')",1.3460536,1.4522141,0.1061605
64,-5.057452,-5.0067897,"('shy', 'confident')",-5.0574522,-5.0067897,0.0506625
65,1.2015079,1.164783,"('insecure', 'secure')",1.2015079,1.164783,-0.0367249
66,-0.04799357,0.0056121238,"('inactive', 'active')",-0.0479936,0.0056121,0.0536057
67,-0.7663608,-0.629485,"('doubtful', 'determined')",-0.7663608,-0.629485,0.1368758
