,screamer_male,screamer_female,tuple,average_male,average_female,female-male
0,0.020117713,-0.018376302,"('unsociable', 'sociable')",0.0201177,-0.0183763,-0.038494
1,-0.34306008,-0.3587676,"('unfriendly', 'friendly')",-0.3430601,-0.3587676,-0.0157075
2,-0.4538187,-0.43131003,"('unlikable', 'likable')",-0.4538187,-0.43131,0.0225087
3,-0.8304691,-0.69583327,"('repellent', 'pleasant')",-0.8304691,-0.6958333,0.1346358
4,-3.6241212,-3.5841815,"('disliked', 'liked')",-3.6241212,-3.5841815,0.0399397
5,-0.6238958,-0.5832544,"('distant', 'outgoing')",-0.6238958,-0.5832544,0.0406414
6,-1.0480208,-1.0000947,"('distant', 'open')",-1.0480208,-1.0000947,0.0479261
7,-0.38295433,-0.28915286,"('insensitive', 'sensitive')",-0.3829543,-0.2891529,0.0938014
8,-0.032409735,-0.15283617,"('unaffectionate', 'affectionate')",-0.0324097,-0.1528362,-0.1204265
9,0.4069507,0.33699253,"('unaffectionate', 'caring')",0.4069507,0.3369925,-0.0699582
10,-0.18933246,-0.14362134,"('unsympathetic', 'sympathetic')",-0.1893325,-0.1436213,0.0457112
11,0.9287889,0.92747873,"('unhelpful', 'helpful')",0.9287889,0.9274787,-0.0013102
12,-0.9108381,-0.8142113,"('unsupportive', 'supportive')",-0.9108381,-0.8142113,0.0966268
13,-0.08398189,-0.13710904,"('impolite', 'polite')",-0.0839819,-0.137109,-0.0531271
14,0.1647804,0.13456477,"('antisocial', 'social')",0.1647804,0.1345648,-0.0302156
15,0.55694133,0.49869266,"('boring', 'funny')",0.5569413,0.4986927,-0.0582486
16,-0.8985726,-0.9458994,"('unpopular', 'popular')",-0.8985726,-0.9458994,-0.0473268
17,-1.3798081,-1.3099239,"('nasty', 'nice')",-1.3798081,-1.3099239,0.0698842
18,-1.2233014,-1.1850413,"('disagreeable', 'welcoming')",-1.2233014,-1.1850413,0.0382601
19,-0.86560273,-0.6883524,"('inhospitable', 'hospitable')",-0.8656027,-0.6883524,0.1772503
20,-0.5041882,-0.5315369,"('rough', 'thoughtful')",-0.5041882,-0.5315369,-0.0273487
21,0.09028363,0.21527177,"('immoral', 'moral')",0.0902836,0.2152718,0.1249882
22,-0.48653385,-0.49083406,"('untrustworthy', 'trustworthy')",-0.4865339,-0.4908341,-0.0043002
23,2.5383391,2.586442,"('insincere', 'sincere')",2.5383391,2.586442,0.0481029
24,-0.014324758,-0.019878058,"('dishonest', 'honest')",-0.0143248,-0.0198781,-0.0055533
25,-0.14133736,-0.20122401,"('egoistic', 'altruistic')",-0.1413374,-0.201224,-0.0598866
26,0.39773136,0.31844833,"('hardhearted', 'benevolent')",0.3977314,0.3184483,-0.0792831
27,-0.034920044,-0.21020132,"('hardhearted', 'softhearted')",-0.03492,-0.2102013,-0.1752813
28,0.2577521,0.24104196,"('disloyal', 'loyal')",0.2577521,0.241042,-0.0167101
