,netapp_male,netapp_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.44902948,-0.5990068,"('unsociable', 'sociable')",-0.32135454,-0.4450433,-0.385192,-0.522025,-0.136833
1,0.63377064,0.5676494,"('unfriendly', 'friendly')",1.7650452,1.6813109,1.1994079,1.1244801,-0.0749278
2,0.09542789,0.16030617,"('unlikable', 'likable')",0.81550366,0.84289086,0.4554658,0.5015985,0.0461327
3,-0.5075759,-0.37375972,"('repellent', 'pleasant')",0.15643902,0.17489675,-0.1755685,-0.0994315,0.076137
4,-0.51719016,-0.5360724,"('disliked', 'liked')",-5.917927,-5.9952703,-3.2175584,-3.2656713,-0.0481129
5,0.029072247,0.07963166,"('distant', 'outgoing')",-0.4249806,-0.40417194,-0.1979542,-0.1622701,0.0356841
6,0.37522912,0.40775293,"('distant', 'open')",0.010835789,0.0018300377,0.1930325,0.2047915,0.011759
7,-0.45804954,-0.46036184,"('insensitive', 'sensitive')",0.4987224,0.5142677,0.0203364,0.0269529,0.0066165
8,-0.21087557,-0.2271863,"('unaffectionate', 'affectionate')",0.6101496,0.55063564,0.199637,0.1617247,-0.0379123
9,0.18276057,0.08678565,"('unaffectionate', 'caring')",1.0499059,0.9995692,0.6163332,0.5431774,-0.0731558
10,-1.4772183,-1.4948896,"('unsympathetic', 'sympathetic')",-0.6710495,-0.71047497,-1.0741339,-1.1026824,-0.0285485
11,0.23529069,0.2690245,"('unhelpful', 'helpful')",1.6860201,1.6651762,0.9606554,0.9671003,0.0064449
12,-0.24432527,-0.124215946,"('unsupportive', 'supportive')",-1.9090755,-1.8922819,-1.0767003,-1.0082489,0.0684514
13,-0.26861173,-0.37360102,"('impolite', 'polite')",-0.4604351,-0.5170268,-0.3645234,-0.4453139,-0.0807905
14,-0.1970698,-0.25621644,"('antisocial', 'social')",-0.56478673,-0.6122288,-0.3809283,-0.4342226,-0.0532943
15,0.8387822,0.72211176,"('boring', 'funny')",0.7281047,0.67404294,0.7834435,0.6980773,-0.0853662
16,0.02972734,0.03064613,"('unpopular', 'popular')",0.52073485,0.52377474,0.2752311,0.2772104,0.0019793
17,0.034332268,0.07329319,"('nasty', 'nice')",-0.41088414,-0.38919428,-0.1882759,-0.1579506,0.0303253
18,-0.13504966,-0.10017406,"('disagreeable', 'welcoming')",-0.14502436,-0.20846164,-0.140037,-0.1543179,-0.0142809
19,-0.53336394,-0.5067539,"('inhospitable', 'hospitable')",-0.018756159,0.04211785,-0.27606,-0.232318,0.043742
20,-0.017785547,0.027682684,"('rough', 'thoughtful')",0.99016607,0.95915186,0.4861903,0.4934173,0.007227
21,-0.15652391,-0.22520143,"('immoral', 'moral')",-0.33567277,-0.34161186,-0.2460983,-0.2834066,-0.0373083
22,-0.2905799,-0.34195703,"('untrustworthy', 'trustworthy')",-0.6498626,-0.7992253,-0.4702212,-0.5705912,-0.10037
23,0.61270905,0.5989168,"('insincere', 'sincere')",5.665872,5.556904,3.1392906,3.0779104,-0.0613802
24,-0.43981826,-0.48854613,"('dishonest', 'honest')",0.71351784,0.6301816,0.1368498,0.0708177,-0.0660321
25,0.46707186,0.42368314,"('egoistic', 'altruistic')",1.8058331,1.7799977,1.1364524,1.1018404,-0.034612
26,0.7181871,0.6120853,"('hardhearted', 'benevolent')",1.5780387,1.5595627,1.1481129,1.085824,-0.0622889
27,-0.35959482,-0.35762894,"('hardhearted', 'softhearted')",1.1987749,1.1232905,0.4195901,0.3828308,-0.0367593
28,-0.29891995,-0.4486178,"('disloyal', 'loyal')",1.2608979,1.0953295,0.480989,0.3233559,-0.1576331
29,-0.5675447,-0.628772,"('unfair', 'fair')",-0.42010427,-0.5437903,-0.4938245,-0.5862812,-0.0924567
30,1.1880283,1.112639,"('intolerant', 'tolerant')",1.3664917,1.2932171,1.2772601,1.2029281,-0.074332
31,-0.15745153,-0.07458182,"('evil', 'good')",-0.7956606,-0.80434805,-0.4765561,-0.4394649,0.0370912
32,0.180574,0.089747004,"('unkind', 'kind')",1.0334123,0.91658825,0.6069932,0.5031676,-0.1038256
33,0.48578817,0.40052456,"('wrong', 'right')",-0.6520041,-0.7164849,-0.083108,-0.1579802,-0.0748722
34,-0.21733713,0.011184439,"('mean', 'honorable')",5.746397,5.838644,2.7645299,2.9249141,0.1603842
