,divorce_male,divorce_female,tuple,average_male,average_female,female-male
69,-1.8831831,-1.8109723,"('lazy', 'industrious')",-1.8831831,-1.8109723,0.0722108
70,1.007255,0.90691227,"('lethargic', 'energetic')",1.007255,0.9069123,-0.1003427
71,0.4083433,0.5475261,"('diffident', 'self-confident')",0.4083433,0.5475261,0.1391828
72,0.91300064,1.0164714,"('unambitious', 'ambitious')",0.9130006,1.0164714,0.1034708
73,-2.8985424,-2.7663126,"('helpless', 'self-reliant')",-2.8985424,-2.7663126,0.1322298
74,0.14808787,0.021243505,"('undedicated', 'dedicated')",0.1480879,0.0212435,-0.1268444
75,-0.95676035,-0.75245035,"('meek', 'impulsive')",-0.9567603,-0.7524503,0.20431
76,0.24389371,-0.02317205,"('anxious', 'daring')",0.2438937,-0.0231721,-0.2670658
77,-1.410813,-1.324344,"('unmotivated', 'motivated')",-1.410813,-1.324344,0.086469
78,-0.8426278,-0.8562731,"('nonresilient', 'resilient')",-0.8426278,-0.8562731,-0.0136453
79,-0.20393145,0.043866,"('wavering', 'unwavering')",-0.2039315,0.043866,0.2477975
80,-0.11200038,-0.33209127,"('dominated', 'dominating')",-0.1120004,-0.3320913,-0.2200909
81,-0.6185602,-0.7707772,"('submissive', 'aggressive')",-0.6185602,-0.7707772,-0.152217
82,6.164853,6.3906074,"('poor', 'rich')",6.1648531,6.3906074,0.2257543
83,-0.5844222,-0.602397,"('powerless', 'powerful')",-0.5844222,-0.602397,-0.0179748
84,0.55351275,0.48220766,"('inferior', 'superior')",0.5535128,0.4822077,-0.0713051
85,-0.7680641,-0.701194,"('insignificant', 'prestigious')",-0.7680641,-0.701194,0.0668701
86,0.629,0.48419893,"('uninfluential', 'influential')",0.629,0.4841989,-0.1448011
87,0.40189877,0.52750945,"('unsuccessful', 'successful')",0.4018988,0.5275095,0.1256107
88,0.045781806,-0.024107473,"('low', 'eminent')",0.0457818,-0.0241075,-0.0698893
