,brookfield_male,brookfield_female,tuple,property_male,property_female,reit_male,reit_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.42600697,-0.5370325,"('unsociable', 'sociable')",0.85433966,0.6721197,0.40218574,0.28417963,-0.1585476,-0.27794364,0.1679927,0.0353308,-0.1326619
1,-0.8534315,-0.93233275,"('unfriendly', 'friendly')",-1.2093052,-1.1903076,-0.47122186,-0.4224156,1.9535513,1.8438559,-0.1451018,-0.1753,-0.0301982
2,0.24377751,0.31879994,"('unlikable', 'likable')",0.7620525,0.8750172,1.0138166,1.1619002,0.72511405,0.8253537,0.6861902,0.7952677,0.1090775
3,-0.0009862683,0.08957094,"('repellent', 'pleasant')",-0.11464538,-0.0636766,0.500275,0.5878195,0.33835506,0.44530275,0.1807496,0.2647541,0.0840045
4,0.37072656,0.34330344,"('disliked', 'liked')",-0.72597194,-0.65303814,-0.351323,-0.32136545,-6.3898563,-6.4527116,-1.7741061,-1.7709529,0.0031532
5,-0.4132429,-0.31996077,"('distant', 'outgoing')",-1.113885,-0.9593745,-0.96210647,-0.83292764,-0.40481737,-0.38856798,-0.7235129,-0.6252077,0.0983052
6,-0.3673723,-0.26123628,"('distant', 'open')",-1.3591808,-1.2288401,-1.2591205,-1.1362597,-0.0044012405,0.06372911,-0.7475187,-0.6406518,0.1068669
7,0.24757849,0.23795035,"('insensitive', 'sensitive')",0.9557617,0.98763365,0.8640107,1.0042354,1.3919946,1.3872193,0.8648363,0.9042597,0.0394234
8,-0.6305446,-0.6689717,"('unaffectionate', 'affectionate')",-0.25630373,-0.25379097,-0.6496177,-0.6097517,0.9897152,0.9076461,-0.1366877,-0.1562171,-0.0195294
9,-0.6195808,-0.69225204,"('unaffectionate', 'caring')",0.289524,0.29731214,-0.42748457,-0.3651031,1.3976482,1.3947325,0.1600267,0.1586724,-0.0013543
10,-0.52449465,-0.5668823,"('unsympathetic', 'sympathetic')",0.5851882,0.50341856,-0.051777024,-0.003764011,0.17575847,0.19463818,0.0461688,0.0318526,-0.0143162
11,-0.12933311,-0.1723442,"('unhelpful', 'helpful')",0.37325087,0.3530679,-0.57966655,-0.49277645,2.1808956,2.282633,0.4612867,0.4926451,0.0313584
12,0.5332835,0.55853146,"('unsupportive', 'supportive')",1.4269005,1.5171716,-0.29774034,-0.10470244,-1.3219926,-1.2592007,0.0851128,0.17795,0.0928372
13,0.48267308,0.43357748,"('impolite', 'polite')",1.1690866,1.0528891,0.63161665,0.58089817,0.0947367,0.011001341,0.5945283,0.5195915,-0.0749368
14,0.12600893,0.14515272,"('antisocial', 'social')",1.7396158,1.7010363,0.48643535,0.5133673,-0.26145446,-0.27025598,0.5226514,0.522325,-0.0003264
15,-0.25855562,-0.3313877,"('boring', 'funny')",-0.19746494,-0.23316218,1.0265415,0.98007846,0.5122893,0.4752121,0.2707025,0.2226852,-0.0480173
16,-0.46893805,-0.50507224,"('unpopular', 'popular')",-1.055235,-0.9785254,-0.1319099,-0.09530189,0.14956231,0.2587498,-0.3766301,-0.3300374,0.0465927
17,0.16940412,0.2248973,"('nasty', 'nice')",0.10222867,0.1570933,1.0664139,1.1681533,-0.54744774,-0.46565694,0.1976497,0.2711217,0.073472
18,-0.02654051,0.030455342,"('disagreeable', 'welcoming')",-0.63754654,-0.55205005,-0.6500126,-0.517764,-0.2575818,-0.21738225,-0.3929204,-0.3141852,0.0787352
19,0.012038633,0.052398242,"('inhospitable', 'hospitable')",-1.0951546,-1.0640255,-1.2632172,-1.2656442,0.18960565,0.22086501,-0.5391819,-0.5141016,0.0250803
20,-0.6117151,-0.5482548,"('rough', 'thoughtful')",-0.20918947,-0.18224885,-0.23469467,-0.20840225,0.9086984,0.9079143,-0.0367252,-0.0077479,0.0289773
21,0.25809482,0.28892818,"('immoral', 'moral')",0.97260016,0.94380194,0.5796916,0.65834033,-0.4921121,-0.42088652,0.3295686,0.367546,0.0379774
22,0.48603475,0.48476562,"('untrustworthy', 'trustworthy')",-1.309655,-1.2499639,-0.0817774,-0.027460916,-0.6084224,-0.646124,-0.378455,-0.3596958,0.0187592
23,-0.58473265,-0.669897,"('insincere', 'sincere')",0.87973547,0.75353533,0.39809278,0.40257344,6.2632585,6.1639705,1.7390885,1.6625456,-0.0765429
24,0.23318481,0.23596215,"('dishonest', 'honest')",-0.4547667,-0.43713546,-0.42516512,-0.31750733,1.1354612,1.072206,0.1221786,0.1383813,0.0162027
25,0.16217858,0.16744252,"('egoistic', 'altruistic')",-0.37890917,-0.26044345,0.4651252,0.49793935,1.4220905,1.4175236,0.4176213,0.4556155,0.0379942
26,0.066376165,-0.08293128,"('hardhearted', 'benevolent')",0.6140171,0.5568192,1.6895455,1.5990239,1.6831458,1.5718896,1.0132711,0.9112003,-0.1020708
27,-0.83513916,-0.82043815,"('hardhearted', 'softhearted')",-0.75274587,-0.69513243,0.19969092,0.2735946,1.5593716,1.4589313,0.0427944,0.0542388,0.0114444
28,-0.06982734,-0.24541526,"('disloyal', 'loyal')",0.7707626,0.58698297,-0.4471477,-0.5924075,1.0761217,0.90972394,0.3324773,0.164721,-0.1677563
29,0.43138105,0.44252652,"('unfair', 'fair')",-0.87222546,-0.81656945,-0.9876965,-0.94171995,-0.28111696,-0.42359146,-0.4274145,-0.4348386,-0.0074241
30,0.21297117,0.21003456,"('intolerant', 'tolerant')",1.8449986,1.8486755,0.8320343,0.923484,1.1508713,1.2172137,1.0102189,1.049852,0.0396331
31,-0.60915196,-0.507311,"('evil', 'good')",-2.2846706,-2.174339,-1.1560866,-1.0649087,-1.2585831,-1.3037612,-1.327123,-1.26258,0.064543
32,-0.723139,-0.87363434,"('unkind', 'kind')",0.06466562,-0.013165958,-0.011994291,-0.065556124,1.6552367,1.4977659,0.2461923,0.1363524,-0.1098399
33,0.42326045,0.39986336,"('wrong', 'right')",0.38950783,0.4259175,0.4535051,0.4656035,-0.62429094,-0.723577,0.1604956,0.1419518,-0.0185438
34,-0.41087934,-0.34020737,"('mean', 'honorable')",0.35349476,0.4328978,0.6386839,0.764993,6.0262814,6.1907024,1.6518952,1.7620964,0.1102012
35,0.7543408,0.7509758,"('corrupt', 'incorrupt')",-1.6920995,-1.6990198,-0.22031537,-0.25266176,-0.55099237,-0.75328904,-0.4272666,-0.4884987,-0.0612321
36,0.08453636,0.025272442,"('hostile', 'amicable')",-0.8241858,-0.87378037,0.99320436,0.9555406,0.061604746,-0.08042438,0.0787899,0.0066521,-0.0721378
37,0.053901665,0.05075554,"('fake', 'genuine')",-0.08851778,-0.1593619,-0.8002041,-0.7524471,0.6322997,0.58226377,-0.0506301,-0.0696974,-0.0190673
38,0.20003109,0.20083027,"('untruthful', 'truthful')",-0.037158653,-0.02397862,-0.34722233,-0.26710743,-0.019872522,0.044584528,-0.0510556,-0.0114178,0.0396378
39,1.3291626,1.3792592,"('exploitative', 'cooperative')",-0.112852715,-0.027862452,0.263321,0.3409927,0.49946564,0.45802718,0.4947742,0.5376042,0.04283
40,0.531989,0.54613733,"('stingy', 'generous')",1.1210537,1.2081518,0.7054513,0.80997586,-1.1696129,-1.2303023,0.2972203,0.3334907,0.0362704
41,-0.14139482,-0.1449053,"('unforgiving', 'forgiving')",-0.52754736,-0.5470328,0.332124,0.3372073,0.2028855,0.20853904,-0.0334832,-0.0365479,-0.0030647
42,0.89303523,0.92708963,"('unreliable', 'reliable')",0.76713204,0.9172041,1.0517008,1.2186867,-2.8497021,-2.751247,-0.0344585,0.0779334,0.1123919
43,-0.781713,-0.73494303,"('irresponsible', 'responsible')",0.7407737,0.8680396,-0.1559894,0.019810878,1.1081024,1.1375779,0.2277934,0.3226213,0.0948279
44,0.12735905,0.23650432,"('prejudiced', 'unprejudiced')",-0.7461386,-0.5774375,-0.5828809,-0.46120417,-1.7009397,-1.6635697,-0.72565,-0.6164268,0.1092232
45,-0.10141073,-0.13189556,"('incompetent', 'competent')",0.1398654,0.113185585,-0.39506355,-0.38960907,-0.110829376,-0.095495805,-0.1168596,-0.1259537,-0.0090941
46,-0.20002508,-0.27249256,"('uncompetitive', 'competitive')",0.64817876,0.6159168,0.30308136,0.3256058,-0.27860183,-0.2633058,0.1181583,0.1014311,-0.0167272
47,-0.33526313,-0.22489145,"('stupid', 'smart')",0.49225277,0.5268027,0.5749338,0.6313302,5.4017043,5.5114603,1.533407,1.6111754,0.0777684
48,-0.9251681,-1.0197647,"('unintelligent', 'intelligent')",-0.114720985,-0.19606525,-0.9506242,-0.98304266,0.5205941,0.5547099,-0.3674798,-0.4110407,-0.0435609
49,-1.1190407,-1.1041001,"('unable', 'able')",-1.5506679,-1.533772,-1.3528723,-1.3298603,-0.35832545,-0.21816729,-1.0952266,-1.0464749,0.0487517
50,0.2796036,0.19324574,"('clumsy', 'skillful')",0.021623425,-0.04955558,0.68850505,0.6201857,0.31496853,0.2506768,0.3261752,0.2536381,-0.0725371
51,0.27330258,0.093219355,"('uneducated', 'educated')",-0.35617134,-0.46810317,-0.9003415,-1.1413265,0.7885075,0.68489295,-0.0486757,-0.2078293,-0.1591536
52,0.34183455,0.24738097,"('irrational', 'rational')",-0.9433994,-0.9551487,0.056786176,0.024623148,-0.02547374,-0.09311302,-0.1425631,-0.1940644,-0.0515013
53,-0.72938025,-0.7614608,"('uncreative', 'creative')",-0.038964957,-0.024942571,-0.83680034,-0.7533699,1.2472763,1.2071476,-0.0894673,-0.0831564,0.0063109
54,-0.26165634,-0.31646022,"('incapable', 'capable')",-0.41646138,-0.42940065,-0.24981377,-0.27142352,1.2226238,1.2206435,0.0736731,0.0508398,-0.0228333
55,-0.34247026,-0.33941936,"('incompetent', 'clever')",0.28779674,0.23861809,-0.6854074,-0.68072724,0.10346742,0.16746017,-0.1591534,-0.1535171,0.0056363
56,-0.5348667,-0.5053929,"('impractical', 'practical')",0.9170942,0.9598645,-0.24564499,-0.1828129,-0.5058179,-0.40448973,-0.0923088,-0.0332078,0.059101
57,-0.5763204,-0.636531,"('unimaginative', 'imaginative')",0.09287741,0.14261252,-0.32188448,-0.2741872,-2.425302,-2.3514087,-0.8076574,-0.7798786,0.0277788
58,-0.74080193,-0.7672377,"('undiscriminating', 'discriminating')",0.6427301,0.6258441,0.20597734,0.2072324,0.18334755,0.1923028,0.0728133,0.0645354,-0.0082779
