,monument_male,monument_female,tuple,average_male,average_female,female-male
36,-2.054511,-1.8633459,"('hostile', 'amicable')",-2.0545111,-1.8633459,0.1911652
37,0.39194515,0.40166163,"('fake', 'genuine')",0.3919452,0.4016616,0.0097164
38,0.25443378,0.10155709,"('untruthful', 'truthful')",0.2544338,0.1015571,-0.1528767
39,0.7334194,0.70416844,"('exploitative', 'cooperative')",0.7334194,0.7041684,-0.029251
40,-2.1532283,-2.3723323,"('stingy', 'generous')",-2.1532283,-2.3723323,-0.219104
41,0.0049691917,-0.009237027,"('unforgiving', 'forgiving')",0.0049692,-0.009237,-0.0142062
42,-2.273717,-2.2964432,"('unreliable', 'reliable')",-2.2737169,-2.2964432,-0.0227263
43,1.5711454,1.5236807,"('irresponsible', 'responsible')",1.5711454,1.5236807,-0.0474647
44,-1.8714397,-1.6431906,"('prejudiced', 'unprejudiced')",-1.8714397,-1.6431906,0.2282491
45,0.71676874,0.51472133,"('incompetent', 'competent')",0.7167687,0.5147213,-0.2020474
46,-0.2715371,-0.45500132,"('uncompetitive', 'competitive')",-0.2715371,-0.4550013,-0.1834642
47,5.0527973,5.2781315,"('stupid', 'smart')",5.0527973,5.2781315,0.2253342
48,1.4030988,1.3261851,"('unintelligent', 'intelligent')",1.4030988,1.3261851,-0.0769137
49,0.08305733,0.20423779,"('unable', 'able')",0.0830573,0.2042378,0.1211805
50,-0.6509929,-0.5234291,"('clumsy', 'skillful')",-0.6509929,-0.5234291,0.1275638
51,0.7368246,0.46283814,"('uneducated', 'educated')",0.7368246,0.4628381,-0.2739865
52,-1.6505535,-1.6108552,"('irrational', 'rational')",-1.6505535,-1.6108552,0.0396983
53,-0.16067244,-0.17592202,"('uncreative', 'creative')",-0.1606724,-0.175922,-0.0152496
54,0.72622216,0.7752852,"('incapable', 'capable')",0.7262222,0.7752852,0.049063
55,1.7290466,1.5334284,"('incompetent', 'clever')",1.7290466,1.5334284,-0.1956182
56,1.8211963,1.6537409,"('impractical', 'practical')",1.8211963,1.6537409,-0.1674554
57,-2.1666958,-2.433823,"('unimaginative', 'imaginative')",-2.1666958,-2.4338231,-0.2671273
58,-0.29498604,-0.35444713,"('undiscriminating', 'discriminating')",-0.294986,-0.3544471,-0.0594611
59,-0.4978713,-0.5408249,"('foolish', 'wise')",-0.4978713,-0.5408249,-0.0429536
60,1.4042566,1.4003636,"('inefficient', 'efficient')",1.4042566,1.4003636,-0.003893
61,0.25696012,0.0019309614,"('illogical', 'logical')",0.2569601,0.001931,-0.2550291
62,1.4913107,1.4391911,"('incompetent', 'brilliant')",1.4913107,1.4391911,-0.0521196
63,0.77825296,0.6377696,"('unperceptive', 'insightful')",0.778253,0.6377696,-0.1404834
64,-5.9030447,-6.208832,"('shy', 'confident')",-5.9030447,-6.2088318,-0.3057871
65,0.9198363,0.88050103,"('insecure', 'secure')",0.9198363,0.880501,-0.0393353
66,-0.5895474,-0.7972759,"('inactive', 'active')",-0.5895474,-0.7972759,-0.2077285
67,0.057695284,0.0120929545,"('doubtful', 'determined')",0.0576953,0.012093,-0.0456023
68,-1.1205999,-1.0741962,"('dependent', 'independent')",-1.1205999,-1.0741962,0.0464037
69,-1.9862967,-1.9882762,"('lazy', 'industrious')",-1.9862967,-1.9882762,-0.0019795
70,1.615487,1.4274267,"('lethargic', 'energetic')",1.615487,1.4274267,-0.1880603
71,0.38969126,0.3561478,"('diffident', 'self-confident')",0.3896913,0.3561478,-0.0335435
72,1.0979173,1.1430653,"('unambitious', 'ambitious')",1.0979173,1.1430653,0.045148
73,-3.7011266,-3.609954,"('helpless', 'self-reliant')",-3.7011266,-3.6099541,0.0911725
74,0.27295572,0.2141126,"('undedicated', 'dedicated')",0.2729557,0.2141126,-0.0588431
75,-1.6358075,-1.465265,"('meek', 'impulsive')",-1.6358075,-1.465265,0.1705425
76,1.0356932,0.9909292,"('anxious', 'daring')",1.0356932,0.9909292,-0.044764
77,-0.3310879,-0.40279424,"('unmotivated', 'motivated')",-0.3310879,-0.4027942,-0.0717063
78,-0.513824,-0.5848563,"('nonresilient', 'resilient')",-0.513824,-0.5848563,-0.0710323
79,-0.8927225,-0.7950161,"('wavering', 'unwavering')",-0.8927225,-0.7950161,0.0977064
80,0.254628,-0.0013839677,"('dominated', 'dominating')",0.254628,-0.001384,-0.256012
81,0.871507,0.7583214,"('submissive', 'aggressive')",0.871507,0.7583214,-0.1131856
82,5.858253,6.2128816,"('poor', 'rich')",5.858253,6.2128816,0.3546286
83,0.15750757,-0.046377018,"('powerless', 'powerful')",0.1575076,-0.046377,-0.2038846
84,0.26233634,0.22564912,"('inferior', 'superior')",0.2623363,0.2256491,-0.0366872
85,-1.3892932,-1.3275863,"('insignificant', 'prestigious')",-1.3892932,-1.3275863,0.0617069
86,1.0024954,0.6248808,"('uninfluential', 'influential')",1.0024954,0.6248808,-0.3776146
87,0.3215115,0.10407622,"('unsuccessful', 'successful')",0.3215115,0.1040762,-0.2174353
88,0.62569195,0.4882608,"('low', 'eminent')",0.625692,0.4882608,-0.1374312
