,marketaxess_male,marketaxess_female,tuple,hldgs_male,hldgs_female,inc_male,inc_female,average_male,average_female,female-male
0,0.5270746,0.48493314,"('unsociable', 'sociable')",-0.41694394,-0.48669901,-0.11577517,-0.22869086,-0.0018815,-0.0768189,-0.0749374
1,-3.2460332,-3.1862755,"('unfriendly', 'friendly')",-1.7458619,-1.7148694,1.3595629,1.2189333,-1.2107774,-1.2274039,-0.0166265
2,0.18221843,0.14888954,"('unlikable', 'likable')",1.0095634,1.0783031,0.7516308,0.8023988,0.6478042,0.6765305,0.0287263
3,0.68951154,0.83849597,"('repellent', 'pleasant')",-0.10145214,-0.03390268,0.17453957,0.31363824,0.2541997,0.3727438,0.1185441
4,-1.8779346,-1.8783035,"('disliked', 'liked')",-0.102991216,-0.10547796,-6.0929213,-6.1063914,-2.6912823,-2.6967243,-0.005442
5,-3.4102569,-3.2887316,"('distant', 'outgoing')",-1.1583347,-1.029579,-0.671615,-0.7018684,-1.7467356,-1.6733931,0.0733425
6,-3.0406816,-2.9186566,"('distant', 'open')",-1.3209231,-1.1325713,0.09963124,0.06778754,-1.4206578,-1.3278135,0.0928443
7,0.9310744,1.0742801,"('insensitive', 'sensitive')",-0.34599507,-0.2683557,0.36752903,0.45960242,0.3175361,0.4218423,0.1043062
8,-2.432282,-2.4230182,"('unaffectionate', 'affectionate')",-1.5544301,-1.44001,0.42113683,0.25510657,-1.188525,-1.2026405,-0.0141155
9,-2.5612829,-2.4776912,"('unaffectionate', 'caring')",-1.5178686,-1.4424031,0.98535615,0.89140326,-1.0312652,-1.0095637,0.0217015
10,1.1703299,1.3044742,"('unsympathetic', 'sympathetic')",-0.8439948,-0.76577735,0.23330088,0.19620088,0.1865453,0.2449659,0.0584206
11,0.62133896,0.67343026,"('unhelpful', 'helpful')",0.1964844,0.17560229,2.1959805,2.136083,1.0046013,0.9950385,-0.0095628
12,-0.3769629,-0.20590807,"('unsupportive', 'supportive')",-0.19558541,-0.06611693,-1.9705139,-1.931648,-0.8476874,-0.7345576,0.1131298
13,1.5897802,1.5619913,"('impolite', 'polite')",0.16256694,0.16102177,-0.12752636,-0.106020465,0.5416069,0.5389976,-0.0026093
14,1.8285466,1.8426902,"('antisocial', 'social')",0.9900429,0.98565173,-0.36701205,-0.33409497,0.8171926,0.8314157,0.0142231
15,0.08875098,-0.054338064,"('boring', 'funny')",0.23333287,0.1373069,0.8060385,0.75421053,0.3760408,0.2790598,-0.096981
16,-2.2524455,-2.275457,"('unpopular', 'popular')",-0.44824398,-0.48283985,0.37966728,0.515367,-0.773674,-0.7476432,0.0260308
17,-0.8904285,-0.8514241,"('nasty', 'nice')",-0.34329328,-0.2936384,-0.33415058,-0.4005664,-0.5226241,-0.5152096,0.0074145
18,-1.0649962,-0.96411276,"('disagreeable', 'welcoming')",-0.6492138,-0.4693662,-0.35751525,-0.36916262,-0.6905751,-0.6008805,0.0896946
19,-2.482022,-2.332046,"('inhospitable', 'hospitable')",-0.8489797,-0.68266225,-0.28335017,-0.21293832,-1.204784,-1.0758822,0.1289018
20,0.61969155,0.752964,"('rough', 'thoughtful')",-0.19157037,-0.19172573,0.79046845,0.7643225,0.4061966,0.4418536,0.035657
21,2.197289,2.1971123,"('immoral', 'moral')",0.16036883,0.18139316,-0.5719662,-0.4788381,0.5952306,0.6332225,0.0379919
22,1.2874662,1.2793634,"('untrustworthy', 'trustworthy')",0.64438003,0.6769731,-0.59663415,-0.6600812,0.4450707,0.4320851,-0.0129856
23,0.65989506,0.74727273,"('insincere', 'sincere')",-0.049817517,-0.004435312,5.707123,5.581127,2.1057334,2.1079882,0.0022548
24,0.114695735,0.10441562,"('dishonest', 'honest')",-0.28816268,-0.19472916,1.1418445,1.0340801,0.3227925,0.3145889,-0.0082036
25,-1.9524283,-1.9439726,"('egoistic', 'altruistic')",-0.90862364,-0.94415724,1.3072478,1.2021971,-0.5179348,-0.5619775,-0.0440427
26,-0.50106025,-0.51839846,"('hardhearted', 'benevolent')",0.023359817,-0.032606516,1.6180568,1.5187442,0.3801188,0.3225797,-0.0575391
