,sorbet_male,sorbet_female,tuple,average_male,average_female,female-male
0,-0.711414,-1.0750575,"('unsociable', 'sociable')",-0.711414,-1.0750575,-0.3636435
1,-1.9881892,-1.918359,"('unfriendly', 'friendly')",-1.9881892,-1.918359,0.0698302
2,0.7986613,0.8842992,"('unlikable', 'likable')",0.7986613,0.8842992,0.0856379
3,-0.4049286,-0.2765738,"('repellent', 'pleasant')",-0.4049286,-0.2765738,0.1283548
4,-1.7562938,-1.7680326,"('disliked', 'liked')",-1.7562938,-1.7680326,-0.0117388
5,-1.1542034,-0.91027844,"('distant', 'outgoing')",-1.1542034,-0.9102784,0.243925
6,-1.6245309,-1.3217603,"('distant', 'open')",-1.6245309,-1.3217603,0.3027706
7,-0.40515682,-0.45020708,"('insensitive', 'sensitive')",-0.4051568,-0.4502071,-0.0450503
8,-1.5874013,-1.5579349,"('unaffectionate', 'affectionate')",-1.5874013,-1.5579349,0.0294664
9,-1.7772255,-1.689272,"('unaffectionate', 'caring')",-1.7772255,-1.689272,0.0879535
10,-1.0659342,-1.252932,"('unsympathetic', 'sympathetic')",-1.0659342,-1.252932,-0.1869978
11,0.1763669,0.1103237,"('unhelpful', 'helpful')",0.1763669,0.1103237,-0.0660432
12,-1.9466983,-1.9425495,"('unsupportive', 'supportive')",-1.9466983,-1.9425495,0.0041488
13,0.21780813,-0.12920114,"('impolite', 'polite')",0.2178081,-0.1292011,-0.3470092
14,0.598424,0.2526436,"('antisocial', 'social')",0.598424,0.2526436,-0.3457804
15,0.60385346,0.40102875,"('boring', 'funny')",0.6038535,0.4010288,-0.2028247
16,-0.5237526,-0.49733853,"('unpopular', 'popular')",-0.5237526,-0.4973385,0.0264141
17,-0.032245465,-0.13208854,"('nasty', 'nice')",-0.0322455,-0.1320885,-0.099843
18,-0.70153743,-0.6275159,"('disagreeable', 'welcoming')",-0.7015374,-0.6275159,0.0740215
19,-1.3843385,-1.2452728,"('inhospitable', 'hospitable')",-1.3843385,-1.2452728,0.1390657
20,-0.23910971,-0.20709266,"('rough', 'thoughtful')",-0.2391097,-0.2070927,0.032017
21,-0.06583834,-0.1319848,"('immoral', 'moral')",-0.0658383,-0.1319848,-0.0661465
22,0.29428738,0.23523203,"('untrustworthy', 'trustworthy')",0.2942874,0.235232,-0.0590554
23,0.6998266,0.53084606,"('insincere', 'sincere')",0.6998266,0.5308461,-0.1689805
24,-0.26472312,-0.25960752,"('dishonest', 'honest')",-0.2647231,-0.2596075,0.0051156
25,-0.3802317,-0.27769905,"('egoistic', 'altruistic')",-0.3802317,-0.2776991,0.1025326
26,-0.30427775,-0.44862452,"('hardhearted', 'benevolent')",-0.3042777,-0.4486245,-0.1443468
27,-0.30766213,-0.223456,"('hardhearted', 'softhearted')",-0.3076621,-0.223456,0.0842061
28,-0.5292369,-0.66871214,"('disloyal', 'loyal')",-0.5292369,-0.6687121,-0.1394752
29,-0.3870321,-0.3330422,"('unfair', 'fair')",-0.3870321,-0.3330422,0.0539899
30,0.7821754,0.47152737,"('intolerant', 'tolerant')",0.7821754,0.4715274,-0.310648
31,-0.9349711,-0.6921573,"('evil', 'good')",-0.9349711,-0.6921573,0.2428138
32,-0.042284846,-0.18721242,"('unkind', 'kind')",-0.0422848,-0.1872124,-0.1449276
33,-0.23734662,-0.104629286,"('wrong', 'right')",-0.2373466,-0.1046293,0.1327173
34,0.67972326,0.80872303,"('mean', 'honorable')",0.6797233,0.808723,0.1289997
35,-0.21067962,-0.021211222,"('corrupt', 'incorrupt')",-0.2106796,-0.0212112,0.1894684
36,-1.0038877,-0.81734324,"('hostile', 'amicable')",-1.0038877,-0.8173432,0.1865445
37,-0.20120417,-0.13458869,"('fake', 'genuine')",-0.2012042,-0.1345887,0.0666155
38,-0.60105294,-0.5171975,"('untruthful', 'truthful')",-0.6010529,-0.5171975,0.0838554
39,0.3093394,0.29729298,"('exploitative', 'cooperative')",0.3093394,0.297293,-0.0120464
40,-1.132788,-1.0691735,"('stingy', 'generous')",-1.1327879,-1.0691735,0.0636144
41,0.28709748,0.11656797,"('unforgiving', 'forgiving')",0.2870975,0.116568,-0.1705295
42,-0.38113436,-0.45160064,"('unreliable', 'reliable')",-0.3811344,-0.4516006,-0.0704662
43,-0.8298398,-0.9870743,"('irresponsible', 'responsible')",-0.8298398,-0.9870743,-0.1572345
44,0.37544096,0.44246018,"('prejudiced', 'unprejudiced')",0.375441,0.4424602,0.0670192
45,-0.2846771,-0.55500394,"('incompetent', 'competent')",-0.2846771,-0.5550039,-0.2703268
46,-0.4597594,-0.5994136,"('uncompetitive', 'competitive')",-0.4597594,-0.5994136,-0.1396542
47,1.6841774,1.7015495,"('stupid', 'smart')",1.6841774,1.7015495,0.0173721
48,-0.862731,-0.9371256,"('unintelligent', 'intelligent')",-0.862731,-0.9371256,-0.0743946
49,-0.44089237,-0.3579084,"('unable', 'able')",-0.4408924,-0.3579084,0.082984
50,-0.20538959,-0.09929123,"('clumsy', 'skillful')",-0.2053896,-0.0992912,0.1060984
51,-0.24237525,-0.38478297,"('uneducated', 'educated')",-0.2423753,-0.384783,-0.1424077
52,-0.69428855,-0.5453439,"('irrational', 'rational')",-0.6942886,-0.5453439,0.1489447
53,-1.3848424,-1.3107105,"('uncreative', 'creative')",-1.3848424,-1.3107105,0.0741319
54,-1.1750381,-1.074124,"('incapable', 'capable')",-1.1750381,-1.074124,0.1009141
55,0.1562004,-0.083748326,"('incompetent', 'clever')",0.1562004,-0.0837483,-0.2399487
56,0.6406135,0.26866156,"('impractical', 'practical')",0.6406135,0.2686616,-0.3719519
57,-1.7313151,-1.9816984,"('unimaginative', 'imaginative')",-1.7313151,-1.9816984,-0.2503833
58,0.088298224,0.038202755,"('undiscriminating', 'discriminating')",0.0882982,0.0382028,-0.0500954
59,-0.40355402,-0.14475748,"('foolish', 'wise')",-0.403554,-0.1447575,0.2587965
60,0.68161595,0.45675838,"('inefficient', 'efficient')",0.6816159,0.4567584,-0.2248575
61,-0.55835557,-0.606952,"('illogical', 'logical')",-0.5583556,-0.606952,-0.0485964
62,0.10375956,-0.0026478283,"('incompetent', 'brilliant')",0.1037596,-0.0026478,-0.1064074
63,-0.66146207,-0.69575673,"('unperceptive', 'insightful')",-0.6614621,-0.6957567,-0.0342946
64,-1.4532921,-1.5368737,"('shy', 'confident')",-1.4532921,-1.5368737,-0.0835816
65,0.45560434,0.19752285,"('insecure', 'secure')",0.4556043,0.1975228,-0.2580815
66,-1.3697809,-1.2896438,"('inactive', 'active')",-1.3697809,-1.2896438,0.0801371
67,0.3232329,0.21060748,"('doubtful', 'determined')",0.3232329,0.2106075,-0.1126254
68,-0.65571505,-0.55227023,"('dependent', 'independent')",-0.655715,-0.5522702,0.1034448
69,-0.6182318,-0.40120757,"('lazy', 'industrious')",-0.6182318,-0.4012076,0.2170242
70,0.12797609,0.0035802443,"('lethargic', 'energetic')",0.1279761,0.0035802,-0.1243959
71,-1.1084477,-1.0393971,"('diffident', 'self-confident')",-1.1084477,-1.0393971,0.0690506
72,-0.7877188,-0.7773227,"('unambitious', 'ambitious')",-0.7877188,-0.7773227,0.0103961
73,-0.44132727,-0.378074,"('helpless', 'self-reliant')",-0.4413273,-0.378074,0.0632533
74,-0.30995873,-0.40009087,"('undedicated', 'dedicated')",-0.3099587,-0.4000909,-0.0901322
75,0.07831812,0.237845,"('meek', 'impulsive')",0.0783181,0.237845,0.1595269
76,0.93364596,0.7887692,"('anxious', 'daring')",0.933646,0.7887692,-0.1448768
77,-1.1371927,-1.0895507,"('unmotivated', 'motivated')",-1.1371927,-1.0895507,0.047642
78,-0.9952754,-0.93279356,"('nonresilient', 'resilient')",-0.9952754,-0.9327936,0.0624818
79,-0.9624325,-0.8867282,"('wavering', 'unwavering')",-0.9624325,-0.8867282,0.0757043
80,0.4277266,0.2704701,"('dominated', 'dominating')",0.4277266,0.2704701,-0.1572565
81,0.75125957,0.47526646,"('submissive', 'aggressive')",0.7512596,0.4752665,-0.2759931
82,1.510366,1.3864317,"('poor', 'rich')",1.510366,1.3864317,-0.1239343
83,-0.4434277,-0.46829015,"('powerless', 'powerful')",-0.4434277,-0.4682902,-0.0248625
84,-0.27169803,-0.33167312,"('inferior', 'superior')",-0.271698,-0.3316731,-0.0599751
85,-1.1636405,-0.9575719,"('insignificant', 'prestigious')",-1.1636405,-0.9575719,0.2060686
86,-1.3072895,-1.4640219,"('uninfluential', 'influential')",-1.3072895,-1.4640219,-0.1567324
87,0.081580386,-0.008629203,"('unsuccessful', 'successful')",0.0815804,-0.0086292,-0.0902096
88,-0.817203,-0.87827593,"('low', 'eminent')",-0.817203,-0.8782759,-0.0610729
