,neologism_male,neologism_female,tuple,average_male,average_female,female-male
0,-0.54163474,-0.5851515,"('unsociable', 'sociable')",-0.5416347,-0.5851515,-0.0435168
1,-0.7147203,-1.0368719,"('unfriendly', 'friendly')",-0.7147203,-1.0368719,-0.3221516
2,-0.8364812,-0.850297,"('unlikable', 'likable')",-0.8364812,-0.850297,-0.0138158
3,0.054202154,0.11706479,"('repellent', 'pleasant')",0.0542022,0.1170648,0.0628626
4,-2.3463862,-2.4132395,"('disliked', 'liked')",-2.3463862,-2.4132395,-0.0668533
5,-0.6753513,-0.6872466,"('distant', 'outgoing')",-0.6753513,-0.6872466,-0.0118953
6,-0.6877022,-0.7660222,"('distant', 'open')",-0.6877022,-0.7660222,-0.07832
7,-0.7416998,-0.75004125,"('insensitive', 'sensitive')",-0.7416998,-0.7500412,-0.0083414
8,-1.2308915,-1.4490345,"('unaffectionate', 'affectionate')",-1.2308915,-1.4490345,-0.218143
9,-1.2867575,-1.4977312,"('unaffectionate', 'caring')",-1.2867575,-1.4977312,-0.2109737
10,-0.055598035,-0.14644127,"('unsympathetic', 'sympathetic')",-0.055598,-0.1464413,-0.0908433
11,0.8109979,0.7299334,"('unhelpful', 'helpful')",0.8109979,0.7299334,-0.0810645
12,-1.1370642,-1.1417822,"('unsupportive', 'supportive')",-1.1370642,-1.1417822,-0.004718
13,-0.026200498,-0.09135268,"('impolite', 'polite')",-0.0262005,-0.0913527,-0.0651522
14,-0.61081415,-0.47363076,"('antisocial', 'social')",-0.6108142,-0.4736308,0.1371834
15,0.40392873,0.32215178,"('boring', 'funny')",0.4039287,0.3221518,-0.0817769
16,-1.2225388,-1.2473061,"('unpopular', 'popular')",-1.2225388,-1.2473061,-0.0247673
17,-1.2695779,-1.1020523,"('nasty', 'nice')",-1.2695779,-1.1020523,0.1675256
18,-0.7655764,-0.74001557,"('disagreeable', 'welcoming')",-0.7655764,-0.7400156,0.0255608
19,-0.65907145,-0.73559284,"('inhospitable', 'hospitable')",-0.6590714,-0.7355928,-0.0765214
20,0.73281044,0.7492782,"('rough', 'thoughtful')",0.7328104,0.7492782,0.0164678
21,1.0420191,1.070453,"('immoral', 'moral')",1.0420191,1.070453,0.0284339
22,0.5378048,0.4906732,"('untrustworthy', 'trustworthy')",0.5378048,0.4906732,-0.0471316
23,1.838056,1.7091564,"('insincere', 'sincere')",1.838056,1.7091564,-0.1288996
24,-0.733271,-0.8165775,"('dishonest', 'honest')",-0.733271,-0.8165775,-0.0833065
25,-0.904658,-0.8772924,"('egoistic', 'altruistic')",-0.904658,-0.8772924,0.0273656
26,0.27202117,0.037488334,"('hardhearted', 'benevolent')",0.2720212,0.0374883,-0.2345329
27,-0.57142437,-0.6647803,"('hardhearted', 'softhearted')",-0.5714244,-0.6647803,-0.0933559
28,-0.6474479,-0.8572198,"('disloyal', 'loyal')",-0.6474479,-0.8572198,-0.2097719
29,-0.44803262,-0.51593316,"('unfair', 'fair')",-0.4480326,-0.5159332,-0.0679006
30,0.17411643,0.1929159,"('intolerant', 'tolerant')",0.1741164,0.1929159,0.0187995
31,-1.5597078,-1.509338,"('evil', 'good')",-1.5597078,-1.509338,0.0503698
32,0.008113187,-0.09467994,"('unkind', 'kind')",0.0081132,-0.0946799,-0.1027931
33,-0.59760743,-0.6883292,"('wrong', 'right')",-0.5976074,-0.6883292,-0.0907218
34,1.861312,1.9616346,"('mean', 'honorable')",1.861312,1.9616346,0.1003226
35,-0.81494206,-0.78933287,"('corrupt', 'incorrupt')",-0.8149421,-0.7893329,0.0256092
36,-1.3318617,-1.4598856,"('hostile', 'amicable')",-1.3318617,-1.4598856,-0.1280239
37,-0.397173,-0.49191883,"('fake', 'genuine')",-0.397173,-0.4919188,-0.0947458
38,0.019808967,-0.10510167,"('untruthful', 'truthful')",0.019809,-0.1051017,-0.1249107
39,-0.19656155,-0.11059288,"('exploitative', 'cooperative')",-0.1965615,-0.1105929,0.0859686
40,-1.5080284,-1.535706,"('stingy', 'generous')",-1.5080284,-1.535706,-0.0276776
41,-0.39989135,-0.5132005,"('unforgiving', 'forgiving')",-0.3998913,-0.5132005,-0.1133092
42,-0.3883312,-0.36104542,"('unreliable', 'reliable')",-0.3883312,-0.3610454,0.0272858
43,0.044803523,-0.051003475,"('irresponsible', 'responsible')",0.0448035,-0.0510035,-0.095807
44,0.17266506,0.25149128,"('prejudiced', 'unprejudiced')",0.1726651,0.2514913,0.0788262
45,-0.43896398,-0.52971673,"('incompetent', 'competent')",-0.438964,-0.5297167,-0.0907527
46,-0.524372,-0.5564599,"('uncompetitive', 'competitive')",-0.524372,-0.5564599,-0.0320879
47,0.938535,1.0116905,"('stupid', 'smart')",0.938535,1.0116905,0.0731555
48,0.44114098,0.39917356,"('unintelligent', 'intelligent')",0.441141,0.3991736,-0.0419674
49,-0.13514,-0.04324015,"('unable', 'able')",-0.13514,-0.0432401,0.0918999
50,-0.6237074,-0.6804327,"('clumsy', 'skillful')",-0.6237074,-0.6804327,-0.0567253
51,0.34463555,0.29845658,"('uneducated', 'educated')",0.3446355,0.2984566,-0.0461789
52,-0.57982945,-0.74175864,"('irrational', 'rational')",-0.5798295,-0.7417586,-0.1619291
53,-0.87511796,-1.075451,"('uncreative', 'creative')",-0.875118,-1.075451,-0.200333
54,-0.43267414,-0.56614155,"('incapable', 'capable')",-0.4326741,-0.5661415,-0.1334674
55,0.3431527,0.40178305,"('incompetent', 'clever')",0.3431527,0.401783,0.0586303
56,1.1989747,1.1439022,"('impractical', 'practical')",1.1989747,1.1439022,-0.0550725
57,-0.62992984,-0.7603064,"('unimaginative', 'imaginative')",-0.6299298,-0.7603064,-0.1303766
58,0.65786463,0.49374095,"('undiscriminating', 'discriminating')",0.6578646,0.4937409,-0.1641237
59,-1.0136931,-1.0979184,"('foolish', 'wise')",-1.0136931,-1.0979184,-0.0842253
60,0.9318497,1.0511906,"('inefficient', 'efficient')",0.9318497,1.0511906,0.1193409
61,-0.18138182,-0.2545281,"('illogical', 'logical')",-0.1813818,-0.2545281,-0.0731463
62,0.0400446,0.11779225,"('incompetent', 'brilliant')",0.0400446,0.1177922,0.0777476
63,0.7222556,0.6096611,"('unperceptive', 'insightful')",0.7222556,0.6096611,-0.1125945
64,-1.5247664,-1.4290574,"('shy', 'confident')",-1.5247664,-1.4290574,0.095709
65,0.081871405,0.1425978,"('insecure', 'secure')",0.0818714,0.1425978,0.0607264
66,-1.6756623,-1.7568643,"('inactive', 'active')",-1.6756623,-1.7568643,-0.081202
67,-0.113217935,-0.06903875,"('doubtful', 'determined')",-0.1132179,-0.0690387,0.0441792
68,-0.116787784,-0.07377191,"('dependent', 'independent')",-0.1167878,-0.0737719,0.0430159
69,-1.1501056,-1.0280166,"('lazy', 'industrious')",-1.1501056,-1.0280166,0.122089
70,-0.20640177,-0.24210948,"('lethargic', 'energetic')",-0.2064018,-0.2421095,-0.0357077
71,-0.8609774,-0.91259515,"('diffident', 'self-confident')",-0.8609774,-0.9125952,-0.0516178
72,-0.814119,-0.8674925,"('unambitious', 'ambitious')",-0.814119,-0.8674925,-0.0533735
73,-0.036603585,-0.07442474,"('helpless', 'self-reliant')",-0.0366036,-0.0744247,-0.0378211
74,-0.00016738474,-0.13888934,"('undedicated', 'dedicated')",-0.0001674,-0.1388893,-0.1387219
75,0.24616726,0.21577631,"('meek', 'impulsive')",0.2461673,0.2157763,-0.030391
76,1.1517621,1.145692,"('anxious', 'daring')",1.1517621,1.145692,-0.0060701
77,0.22318062,0.32174018,"('unmotivated', 'motivated')",0.2231806,0.3217402,0.0985596
78,-0.5039527,-0.4993782,"('nonresilient', 'resilient')",-0.5039527,-0.4993782,0.0045745
79,-0.4297603,-0.53457433,"('wavering', 'unwavering')",-0.4297603,-0.5345743,-0.104814
80,0.49839327,0.5970347,"('dominated', 'dominating')",0.4983933,0.5970347,0.0986414
81,0.42235732,0.5338873,"('submissive', 'aggressive')",0.4223573,0.5338873,0.11153
82,1.2464675,1.2738378,"('poor', 'rich')",1.2464675,1.2738378,0.0273703
83,0.3598047,0.32154423,"('powerless', 'powerful')",0.3598047,0.3215442,-0.0382605
84,-0.19894543,-0.26018968,"('inferior', 'superior')",-0.1989454,-0.2601897,-0.0612443
85,-0.030534234,-0.21049744,"('insignificant', 'prestigious')",-0.0305342,-0.2104974,-0.1799632
86,-0.22962779,-0.41565016,"('uninfluential', 'influential')",-0.2296278,-0.4156502,-0.1860224
87,-0.533743,-0.52857685,"('unsuccessful', 'successful')",-0.533743,-0.5285769,0.0051661
88,0.114474006,0.040131137,"('low', 'eminent')",0.114474,0.0401311,-0.0743429
