,versum_male,versum_female,tuple,materials_male,materials_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5259783,-1.6162493,"('unsociable', 'sociable')",1.1108383,0.98597044,-0.73227197,-0.86676466,-0.3824707,-0.4990145,-0.1165438
1,-1.8320867,-1.9857256,"('unfriendly', 'friendly')",0.46174476,0.14370313,2.1653693,2.0564358,0.2650091,0.0714711,-0.193538
2,0.124659605,0.2504646,"('unlikable', 'likable')",0.47759557,0.4905008,0.53624326,0.64057606,0.3794995,0.4605138,0.0810143
3,-1.003986,-0.93787915,"('repellent', 'pleasant')",0.36651933,0.49887395,0.14008228,0.19353087,-0.1657948,-0.0818248,0.08397
4,-0.12141555,-0.19695286,"('disliked', 'liked')",-0.8122906,-0.9176575,-6.16296,-6.2451873,-2.3655554,-2.4532658,-0.0877104
5,-1.2086074,-1.1625996,"('distant', 'outgoing')",-1.1213045,-1.1844733,0.2383147,0.21579048,-0.6971991,-0.7104274,-0.0132283
6,-1.6143395,-1.5330784,"('distant', 'open')",-1.6840429,-1.7226856,0.75696665,0.7462369,-0.8471386,-0.8365091,0.0106295
7,-0.7528778,-0.78944415,"('insensitive', 'sensitive')",0.46016032,0.5120242,0.46823135,0.5102268,0.0585046,0.0776023,0.0190977
8,-1.521019,-1.5565488,"('unaffectionate', 'affectionate')",-0.72953236,-0.7903067,1.311747,1.2504207,-0.3129348,-0.3654783,-0.0525435
9,-1.7870449,-1.8768786,"('unaffectionate', 'caring')",-0.026739597,-0.1334369,1.381405,1.3551062,-0.1441265,-0.2184031,-0.0742766
10,-1.3845948,-1.4880956,"('unsympathetic', 'sympathetic')",0.5995536,0.5928599,-0.7607157,-0.78179,-0.5152523,-0.5590086,-0.0437563
11,-0.86150426,-0.83605176,"('unhelpful', 'helpful')",0.44204956,0.4911853,1.2608007,1.3685585,0.2804487,0.3412307,0.060782
12,-1.5523673,-1.5264759,"('unsupportive', 'supportive')",0.97246903,1.0189238,-1.840517,-1.8339838,-0.8068051,-0.780512,0.0262931
13,-0.45375904,-0.4464553,"('impolite', 'polite')",0.6619331,0.6909752,-0.8152715,-0.8605497,-0.2023658,-0.2053433,-0.0029775
14,0.07116367,0.09517186,"('antisocial', 'social')",1.698635,1.7367933,-1.0094131,-1.0749233,0.2534618,0.2523473,-0.0011145
