,divorce_male,divorce_female,tuple,average_male,average_female,female-male
0,-0.06273782,-0.26668444,"('unsociable', 'sociable')",-0.0627378,-0.2666844,-0.2039466
1,1.1679528,1.2958512,"('unfriendly', 'friendly')",1.1679528,1.2958512,0.1278984
2,0.095527306,0.29328105,"('unlikable', 'likable')",0.0955273,0.293281,0.1977537
3,0.9570465,0.8221126,"('repellent', 'pleasant')",0.9570465,0.8221126,-0.1349339
4,-7.431178,-7.425591,"('disliked', 'liked')",-7.4311781,-7.425591,0.0055871
5,-0.36533156,-0.21668363,"('distant', 'outgoing')",-0.3653316,-0.2166836,0.148648
6,0.1642801,0.33248082,"('distant', 'open')",0.1642801,0.3324808,0.1682007
7,0.8929868,0.62162495,"('insensitive', 'sensitive')",0.8929868,0.6216249,-0.2713619
8,1.0100836,1.2182008,"('unaffectionate', 'affectionate')",1.0100836,1.2182008,0.2081172
9,1.4193352,1.63969,"('unaffectionate', 'caring')",1.4193352,1.63969,0.2203548
10,0.9721555,0.7518498,"('unsympathetic', 'sympathetic')",0.9721555,0.7518498,-0.2203057
11,1.3865598,1.3543699,"('unhelpful', 'helpful')",1.3865598,1.3543699,-0.0321899
12,-1.7369727,-1.8291373,"('unsupportive', 'supportive')",-1.7369727,-1.8291373,-0.0921646
13,-0.04311776,-0.2738983,"('impolite', 'polite')",-0.0431178,-0.2738983,-0.2307805
14,-0.12254688,-0.51291686,"('antisocial', 'social')",-0.1225469,-0.5129169,-0.39037
15,-0.1046751,-0.07135318,"('boring', 'funny')",-0.1046751,-0.0713532,0.0333219
16,-0.4293514,-0.3294305,"('unpopular', 'popular')",-0.4293514,-0.3294305,0.0999209
17,-0.074989825,0.036863305,"('nasty', 'nice')",-0.0749898,0.0368633,0.1118531
18,-0.5026695,-0.54621786,"('disagreeable', 'welcoming')",-0.5026695,-0.5462179,-0.0435484
19,-0.87781465,-0.64200175,"('inhospitable', 'hospitable')",-0.8778147,-0.6420017,0.235813
20,0.98904866,0.69818413,"('rough', 'thoughtful')",0.9890487,0.6981841,-0.2908646
21,-0.22382104,-0.37338895,"('immoral', 'moral')",-0.223821,-0.3733889,-0.1495679
22,-0.3191924,-0.46706277,"('untrustworthy', 'trustworthy')",-0.3191924,-0.4670628,-0.1478704
23,6.0971093,6.09371,"('insincere', 'sincere')",6.0971093,6.0937099,-0.0033994
24,1.4396145,1.3277715,"('dishonest', 'honest')",1.4396145,1.3277715,-0.111843
25,0.424349,0.54526466,"('egoistic', 'altruistic')",0.424349,0.5452647,0.1209157
26,0.49663335,0.41813126,"('hardhearted', 'benevolent')",0.4966334,0.4181313,-0.0785021
27,1.7481338,1.6308067,"('hardhearted', 'softhearted')",1.7481338,1.6308067,-0.1173271
28,1.0309054,1.0301055,"('disloyal', 'loyal')",1.0309054,1.0301055,-0.0007999
29,-0.14791931,-0.3085378,"('unfair', 'fair')",-0.1479193,-0.3085378,-0.1606185
30,0.6232457,0.51422787,"('intolerant', 'tolerant')",0.6232457,0.5142279,-0.1090178
31,-1.3790619,-1.1656985,"('evil', 'good')",-1.3790619,-1.1656985,0.2133634
32,1.0876831,1.0272381,"('unkind', 'kind')",1.0876831,1.0272381,-0.060445
33,-0.53437465,-0.42825192,"('wrong', 'right')",-0.5343747,-0.4282519,0.1061228
34,4.460461,4.6242743,"('mean', 'honorable')",4.4604611,4.6242743,0.1638132
35,-0.86502296,-0.7965782,"('corrupt', 'incorrupt')",-0.865023,-0.7965782,0.0684448
36,-0.5499982,-0.29224694,"('hostile', 'amicable')",-0.5499982,-0.2922469,0.2577513
37,0.8819936,0.81371164,"('fake', 'genuine')",0.8819936,0.8137116,-0.068282
38,-0.43976995,-0.24022418,"('untruthful', 'truthful')",-0.43977,-0.2402242,0.1995458
39,0.17316504,0.16469446,"('exploitative', 'cooperative')",0.173165,0.1646945,-0.0084705
40,-1.508212,-1.7835946,"('stingy', 'generous')",-1.508212,-1.7835946,-0.2753826
41,0.14529863,0.111037254,"('unforgiving', 'forgiving')",0.1452986,0.1110373,-0.0342613
42,-2.2276547,-2.4518642,"('unreliable', 'reliable')",-2.2276547,-2.4518642,-0.2242095
