,robert_male,robert_female,tuple,half_male,half_female,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,1.4537953,1.1407229,"('unsociable', 'sociable')",1.7176768,1.7692192,0.4700372,0.32671914,-0.1681223,-0.36717469,0.8683468,0.7173716,-0.1509752
1,-1.6760483,-1.7299488,"('unfriendly', 'friendly')",-1.1820343,-1.2980719,0.3142897,0.14451295,1.3048401,1.1169419,-0.3097382,-0.4416414,-0.1319032
2,1.286644,1.3782771,"('unlikable', 'likable')",0.20680615,0.25246623,0.98517936,1.0869558,0.6859381,0.863941,0.7911419,0.89541,0.1042681
3,0.6457757,0.5161931,"('repellent', 'pleasant')",0.8551611,0.8921519,-0.4113735,-0.47469303,0.35575983,0.36646754,0.3613308,0.3250299,-0.0363009
4,-1.608844,-1.6928768,"('disliked', 'liked')",-2.4350197,-2.6427972,-0.14933008,-0.21148288,-5.6878376,-5.722387,-2.4702578,-2.5673862,-0.0971284
5,-2.0832622,-1.8571856,"('distant', 'outgoing')",-3.0050952,-3.0675611,-0.63080055,-0.48521602,-0.49497035,-0.3256164,-1.5535321,-1.4338948,0.1196373
6,-2.1583433,-1.966757,"('distant', 'open')",-2.4520812,-2.6010063,-0.72938323,-0.64110446,-0.25658554,-0.12201136,-1.3990983,-1.3327198,0.0663785
7,1.2810246,1.1457183,"('insensitive', 'sensitive')",1.1044846,1.2162405,-0.12715514,-0.18320766,0.6671325,0.5872297,0.7313716,0.6914952,-0.0398764
8,-1.2322283,-1.1063489,"('unaffectionate', 'affectionate')",-1.2715065,-1.3261768,-0.7068263,-0.7558131,-0.04499659,-0.04586929,-0.8138894,-0.808552,0.0053374
9,-0.48578268,-0.49023283,"('unaffectionate', 'caring')",-0.15499851,-0.25262254,-0.1383805,-0.18919192,0.72912437,0.6921768,-0.0125093,-0.0599676,-0.0474583
10,2.0660436,1.72141,"('unsympathetic', 'sympathetic')",2.4216595,2.5332954,-0.8796835,-0.96855146,0.014930233,-0.1765475,0.9057375,0.7774016,-0.1283359
11,1.1342893,0.9183235,"('unhelpful', 'helpful')",0.44247362,0.49185872,0.017968811,0.05987156,2.2515671,2.212661,0.9615747,0.9206787,-0.040896
12,0.93031704,0.8386028,"('unsupportive', 'supportive')",0.12539577,0.12505817,-0.4032237,-0.32393965,-1.7123681,-1.6568658,-0.2649698,-0.2542861,0.0106837
13,2.6799085,2.4722033,"('impolite', 'polite')",1.8255423,1.9834157,1.2947007,1.301302,0.3283448,0.2704354,1.532124,1.506839,-0.025285
14,2.60491,2.4868188,"('antisocial', 'social')",0.42989185,0.6037769,0.97874475,0.9181809,-0.0055135936,-0.07414624,1.0020082,0.9836576,-0.0183506
