,steris_male,steris_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.75438905,-0.9042505,"('unsociable', 'sociable')",-0.23467107,-0.387189,-0.4945301,-0.6457198,-0.1511897
1,-1.8617353,-1.8846736,"('unfriendly', 'friendly')",1.9194319,1.7365047,0.0288483,-0.0740845,-0.1029328
2,0.23380913,0.23351803,"('unlikable', 'likable')",0.49086487,0.6184012,0.362337,0.4259596,0.0636226
3,-0.7554946,-0.5527063,"('repellent', 'pleasant')",-0.12531212,-0.0030481238,-0.4404033,-0.2778772,0.1625261
4,-0.27328902,-0.20806007,"('disliked', 'liked')",-5.5173416,-6.0761027,-2.8953154,-3.1420815,-0.2467661
5,-1.9330897,-1.9500412,"('distant', 'outgoing')",0.23984155,0.21560584,-0.8466241,-0.8672177,-0.0205936
6,-2.0504365,-2.0320082,"('distant', 'open')",0.15383887,0.15880798,-0.9482988,-0.9366001,0.0116987
7,-0.24999808,-0.18859771,"('insensitive', 'sensitive')",0.31354418,0.39797148,0.0317731,0.1046869,0.0729138
8,-1.0484232,-1.0865986,"('unaffectionate', 'affectionate')",0.66561574,0.52842546,-0.1914037,-0.2790866,-0.0876829
9,-1.2557862,-1.265734,"('unaffectionate', 'caring')",1.1695487,1.1471857,-0.0431187,-0.0592741,-0.0161554
10,-0.3767252,-0.36398,"('unsympathetic', 'sympathetic')",-0.22728217,-0.16027954,-0.3020037,-0.2621298,0.0398739
11,-0.39788005,-0.4520614,"('unhelpful', 'helpful')",1.3936087,1.5002457,0.4978643,0.5240921,0.0262278
12,-0.4968696,-0.464638,"('unsupportive', 'supportive')",-1.2715136,-1.3285053,-0.8841916,-0.8965716,-0.01238
13,-0.43743184,-0.63292223,"('impolite', 'polite')",-0.18972091,-0.1395218,-0.3135764,-0.386222,-0.0726456
14,0.40522152,0.42625844,"('antisocial', 'social')",0.37174672,0.23749813,0.3884841,0.3318783,-0.0566058
15,-0.122637264,-0.29353422,"('boring', 'funny')",0.016221216,0.05259235,-0.053208,-0.1204709,-0.0672629
