,dentsply_male,dentsply_female,tuple,sirona_male,sirona_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.17608277,-0.19682075,"('unsociable', 'sociable')",-0.195598,-0.20876123,0.025709828,-0.114688806,-0.1153237,-0.1734236,-0.0580999
1,-2.1139824,-2.0776665,"('unfriendly', 'friendly')",-1.6044132,-1.4523216,1.3892784,1.222752,-0.7763724,-0.7690787,0.0072937
2,-0.25303409,-0.22406477,"('unlikable', 'likable')",0.255121,0.29594326,0.41665152,0.53420186,0.1395795,0.2020268,0.0624473
3,-0.8991704,-0.8306857,"('repellent', 'pleasant')",-0.7772467,-0.4599759,0.023357961,0.12916659,-0.5510197,-0.387165,0.1638547
4,-1.1281509,-1.0901531,"('disliked', 'liked')",-0.64724994,-0.5686249,-6.407635,-6.3687625,-2.7276786,-2.6758467,0.0518319
5,-1.562056,-1.5520724,"('distant', 'outgoing')",-1.6537629,-1.6877234,-0.5995975,-0.6734475,-1.2718054,-1.3044144,-0.032609
6,-2.0859365,-2.065736,"('distant', 'open')",-2.0204802,-1.9817088,-0.32911727,-0.4444747,-1.4785113,-1.4973065,-0.0187952
7,-0.7189505,-0.59961355,"('insensitive', 'sensitive')",-0.3613193,-0.11248722,0.3701569,0.4818211,-0.2367043,-0.0767599,0.1599444
8,-1.250802,-1.2804122,"('unaffectionate', 'affectionate')",-0.7100417,-0.67177254,0.41713443,0.31883606,-0.5145698,-0.5444495,-0.0298797
9,-1.68805,-1.6385245,"('unaffectionate', 'caring')",-1.5562675,-1.3803462,0.8650533,0.85617536,-0.7930881,-0.7208985,0.0721896
10,-1.0440797,-0.91062075,"('unsympathetic', 'sympathetic')",-0.4968934,-0.118687764,0.0067460425,0.11985901,-0.511409,-0.3031499,0.2082591
11,0.0042968346,0.056857318,"('unhelpful', 'helpful')",0.42748505,0.6348621,2.4296877,2.6174424,0.9538232,1.1030539,0.1492307
12,-0.8692134,-0.75849164,"('unsupportive', 'supportive')",-0.51991886,-0.16309358,-1.7023597,-1.6025412,-1.0304973,-0.8413755,0.1891218
13,0.7715269,0.7701995,"('impolite', 'polite')",0.86781555,0.937019,0.1526363,0.2639205,0.5973262,0.6570463,0.0597201
14,0.78629047,0.7844755,"('antisocial', 'social')",0.74120814,0.7702386,-0.08751674,-0.081833094,0.4799939,0.4909603,0.0109664
15,0.4786154,0.42379078,"('boring', 'funny')",0.4566669,0.3263524,0.5831466,0.5057988,0.5061429,0.4186473,-0.0874956
16,-1.1343055,-1.0776266,"('unpopular', 'popular')",-0.6865232,-0.5750129,0.27720466,0.23841861,-0.5145413,-0.471407,0.0431343
17,-0.0105358325,0.0476632,"('nasty', 'nice')",0.21806832,0.24045452,-0.22913706,-0.19183551,-0.0072015,0.0320941,0.0392956
18,-0.8314249,-0.8471793,"('disagreeable', 'welcoming')",0.053198814,0.23565592,-0.3370112,-0.36958134,-0.3717457,-0.3270349,0.0447108
19,-1.2676938,-1.2187965,"('inhospitable', 'hospitable')",-1.7432002,-1.6510403,-0.5915205,-0.5290886,-1.2008048,-1.1329751,0.0678297
20,-0.43581071,-0.3977516,"('rough', 'thoughtful')",0.027593106,0.15620583,1.2200419,1.1653659,0.2706081,0.30794,0.0373319
21,0.39331466,0.45831126,"('immoral', 'moral')",0.37281695,0.47750512,-0.2841432,-0.20632681,0.1606628,0.2431632,0.0825004
22,0.2187376,0.20983124,"('untrustworthy', 'trustworthy')",0.6415708,0.7999246,-0.52983063,-0.5227672,0.1101593,0.1623296,0.0521703
23,-0.23973237,-0.18552242,"('insincere', 'sincere')",-0.3582002,-0.09689887,5.816719,5.8309073,1.7395954,1.8494954,0.1099
24,-0.48933378,-0.47526097,"('dishonest', 'honest')",-0.49480033,-0.39866886,0.94539154,0.9852493,-0.0129142,0.0371065,0.0500207
25,-0.79567724,-0.798025,"('egoistic', 'altruistic')",-1.1021427,-1.111009,1.0117445,0.85624194,-0.2953585,-0.3509307,-0.0555722
