,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,female-male
0,0.376478,0.36182314,"('unsociable', 'sociable')",1.4765116,1.5704403,-0.27893174,-0.32336456,0.5246859,0.5362996,0.0116137
1,-0.61528337,-0.6644389,"('unfriendly', 'friendly')",-0.20656595,-0.31517953,1.7524263,1.6906145,0.3101923,0.2369987,-0.0731936
2,0.008471124,-0.052856326,"('unlikable', 'likable')",0.5323982,0.5496523,0.57136595,0.5423071,0.3707451,0.3463677,-0.0243774
3,-0.059731513,0.0896001,"('repellent', 'pleasant')",0.708573,0.90886885,1.0088398,1.086242,0.5525604,0.6949036,0.1423432
4,-1.8475468,-1.8504246,"('disliked', 'liked')",-0.9020055,-0.90101254,-7.234105,-7.3343425,-3.3278859,-3.3619264,-0.0340405
5,-2.187098,-2.2016964,"('distant', 'outgoing')",-0.85063833,-0.9053813,-0.3978012,-0.39357448,-1.1451792,-1.166884,-0.0217048
6,-2.0716968,-2.0995655,"('distant', 'open')",-1.091843,-1.1530921,-0.15708607,-0.11550321,-1.1068753,-1.1227203,-0.015845
7,1.6065478,1.6501888,"('insensitive', 'sensitive')",1.7286711,1.9834555,0.55971354,0.7263723,1.2983108,1.4533389,0.1550281
8,-0.6263036,-0.718485,"('unaffectionate', 'affectionate')",-0.44506222,-0.57338727,1.1648294,1.1811754,0.0311545,-0.036899,-0.0680535
9,0.26529264,0.24854161,"('unaffectionate', 'caring')",0.8346869,0.88302344,1.6308264,1.8448584,0.9102686,0.9921412,0.0818726
10,1.4534647,1.4463333,"('unsympathetic', 'sympathetic')",1.3279209,1.5430083,-0.20610732,0.037697624,0.8584261,1.0090131,0.150587
11,1.4601382,1.5261357,"('unhelpful', 'helpful')",2.2330294,2.3497338,1.8749752,2.0590754,1.8560476,1.978315,0.1222674
12,1.5107718,1.5810935,"('unsupportive', 'supportive')",1.9426159,2.1945233,-1.9786937,-1.8023167,0.4915647,0.6577667,0.166202
13,1.4150692,1.3214221,"('impolite', 'polite')",0.908502,0.8894507,-0.79981506,-0.7104663,0.5079187,0.5001355,-0.0077832
14,2.3600223,2.4167883,"('antisocial', 'social')",2.2728243,2.4681818,-0.14513546,-0.15356217,1.4959038,1.577136,0.0812322
15,-0.14926514,-0.2887376,"('boring', 'funny')",0.04257228,-0.12301717,0.26291677,0.26345208,0.0520746,-0.0494342,-0.1015088
16,-1.4027108,-1.4597133,"('unpopular', 'popular')",-0.7504133,-0.74927384,-0.0584855,-0.08343583,-0.7372032,-0.764141,-0.0269378
17,-0.2296161,-0.23443045,"('nasty', 'nice')",-0.11693317,-0.12252776,-0.25153854,-0.19590813,-0.1993626,-0.1842888,0.0150738
18,-0.5827122,-0.5954992,"('disagreeable', 'welcoming')",0.23183765,0.33735213,-0.56013155,-0.57109475,-0.3036687,-0.276414,0.0272547
19,-2.1603868,-2.2292256,"('inhospitable', 'hospitable')",-1.2360111,-1.3292379,-0.41981763,-0.4245285,-1.2720719,-1.3276641,-0.0555922
20,0.83506864,0.7862215,"('rough', 'thoughtful')",0.23363051,0.22589414,0.70499134,0.56882966,0.5912302,0.5269818,-0.0642484
21,1.6397312,1.6681828,"('immoral', 'moral')",1.7846725,1.9777998,-0.57204443,-0.38069764,0.9507864,1.0884283,0.1376419
22,0.5967889,0.5876204,"('untrustworthy', 'trustworthy')",1.8216484,1.9214106,-0.42924392,-0.3416339,0.6630644,0.7224657,0.0594013
23,1.6583185,1.6181917,"('insincere', 'sincere')",1.4316827,1.5670056,6.3359942,6.503901,3.1419983,3.2296995,0.0877012
24,1.2138444,1.1933157,"('dishonest', 'honest')",0.710959,0.84050184,0.9390451,1.104198,0.9546162,1.0460052,0.091389
