,wink_male,wink_female,tuple,average_male,average_female,female-male
0,0.32445917,0.3624738,"('unsociable', 'sociable')",0.3244592,0.3624738,0.0380146
1,1.024303,1.0168316,"('unfriendly', 'friendly')",1.024303,1.0168316,-0.0074714
2,0.5843805,0.7209598,"('unlikable', 'likable')",0.5843805,0.7209598,0.1365793
3,1.0201614,1.1999503,"('repellent', 'pleasant')",1.0201614,1.1999503,0.1797889
4,-6.901717,-6.8131247,"('disliked', 'liked')",-6.9017172,-6.8131247,0.0885925
5,-0.33158162,-0.18394956,"('distant', 'outgoing')",-0.3315816,-0.1839496,0.147632
6,0.019962419,0.06598358,"('distant', 'open')",0.0199624,0.0659836,0.0460212
7,1.4438397,1.4847695,"('insensitive', 'sensitive')",1.4438397,1.4847695,0.0409298
8,1.0828418,0.9041672,"('unaffectionate', 'affectionate')",1.0828418,0.9041672,-0.1786746
9,1.2709552,1.2168975,"('unaffectionate', 'caring')",1.2709552,1.2168975,-0.0540577
10,1.7227947,1.5732424,"('unsympathetic', 'sympathetic')",1.7227947,1.5732424,-0.1495523
11,1.8719424,1.8491336,"('unhelpful', 'helpful')",1.8719424,1.8491336,-0.0228088
12,-0.9704125,-0.9243137,"('unsupportive', 'supportive')",-0.9704125,-0.9243137,0.0460988
13,0.19599095,0.24635555,"('impolite', 'polite')",0.1959909,0.2463555,0.0503646
14,0.2493265,0.29168367,"('antisocial', 'social')",0.2493265,0.2916837,0.0423572
15,0.22800833,0.2264607,"('boring', 'funny')",0.2280083,0.2264607,-0.0015476
16,-0.65557617,-0.41889253,"('unpopular', 'popular')",-0.6555762,-0.4188925,0.2366837
17,0.30092528,0.21278092,"('nasty', 'nice')",0.3009253,0.2127809,-0.0881444
18,-0.2969937,-0.21905509,"('disagreeable', 'welcoming')",-0.2969937,-0.2190551,0.0779386
19,-0.35006613,-0.36938843,"('inhospitable', 'hospitable')",-0.3500661,-0.3693884,-0.0193223
20,0.8046038,0.71449995,"('rough', 'thoughtful')",0.8046038,0.7145,-0.0901038
21,0.3581382,0.5149513,"('immoral', 'moral')",0.3581382,0.5149513,0.1568131
22,0.3173727,0.32603842,"('untrustworthy', 'trustworthy')",0.3173727,0.3260384,0.0086657
23,6.2088137,6.298506,"('insincere', 'sincere')",6.2088137,6.2985058,0.0896921
24,1.8559484,1.9080901,"('dishonest', 'honest')",1.8559484,1.9080901,0.0521417
25,0.39096498,0.33248475,"('egoistic', 'altruistic')",0.390965,0.3324848,-0.0584802
26,0.19227533,-0.0034838356,"('hardhearted', 'benevolent')",0.1922753,-0.0034838,-0.1957591
27,1.7059901,1.4618754,"('hardhearted', 'softhearted')",1.7059901,1.4618754,-0.2441147
28,1.1045961,0.9896439,"('disloyal', 'loyal')",1.1045961,0.9896439,-0.1149522
29,-0.2846998,-0.38037997,"('unfair', 'fair')",-0.2846998,-0.38038,-0.0956802
30,1.1419108,1.0517017,"('intolerant', 'tolerant')",1.1419108,1.0517017,-0.0902091
31,-1.1256945,-1.0751641,"('evil', 'good')",-1.1256945,-1.0751641,0.0505304
32,1.2224724,1.1489305,"('unkind', 'kind')",1.2224724,1.1489305,-0.0735419
33,-0.88033754,-0.7550344,"('wrong', 'right')",-0.8803375,-0.7550344,0.1253031
34,4.0831394,4.3381386,"('mean', 'honorable')",4.0831394,4.3381386,0.2549992
35,-1.0115299,-1.1685655,"('corrupt', 'incorrupt')",-1.0115299,-1.1685655,-0.1570356
36,-0.6365437,-0.8426868,"('hostile', 'amicable')",-0.6365437,-0.8426868,-0.2061431
37,0.93769103,0.89449084,"('fake', 'genuine')",0.937691,0.8944908,-0.0432002
38,-0.2788615,-0.2501355,"('untruthful', 'truthful')",-0.2788615,-0.2501355,0.028726
39,0.18784325,0.2490076,"('exploitative', 'cooperative')",0.1878432,0.2490076,0.0611644
40,-0.7218111,-0.81547314,"('stingy', 'generous')",-0.7218111,-0.8154731,-0.093662
41,0.25065815,0.016367326,"('unforgiving', 'forgiving')",0.2506582,0.0163673,-0.2342909
42,-1.317048,-1.4172704,"('unreliable', 'reliable')",-1.317048,-1.4172704,-0.1002224
43,1.4113748,1.383435,"('irresponsible', 'responsible')",1.4113748,1.383435,-0.0279398
44,-1.064272,-1.2008057,"('prejudiced', 'unprejudiced')",-1.064272,-1.2008057,-0.1365337
45,0.7293628,0.7148267,"('incompetent', 'competent')",0.7293628,0.7148267,-0.0145361
46,-0.33956447,-0.26143798,"('uncompetitive', 'competitive')",-0.3395645,-0.261438,0.0781265
47,5.5028343,5.7049594,"('stupid', 'smart')",5.5028343,5.7049594,0.2021251
48,0.9389675,0.9645879,"('unintelligent', 'intelligent')",0.9389675,0.9645879,0.0256204
49,-0.23563242,0.018177286,"('unable', 'able')",-0.2356324,0.0181773,0.2538097
50,0.16989744,0.13071032,"('clumsy', 'skillful')",0.1698974,0.1307103,-0.0391871
51,0.60139143,0.69151807,"('uneducated', 'educated')",0.6013914,0.6915181,0.0901267
52,-0.43271026,-0.44924563,"('irrational', 'rational')",-0.4327103,-0.4492456,-0.0165353
53,0.36564788,0.33963013,"('uncreative', 'creative')",0.3656479,0.3396301,-0.0260178
54,0.9871603,1.1304642,"('incapable', 'capable')",0.9871603,1.1304642,0.1433039
55,1.0342456,1.1406056,"('incompetent', 'clever')",1.0342456,1.1406056,0.10636
56,0.6015667,0.7274293,"('impractical', 'practical')",0.6015667,0.7274293,0.1258626
