,cub_male,cub_female,tuple,average_male,average_female,female-male
0,0.17848052,0.041177966,"('unsociable', 'sociable')",0.1784805,0.041178,-0.1373025
1,1.443749,1.420794,"('unfriendly', 'friendly')",1.443749,1.420794,-0.022955
2,0.06694594,0.08692458,"('unlikable', 'likable')",0.0669459,0.0869246,0.0199787
3,0.13197887,0.17227581,"('repellent', 'pleasant')",0.1319789,0.1722758,0.0402969
4,-7.651229,-7.652535,"('disliked', 'liked')",-7.6512289,-7.652535,-0.0013061
5,-0.17003681,-0.15510942,"('distant', 'outgoing')",-0.1700368,-0.1551094,0.0149274
6,0.23845881,0.23602644,"('distant', 'open')",0.2384588,0.2360264,-0.0024324
7,0.5480349,0.63065207,"('insensitive', 'sensitive')",0.5480349,0.6306521,0.0826172
8,1.5430603,1.5401543,"('unaffectionate', 'affectionate')",1.5430603,1.5401543,-0.002906
9,2.0833614,2.0915735,"('unaffectionate', 'caring')",2.0833614,2.0915735,0.0082121
10,0.80430835,0.82183206,"('unsympathetic', 'sympathetic')",0.8043084,0.8218321,0.0175237
11,1.7170017,1.7872199,"('unhelpful', 'helpful')",1.7170017,1.7872199,0.0702182
12,-1.7824633,-1.7094998,"('unsupportive', 'supportive')",-1.7824633,-1.7094998,0.0729635
13,-0.23533142,-0.3612703,"('impolite', 'polite')",-0.2353314,-0.3612703,-0.1259389
14,0.19973601,0.08246966,"('antisocial', 'social')",0.199736,0.0824697,-0.1172663
15,0.33484682,0.3062803,"('boring', 'funny')",0.3348468,0.3062803,-0.0285665
16,-0.48687094,-0.47355413,"('unpopular', 'popular')",-0.4868709,-0.4735541,0.0133168
17,-0.27420738,-0.2632328,"('nasty', 'nice')",-0.2742074,-0.2632328,0.0109746
18,-0.42410085,-0.43630826,"('disagreeable', 'welcoming')",-0.4241008,-0.4363083,-0.0122075
19,-0.32234567,-0.2804494,"('inhospitable', 'hospitable')",-0.3223457,-0.2804494,0.0418963
20,0.8536009,0.83273697,"('rough', 'thoughtful')",0.8536009,0.832737,-0.0208639
21,-0.34702712,-0.3647965,"('immoral', 'moral')",-0.3470271,-0.3647965,-0.0177694
22,-0.74854904,-0.81912965,"('untrustworthy', 'trustworthy')",-0.748549,-0.8191296,-0.0705806
23,6.561398,6.5420594,"('insincere', 'sincere')",6.561398,6.5420594,-0.0193386
24,1.5407656,1.4426587,"('dishonest', 'honest')",1.5407656,1.4426587,-0.0981069
25,0.7416234,0.67452025,"('egoistic', 'altruistic')",0.7416234,0.6745203,-0.0671031
26,1.3578682,1.2289875,"('hardhearted', 'benevolent')",1.3578682,1.2289875,-0.1288807
27,1.9727035,1.8592879,"('hardhearted', 'softhearted')",1.9727035,1.8592879,-0.1134156
28,1.2583436,1.1593084,"('disloyal', 'loyal')",1.2583436,1.1593084,-0.0990352
29,-0.38269848,-0.4612198,"('unfair', 'fair')",-0.3826985,-0.4612198,-0.0785213
30,0.9201112,0.89132994,"('intolerant', 'tolerant')",0.9201112,0.8913299,-0.0287813
31,-1.2149793,-1.1805212,"('evil', 'good')",-1.2149793,-1.1805212,0.0344581
32,1.0570751,0.96616346,"('unkind', 'kind')",1.0570751,0.9661635,-0.0909116
