,ak_male,ak_female,tuple,steel_male,steel_female,holding_male,holding_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.6231848,-0.7998643,"('unsociable', 'sociable')",0.112745374,0.015375707,0.009642601,-0.09206278,-0.008234569,-0.10552722,-0.1272578,-0.2455196,-0.1182618
1,-0.325413,-0.32371417,"('unfriendly', 'friendly')",-0.22395955,-0.42385006,0.1492899,0.047750145,0.5548391,0.38496178,0.0386891,-0.0787131,-0.1174022
2,1.5339876,1.6310256,"('unlikable', 'likable')",1.1032081,1.1857579,1.8579943,2.1924632,1.1508211,1.3069164,1.4115027,1.5790408,0.1675381
3,-0.17428377,-0.10273065,"('repellent', 'pleasant')",-0.5879841,-0.4718715,0.39431828,0.414189,1.1862761,1.1415551,0.2045816,0.2452855,0.0407039
4,-0.61552316,-0.5450351,"('disliked', 'liked')",-0.4129935,-0.46379226,0.11054284,0.17342378,-5.919401,-5.9677815,-1.7093438,-1.7007964,0.0085474
5,-1.3050236,-1.1992925,"('distant', 'outgoing')",-1.2694005,-1.3432698,-1.5831852,-1.3354475,-1.3396076,-1.2197664,-1.3743042,-1.2744441,0.0998601
6,-1.0578959,-0.9224279,"('distant', 'open')",-1.3095604,-1.3005849,-1.6238074,-1.355731,-1.3229159,-1.2936077,-1.328545,-1.2180879,0.1104571
7,0.6693534,0.60227996,"('insensitive', 'sensitive')",0.25540313,0.34935722,0.25299874,0.22667146,0.13386728,0.18600273,0.3279056,0.3410778,0.0131722
8,0.9300585,0.8397852,"('unaffectionate', 'affectionate')",0.5823116,0.66620123,0.64525425,0.69105184,0.037746746,0.032948792,0.5488427,0.5574967,0.008654
9,0.5158113,0.36893094,"('unaffectionate', 'caring')",0.44069988,0.406225,0.67632455,0.65671766,0.72472924,0.7474124,0.5893912,0.5448215,-0.0445697
10,-0.29291725,-0.30505386,"('unsympathetic', 'sympathetic')",-0.6472574,-0.60869104,-0.55478066,-0.6314278,-0.7053039,-0.66549945,-0.5500648,-0.552668,-0.0026032
11,0.03302481,-0.008847988,"('unhelpful', 'helpful')",-0.32869735,-0.3377459,0.37260294,0.28943735,2.3016412,2.4685647,0.5946429,0.602852,0.0082091
12,0.45433185,0.45615968,"('unsupportive', 'supportive')",0.84528375,0.92549217,0.11376886,0.32100508,-2.0782871,-1.9927653,-0.1662257,-0.0725271,0.0936986
13,-0.86703604,-0.8779696,"('impolite', 'polite')",-0.5381594,-0.5640983,-0.26502395,-0.24548769,-0.5114938,-0.338203,-0.5454283,-0.5064396,0.0389887
14,0.2358967,0.20804341,"('antisocial', 'social')",1.0548208,1.0879532,2.2443137,2.2699864,0.69291073,0.65728974,1.0569855,1.0558182,-0.0011673
15,1.1761813,0.97241336,"('boring', 'funny')",0.49143288,0.3543371,0.08205669,-0.067319006,-0.028568469,-0.103841215,0.4302756,0.2888976,-0.141378
16,-1.3118396,-1.3077532,"('unpopular', 'popular')",-0.4770216,-0.55993813,-0.25740105,-0.23893546,1.0679715,0.9114493,-0.2445727,-0.2987944,-0.0542217
17,-0.6410889,-0.626406,"('nasty', 'nice')",-0.98829794,-0.9060409,-0.47144797,-0.4050498,-0.4024541,-0.3706137,-0.6258222,-0.5770276,0.0487946
18,0.020291932,0.092153616,"('disagreeable', 'welcoming')",-0.9981707,-0.91311496,-0.3017257,-0.020014226,-0.6090063,-0.5701509,-0.4721527,-0.3527816,0.1193711
19,-1.2715402,-1.1923501,"('inhospitable', 'hospitable')",-1.1676663,-1.1784091,-1.733289,-1.5637267,-1.1644933,-1.060753,-1.3342474,-1.2488097,0.0854377
20,-0.16384034,-0.2527153,"('rough', 'thoughtful')",-0.65847147,-0.50710344,0.2592478,0.40958452,0.52235454,0.63845074,-0.0101774,0.0720541,0.0822315
21,-0.18658003,-0.14893955,"('immoral', 'moral')",1.0003039,0.90065336,0.40253997,0.26930356,-0.33861893,-0.27881715,0.2194112,0.18555,-0.0338612
