,reynolds_male,reynolds_female,tuple,american_male,american_female,inc_male,inc_female,average_male,average_female,female-male
0,0.25167474,0.09451938,"('unsociable', 'sociable')",-0.4885055,-0.45451832,-0.7120544,-0.9290844,-0.316295,-0.4296945,-0.1133995
1,1.3950784,1.2391132,"('unfriendly', 'friendly')",-0.3665352,-0.54502237,1.7201437,1.4860265,0.9162289,0.7267058,-0.1895231
2,1.2176473,1.2450416,"('unlikable', 'likable')",0.7527421,0.79862136,0.9011468,1.0401841,0.9571788,1.027949,0.0707702
3,-0.22877212,-0.034524966,"('repellent', 'pleasant')",-0.7304197,-0.63625056,-0.018302329,0.0010431288,-0.3258314,-0.2232441,0.1025873
4,0.095178634,0.017489627,"('disliked', 'liked')",0.17155068,0.06551931,-5.120748,-5.106173,-1.6180062,-1.6743881,-0.0563819
5,0.0030678213,-0.0025966093,"('distant', 'outgoing')",0.14199115,0.016869284,0.0676708,0.124491245,0.0709099,0.0462546,-0.0246553
6,-0.17756051,-0.17935821,"('distant', 'open')",-0.26475245,-0.40207198,0.35142666,0.3800364,-0.0302954,-0.0671313,-0.0368359
7,0.27730992,0.29569584,"('insensitive', 'sensitive')",-0.4868357,-0.27279168,0.1712679,0.08792464,-0.0127526,0.0369429,0.0496955
8,0.48129746,0.384918,"('unaffectionate', 'affectionate')",-0.6377323,-0.7804859,0.39340007,0.31695658,0.0789884,-0.0262038,-0.1051922
9,1.4409355,1.352421,"('unaffectionate', 'caring')",-0.1315473,-0.23079039,0.80552495,0.7079773,0.704971,0.6098693,-0.0951017
10,0.44787124,0.44091165,"('unsympathetic', 'sympathetic')",-0.9238831,-0.7396282,-0.55577743,-0.71266955,-0.3439298,-0.3371287,0.0068011
11,-0.55106145,-0.54361707,"('unhelpful', 'helpful')",0.09149796,0.25860757,1.7880478,1.7844338,0.4428281,0.4998081,0.05698
12,1.0856171,1.1432006,"('unsupportive', 'supportive')",0.18411085,0.28931412,-1.638419,-1.5971829,-0.122897,-0.0548894,0.0680076
