,odp_male,odp_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.18668891,-0.053417247,"('unsociable', 'sociable')",0.3475858,0.19790494,0.2671373,0.0722438,-0.1948935
1,-1.7350085,-1.7637653,"('unfriendly', 'friendly')",1.1357672,0.9042862,-0.2996206,-0.4297396,-0.130119
2,0.9342158,0.95544505,"('unlikable', 'likable')",0.86031014,0.8637699,0.8972629,0.9096075,0.0123446
3,0.24387914,0.27269506,"('repellent', 'pleasant')",0.66187066,0.74004805,0.4528749,0.5063716,0.0534967
4,0.09647101,0.029369233,"('disliked', 'liked')",-6.709765,-6.738581,-3.3066471,-3.3546059,-0.0479588
5,-1.165901,-1.1296853,"('distant', 'outgoing')",-0.8635401,-0.9522688,-1.0147206,-1.040977,-0.0262564
6,-1.4526167,-1.3471382,"('distant', 'open')",-0.86615986,-0.9738861,-1.1593883,-1.1605121,-0.0011238
7,0.45544696,0.43064877,"('insensitive', 'sensitive')",0.665747,0.66492534,0.5605969,0.5477871,-0.0128098
8,-1.5409797,-1.4640249,"('unaffectionate', 'affectionate')",0.22113883,0.12174449,-0.6599205,-0.6711402,-0.0112197
9,-1.2464103,-1.257535,"('unaffectionate', 'caring')",0.74383974,0.6482007,-0.2512853,-0.3046671,-0.0533818
10,-0.2940988,-0.39908773,"('unsympathetic', 'sympathetic')",-0.26699758,-0.25245968,-0.2805482,-0.3257737,-0.0452255
11,0.67123777,0.58550155,"('unhelpful', 'helpful')",1.9383342,1.9339306,1.304786,1.259716,-0.04507
12,0.1285366,0.12790594,"('unsupportive', 'supportive')",-1.8720644,-1.9045166,-0.8717639,-0.8883053,-0.0165414
13,0.56421995,0.48613942,"('impolite', 'polite')",-0.21646528,-0.16452746,0.1738773,0.160806,-0.0130713
14,1.4336131,1.309069,"('antisocial', 'social')",0.56647176,0.5404906,1.0000424,0.9247798,-0.0752626
15,0.9209957,0.82687545,"('boring', 'funny')",0.496346,0.42892718,0.7086709,0.6279013,-0.0807696
16,-0.8978809,-0.8861805,"('unpopular', 'popular')",0.33362943,0.31842303,-0.2821257,-0.2838787,-0.001753
17,-0.44804135,-0.39667633,"('nasty', 'nice')",-0.7334517,-0.6717526,-0.5907465,-0.5342144,0.0565321
18,-0.33223808,-0.23791198,"('disagreeable', 'welcoming')",-0.4343841,-0.5631814,-0.3833111,-0.4005467,-0.0172356
19,-0.66976315,-0.6608402,"('inhospitable', 'hospitable')",-0.84170187,-0.8508195,-0.7557325,-0.7558299,-9.74e-05
20,0.36142194,0.37082982,"('rough', 'thoughtful')",0.7467216,0.80195355,0.5540718,0.5863917,0.0323199
21,0.74884385,0.68571484,"('immoral', 'moral')",0.10159905,0.1805084,0.4252214,0.4331116,0.0078902
22,0.3778621,0.32676408,"('untrustworthy', 'trustworthy')",-0.5410054,-0.5795622,-0.0815716,-0.1263991,-0.0448275
23,0.41537508,0.3767036,"('insincere', 'sincere')",6.024221,5.949466,3.2197981,3.163085,-0.0567131
24,-0.08207447,-0.12618181,"('dishonest', 'honest')",0.6423482,0.6566721,0.2801369,0.2652451,-0.0148918
25,-0.545107,-0.53138787,"('egoistic', 'altruistic')",0.9237913,0.8232691,0.1893421,0.1459406,-0.0434015
26,-0.66530097,-0.64497656,"('hardhearted', 'benevolent')",1.65782,1.5629551,0.4962595,0.4589893,-0.0372702
27,-0.16919023,-0.15122166,"('hardhearted', 'softhearted')",0.72080475,0.67610705,0.2758073,0.2624427,-0.0133646
28,-0.5459047,-0.6347315,"('disloyal', 'loyal')",1.0147995,0.8781475,0.2344474,0.121708,-0.1127394
29,0.026145544,-0.0335349,"('unfair', 'fair')",-0.68842316,-0.8110052,-0.3311388,-0.42227,-0.0911312
30,1.4771757,1.3759604,"('intolerant', 'tolerant')",1.4781014,1.4343479,1.4776385,1.4051541,-0.0724844
31,-1.6692224,-1.5735373,"('evil', 'good')",-1.0090526,-1.1405041,-1.3391376,-1.3570207,-0.0178831
32,0.1505391,-0.004141744,"('unkind', 'kind')",0.8444297,0.6848716,0.4974844,0.3403649,-0.1571195
33,0.044149615,0.02251279,"('wrong', 'right')",-0.69687235,-0.74486375,-0.3263614,-0.3611755,-0.0348141
34,0.048141055,0.18716115,"('mean', 'honorable')",5.6171284,5.7354317,2.8326347,2.9612963,0.1286616
35,-0.9939514,-1.007678,"('corrupt', 'incorrupt')",-0.68250275,-0.7567978,-0.838227,-0.8822379,-0.0440109
36,-1.3361422,-1.288568,"('hostile', 'amicable')",-0.4471451,-0.587498,-0.8916436,-0.938033,-0.0463894
37,0.14267308,0.149001,"('fake', 'genuine')",-0.18223196,-0.14764327,-0.0197794,0.0006789,0.0204583
38,-0.55873287,-0.53172207,"('untruthful', 'truthful')",0.03235409,0.10802761,-0.2631894,-0.2118472,0.0513422
39,0.8414421,0.87058085,"('exploitative', 'cooperative')",0.08123125,0.13497579,0.4613367,0.5027783,0.0414416
40,0.27333272,0.30763283,"('stingy', 'generous')",-1.9727652,-1.9926937,-0.8497162,-0.8425304,0.0071858
41,0.57892627,0.5777255,"('unforgiving', 'forgiving')",0.41105542,0.28221917,0.4949908,0.4299724,-0.0650184
42,1.1081778,1.1164587,"('unreliable', 'reliable')",-2.8166075,-2.7705398,-0.8542148,-0.8270406,0.0271742
43,0.72320896,0.7588241,"('irresponsible', 'responsible')",0.88082343,0.9036899,0.8020162,0.831257,0.0292408
44,0.48975646,0.5501072,"('prejudiced', 'unprejudiced')",-1.4802737,-1.4421226,-0.4952586,-0.4460077,0.0492509
45,0.41386324,0.365951,"('incompetent', 'competent')",0.46966785,0.4595437,0.4417655,0.4127474,-0.0290181
46,-0.041041948,-0.07706085,"('uncompetitive', 'competitive')",-0.5354704,-0.44385597,-0.2882562,-0.2604584,0.0277978
47,0.3486281,0.39824727,"('stupid', 'smart')",5.368056,5.455462,2.8583419,2.9268546,0.0685127
48,0.23684327,0.20190786,"('unintelligent', 'intelligent')",0.90853775,0.92842317,0.5726905,0.5651655,-0.007525
49,0.05150353,0.16991374,"('unable', 'able')",-0.47166935,-0.40771896,-0.2100829,-0.1189026,0.0911803
50,-0.25230974,-0.22839932,"('clumsy', 'skillful')",-0.10096194,-0.1290694,-0.1766358,-0.1787344,-0.0020986
51,0.2681939,0.039239243,"('uneducated', 'educated')",0.67955744,0.6223929,0.4738757,0.3308161,-0.1430596
52,-0.8564073,-0.8611076,"('irrational', 'rational')",-0.3652364,-0.47170374,-0.6108218,-0.6664057,-0.0555839
53,-1.315424,-1.3639647,"('uncreative', 'creative')",0.35940748,0.25173315,-0.4780082,-0.5561157,-0.0781075
54,-0.36600804,-0.49809843,"('incapable', 'capable')",0.78060997,0.7198181,0.207301,0.1108598,-0.0964412
55,0.6695842,0.60765153,"('incompetent', 'clever')",0.5429521,0.5672569,0.6062682,0.5874542,-0.018814
56,1.8302045,1.6754569,"('impractical', 'practical')",0.2760556,0.26764327,1.05313,0.9715501,-0.0815799
57,-0.052258156,-0.22160473,"('unimaginative', 'imaginative')",-2.941745,-2.9608965,-1.4970016,-1.5912507,-0.0942491
58,0.21852027,0.1934647,"('undiscriminating', 'discriminating')",0.24173899,0.21335912,0.2301296,0.2034119,-0.0267177
59,-0.45241943,-0.34219024,"('foolish', 'wise')",-0.10157914,-0.040835124,-0.2769993,-0.1915127,0.0854866
60,1.8071094,1.7413114,"('inefficient', 'efficient')",0.36242124,0.46371529,1.0847653,1.1025133,0.017748
61,0.11180261,-0.025631893,"('illogical', 'logical')",0.7401564,0.6270275,0.4259795,0.3006978,-0.1252817
62,1.5957117,1.5880919,"('incompetent', 'brilliant')",1.0805211,1.1743374,1.3381164,1.3812146,0.0430982
63,0.553503,0.56061906,"('unperceptive', 'insightful')",0.9959966,1.0840251,0.7747498,0.8223221,0.0475723
64,0.22976929,0.12026377,"('shy', 'confident')",-6.2092023,-6.167644,-2.9897165,-3.0236902,-0.0339737
65,0.600225,0.5593326,"('insecure', 'secure')",0.10980793,0.2255772,0.3550164,0.3924549,0.0374385
66,-0.91295886,-0.9863221,"('inactive', 'active')",0.18864837,0.21258335,-0.3621553,-0.3868694,-0.0247141
