,justice_male,justice_female,tuple,average_male,average_female,female-male
0,0.040980007,-0.06456585,"('unsociable', 'sociable')",0.04098,-0.0645659,-0.1055459
1,1.1423353,1.1969097,"('unfriendly', 'friendly')",1.1423353,1.1969097,0.0545744
2,0.7624894,0.8407885,"('unlikable', 'likable')",0.7624894,0.8407885,0.0782991
3,0.29307118,0.32956594,"('repellent', 'pleasant')",0.2930712,0.3295659,0.0364947
4,-6.7390876,-6.8065414,"('disliked', 'liked')",-6.7390876,-6.8065414,-0.0674538
5,-0.3385036,-0.32367402,"('distant', 'outgoing')",-0.3385036,-0.323674,0.0148296
6,0.17218415,0.22321692,"('distant', 'open')",0.1721842,0.2232169,0.0510327
7,0.70731235,0.7396319,"('insensitive', 'sensitive')",0.7073123,0.7396319,0.0323196
8,1.4133284,1.4332199,"('unaffectionate', 'affectionate')",1.4133284,1.4332199,0.0198915
9,2.0534492,2.0964968,"('unaffectionate', 'caring')",2.0534492,2.0964968,0.0430476
10,0.53614384,0.52778,"('unsympathetic', 'sympathetic')",0.5361438,0.52778,-0.0083638
11,1.698676,1.7316544,"('unhelpful', 'helpful')",1.698676,1.7316544,0.0329784
12,-1.4302956,-1.3765068,"('unsupportive', 'supportive')",-1.4302956,-1.3765068,0.0537888
13,-0.27727413,-0.35096022,"('impolite', 'polite')",-0.2772741,-0.3509602,-0.0736861
14,0.17854685,0.122214295,"('antisocial', 'social')",0.1785468,0.1222143,-0.0563325
15,0.36784253,0.26783082,"('boring', 'funny')",0.3678425,0.2678308,-0.1000117
16,-0.6678191,-0.6165384,"('unpopular', 'popular')",-0.6678191,-0.6165384,0.0512807
17,0.30777857,0.32346874,"('nasty', 'nice')",0.3077786,0.3234687,0.0156901
18,-0.67847776,-0.6547199,"('disagreeable', 'welcoming')",-0.6784778,-0.6547199,0.0237579
19,-0.06472625,-0.033811018,"('inhospitable', 'hospitable')",-0.0647262,-0.033811,0.0309152
20,0.88096195,0.86009485,"('rough', 'thoughtful')",0.880962,0.8600948,-0.0208672
21,-0.12414365,-0.113656476,"('immoral', 'moral')",-0.1241437,-0.1136565,0.0104872
22,-0.21457541,-0.23103128,"('untrustworthy', 'trustworthy')",-0.2145754,-0.2310313,-0.0164559
23,6.439706,6.456971,"('insincere', 'sincere')",6.4397058,6.4569712,0.0172654
24,1.6227121,1.5316852,"('dishonest', 'honest')",1.6227121,1.5316852,-0.0910269
