,modem_male,modem_female,tuple,average_male,average_female,female-male
77,-1.1348724,-1.0821477,"('unmotivated', 'motivated')",-1.1348724,-1.0821477,0.0527247
78,-0.91458,-0.7675024,"('nonresilient', 'resilient')",-0.91458,-0.7675024,0.1470776
79,-0.49536926,-0.8295406,"('wavering', 'unwavering')",-0.4953693,-0.8295406,-0.3341713
80,0.40985084,0.33625358,"('dominated', 'dominating')",0.4098508,0.3362536,-0.0735972
81,0.19358228,-0.12005968,"('submissive', 'aggressive')",0.1935823,-0.1200597,-0.313642
82,2.2573042,1.9210413,"('poor', 'rich')",2.2573042,1.9210413,-0.3362629
83,0.200216,0.14381488,"('powerless', 'powerful')",0.200216,0.1438149,-0.0564011
84,-0.27204454,-0.2926425,"('inferior', 'superior')",-0.2720445,-0.2926425,-0.020598
85,-0.7969884,-0.68080795,"('insignificant', 'prestigious')",-0.7969884,-0.6808079,0.1161805
86,0.02483168,-0.4586618,"('uninfluential', 'influential')",0.0248317,-0.4586618,-0.4834935
87,0.1259628,0.11494555,"('unsuccessful', 'successful')",0.1259628,0.1149456,-0.0110172
88,0.2675377,0.048278764,"('low', 'eminent')",0.2675377,0.0482788,-0.2192589
