,modem_male,modem_female,tuple,average_male,average_female,female-male
0,0.5368987,0.15768151,"('unsociable', 'sociable')",0.5368987,0.1576815,-0.3792172
1,0.22277252,0.034917686,"('unfriendly', 'friendly')",0.2227725,0.0349177,-0.1878548
2,0.10779671,0.2731354,"('unlikable', 'likable')",0.1077967,0.2731354,0.1653387
3,-0.63602483,-0.5446034,"('repellent', 'pleasant')",-0.6360248,-0.5446034,0.0914214
4,-2.9039803,-2.816297,"('disliked', 'liked')",-2.9039803,-2.8162971,0.0876832
5,-0.7981784,-0.8937847,"('distant', 'outgoing')",-0.7981784,-0.8937847,-0.0956063
6,-0.28280783,-0.46082792,"('distant', 'open')",-0.2828078,-0.4608279,-0.1780201
7,0.25382632,0.37039232,"('insensitive', 'sensitive')",0.2538263,0.3703923,0.116566
8,-0.7993437,-0.7854965,"('unaffectionate', 'affectionate')",-0.7993437,-0.7854965,0.0138472
9,-0.27476716,-0.30514002,"('unaffectionate', 'caring')",-0.2747672,-0.30514,-0.0303728
10,-0.09155975,-0.45287913,"('unsympathetic', 'sympathetic')",-0.0915598,-0.4528791,-0.3613193
11,1.1589675,1.2248607,"('unhelpful', 'helpful')",1.1589675,1.2248607,0.0658932
12,-1.6041393,-1.4455646,"('unsupportive', 'supportive')",-1.6041393,-1.4455646,0.1585747
13,-0.35680753,-0.30841026,"('impolite', 'polite')",-0.3568075,-0.3084103,0.0483972
14,0.5288938,0.3600579,"('antisocial', 'social')",0.5288938,0.3600579,-0.1688359
15,0.65786695,0.43705633,"('boring', 'funny')",0.657867,0.4370563,-0.2208107
16,-0.5069036,-0.12297481,"('unpopular', 'popular')",-0.5069036,-0.1229748,0.3839288
17,-0.29348442,-0.2734108,"('nasty', 'nice')",-0.2934844,-0.2734108,0.0200736
18,-1.3384302,-1.0044768,"('disagreeable', 'welcoming')",-1.3384302,-1.0044768,0.3339534
19,-0.73570526,-0.91842175,"('inhospitable', 'hospitable')",-0.7357053,-0.9184217,-0.1827164
20,0.44197,0.47858477,"('rough', 'thoughtful')",0.44197,0.4785848,0.0366148
21,-0.6185205,-0.5240022,"('immoral', 'moral')",-0.6185205,-0.5240022,0.0945183
22,-0.023733625,0.08237896,"('untrustworthy', 'trustworthy')",-0.0237336,0.082379,0.1061126
23,2.395085,2.2716558,"('insincere', 'sincere')",2.3950851,2.2716558,-0.1234293
24,0.09578745,-0.03476352,"('dishonest', 'honest')",0.0957875,-0.0347635,-0.130551
25,0.079976425,0.036659144,"('egoistic', 'altruistic')",0.0799764,0.0366591,-0.0433173
26,1.0995239,0.6684729,"('hardhearted', 'benevolent')",1.0995239,0.6684729,-0.431051
27,0.73941207,0.663913,"('hardhearted', 'softhearted')",0.7394121,0.663913,-0.0754991
28,0.31550372,0.008304848,"('disloyal', 'loyal')",0.3155037,0.0083048,-0.3071989
29,0.016341297,-0.092108935,"('unfair', 'fair')",0.0163413,-0.0921089,-0.1084502
30,1.0659559,1.0125009,"('intolerant', 'tolerant')",1.0659559,1.0125009,-0.053455
31,-1.0626498,-1.0892706,"('evil', 'good')",-1.0626498,-1.0892706,-0.0266208
32,0.9019769,0.6462857,"('unkind', 'kind')",0.9019769,0.6462857,-0.2556912
33,-0.16438842,0.052565187,"('wrong', 'right')",-0.1643884,0.0525652,0.2169536
34,1.3764116,1.6893781,"('mean', 'honorable')",1.3764116,1.6893781,0.3129665
35,-0.29598424,-0.5044065,"('corrupt', 'incorrupt')",-0.2959842,-0.5044065,-0.2084223
36,-0.22019178,-0.3499747,"('hostile', 'amicable')",-0.2201918,-0.3499747,-0.1297829
37,0.009520527,-0.0149385,"('fake', 'genuine')",0.0095205,-0.0149385,-0.024459
38,0.10765469,0.1531164,"('untruthful', 'truthful')",0.1076547,0.1531164,0.0454617
39,0.5102462,0.84366196,"('exploitative', 'cooperative')",0.5102462,0.843662,0.3334158
40,-0.901535,-0.9443899,"('stingy', 'generous')",-0.901535,-0.9443899,-0.0428549
41,0.38978648,0.18479106,"('unforgiving', 'forgiving')",0.3897865,0.1847911,-0.2049954
42,-1.1774741,-1.1321009,"('unreliable', 'reliable')",-1.1774741,-1.1321009,0.0453732
43,0.4438544,0.4922068,"('irresponsible', 'responsible')",0.4438544,0.4922068,0.0483524
44,-0.5003027,-0.15795377,"('prejudiced', 'unprejudiced')",-0.5003027,-0.1579538,0.3423489
45,0.7517508,0.43712416,"('incompetent', 'competent')",0.7517508,0.4371242,-0.3146266
46,-0.7656329,-0.8628343,"('uncompetitive', 'competitive')",-0.7656329,-0.8628343,-0.0972014
47,2.6459794,2.5900192,"('stupid', 'smart')",2.6459794,2.5900192,-0.0559602
48,0.17010564,0.19700918,"('unintelligent', 'intelligent')",0.1701056,0.1970092,0.0269036
49,-1.0497093,-0.5555003,"('unable', 'able')",-1.0497093,-0.5555003,0.494209
50,0.14592838,0.23426251,"('clumsy', 'skillful')",0.1459284,0.2342625,0.0883341
51,0.2159406,-0.16111562,"('uneducated', 'educated')",0.2159406,-0.1611156,-0.3770562
52,0.111247644,0.059428096,"('irrational', 'rational')",0.1112476,0.0594281,-0.0518195
53,-1.1054652,-1.1195804,"('uncreative', 'creative')",-1.1054652,-1.1195804,-0.0141152
54,-0.30838582,-0.42082003,"('incapable', 'capable')",-0.3083858,-0.42082,-0.1124342
55,0.3583027,0.5273614,"('incompetent', 'clever')",0.3583027,0.5273614,0.1690587
56,0.7870021,0.6026176,"('impractical', 'practical')",0.7870021,0.6026176,-0.1843845
57,-1.0759122,-1.3165041,"('unimaginative', 'imaginative')",-1.0759122,-1.3165041,-0.2405919
58,0.5522964,0.41737145,"('undiscriminating', 'discriminating')",0.5522964,0.4173715,-0.1349249
59,0.18400031,0.3172307,"('foolish', 'wise')",0.1840003,0.3172307,0.1332304
60,0.5783038,0.85345477,"('inefficient', 'efficient')",0.5783038,0.8534548,0.275151
61,0.42003447,0.2342831,"('illogical', 'logical')",0.4200345,0.2342831,-0.1857514
62,0.4682732,0.7154942,"('incompetent', 'brilliant')",0.4682732,0.7154942,0.247221
63,-0.119891055,-0.07795719,"('unperceptive', 'insightful')",-0.1198911,-0.0779572,0.0419339
64,-2.4665508,-2.2898889,"('shy', 'confident')",-2.4665508,-2.2898889,0.1766619
65,0.7299535,0.7067378,"('insecure', 'secure')",0.7299535,0.7067378,-0.0232157
66,-0.6087641,-0.88008744,"('inactive', 'active')",-0.6087641,-0.8800874,-0.2713233
67,0.4338305,0.3691187,"('doubtful', 'determined')",0.4338305,0.3691187,-0.0647118
68,-1.2361674,-1.0905528,"('dependent', 'independent')",-1.2361674,-1.0905528,0.1456146
69,-0.089592405,-0.007612655,"('lazy', 'industrious')",-0.0895924,-0.0076127,0.0819797
70,0.43142775,0.2285085,"('lethargic', 'energetic')",0.4314277,0.2285085,-0.2029192
71,-0.36159563,-0.224619,"('diffident', 'self-confident')",-0.3615956,-0.224619,0.1369766
72,-0.18747066,-0.25632682,"('unambitious', 'ambitious')",-0.1874707,-0.2563268,-0.0688561
73,-1.1517217,-0.75485814,"('helpless', 'self-reliant')",-1.1517217,-0.7548581,0.3968636
74,0.32177892,0.20520006,"('undedicated', 'dedicated')",0.3217789,0.2052001,-0.1165788
75,0.0579931,0.04841928,"('meek', 'impulsive')",0.0579931,0.0484193,-0.0095738
76,-0.156164,-0.18374567,"('anxious', 'daring')",-0.156164,-0.1837457,-0.0275817
