,southern_male,southern_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.5321368,0.458466,"('unsociable', 'sociable')",-0.40708092,-0.47021246,0.0625279,-0.0058732,-0.0684011
1,0.67174673,0.4358669,"('unfriendly', 'friendly')",1.9953582,1.94198,1.3335525,1.1889235,-0.144629
2,1.0008541,1.0775688,"('unlikable', 'likable')",0.60905856,0.7771605,0.8049563,0.9273646,0.1224083
3,0.20811023,0.18986815,"('repellent', 'pleasant')",0.47903484,0.61665994,0.3435725,0.403264,0.0596915
4,-0.05332783,-0.20228472,"('disliked', 'liked')",-7.102671,-7.2030826,-3.5779996,-3.7026837,-0.1246841
5,-0.13206346,-0.23591325,"('distant', 'outgoing')",0.06826295,0.17744842,-0.0319003,-0.0292324,0.0026679
6,0.09657879,-0.017903164,"('distant', 'open')",0.46979547,0.5105218,0.2831871,0.2463093,-0.0368778
7,1.3039515,1.394606,"('insensitive', 'sensitive')",0.4531383,0.52019006,0.8785449,0.9573981,0.0788532
8,0.39906338,0.35726753,"('unaffectionate', 'affectionate')",1.1265994,1.0289108,0.7628314,0.6930891,-0.0697423
9,1.0843605,1.04481,"('unaffectionate', 'caring')",1.3403156,1.2779171,1.212338,1.1613636,-0.0509744
10,0.82108355,0.9301271,"('unsympathetic', 'sympathetic')",-0.072898544,-0.102017626,0.3740925,0.4140547,0.0399622
11,-0.11016871,-0.047073275,"('unhelpful', 'helpful')",1.558719,1.6529235,0.7242752,0.8029251,0.0786499
12,0.7369419,0.88222677,"('unsupportive', 'supportive')",-1.9018223,-1.843241,-0.5824403,-0.4805071,0.1019332
13,-0.16215767,0.0647579,"('impolite', 'polite')",-0.93277574,-0.7427144,-0.5474667,-0.3389783,0.2084884
14,1.7493927,1.7801508,"('antisocial', 'social')",-0.14124557,-0.16544572,0.8040736,0.8073525,0.0032789
15,0.41791826,0.22783436,"('boring', 'funny')",0.68266565,0.72408426,0.550292,0.4759593,-0.0743327
16,-1.1003402,-1.3389004,"('unpopular', 'popular')",-0.15563117,-0.2068583,-0.6279857,-0.7728794,-0.1448937
17,0.044062167,0.09481334,"('nasty', 'nice')",0.033705443,0.02678926,0.0388838,0.0608013,0.0219175
18,-0.072839886,0.10462446,"('disagreeable', 'welcoming')",-0.90697294,-0.8665596,-0.4899064,-0.3809676,0.1089388
19,-0.20292239,-0.1797415,"('inhospitable', 'hospitable')",-0.17384066,-0.0052666087,-0.1883815,-0.0925041,0.0958774
20,-0.3961425,-0.31291547,"('rough', 'thoughtful')",0.2559957,0.3040142,-0.0700734,-0.0044506,0.0656228
21,0.59352475,0.7925513,"('immoral', 'moral')",-1.3022369,-1.1077614,-0.3543561,-0.1576051,0.196751
22,0.34962457,0.29025546,"('untrustworthy', 'trustworthy')",-0.72123975,-0.70310444,-0.1858076,-0.2064245,-0.0206169
23,0.0519955,0.2646427,"('insincere', 'sincere')",5.7223797,5.8654313,2.8871875,3.065037,0.1778495
24,0.7952825,0.94916284,"('dishonest', 'honest')",0.7543704,0.712966,0.7748264,0.8310645,0.0562381
25,0.37762278,0.22094962,"('egoistic', 'altruistic')",1.5130014,1.3598682,0.9453121,0.7904089,-0.1549032
26,2.0194254,1.6897835,"('hardhearted', 'benevolent')",2.2471962,2.150346,2.1333108,1.9200647,-0.2132461
27,0.12393366,0.16183276,"('hardhearted', 'softhearted')",0.8406994,0.8520679,0.4823165,0.5069503,0.0246338
28,1.0125276,1.0204808,"('disloyal', 'loyal')",1.4111483,1.1772535,1.211838,1.0988672,-0.1129708
29,-0.048445866,-0.21102305,"('unfair', 'fair')",-0.25705448,-0.5039827,-0.1527502,-0.3575029,-0.2047527
30,0.44273084,0.6549427,"('intolerant', 'tolerant')",0.13090004,0.40724957,0.2868154,0.5310961,0.2442807
31,-0.6584771,-0.75836366,"('evil', 'good')",-0.11551328,-0.25251383,-0.3869952,-0.5054387,-0.1184435
32,0.33896923,0.38584226,"('unkind', 'kind')",0.9191157,0.72100466,0.6290425,0.5534235,-0.075619
33,1.0248743,0.93935823,"('wrong', 'right')",-0.20140639,-0.26014102,0.411734,0.3396086,-0.0721254
34,-0.35701185,-0.1720409,"('mean', 'honorable')",4.8867917,5.230062,2.26489,2.5290105,0.2641205
35,-0.5385515,-0.8826609,"('corrupt', 'incorrupt')",-0.018052062,-0.2847608,-0.2783018,-0.5837108,-0.305409
36,-0.6772694,-1.0602843,"('hostile', 'amicable')",0.13663441,-0.03996738,-0.2703175,-0.5501258,-0.2798083
37,1.3773587,1.5010122,"('fake', 'genuine')",0.36870974,0.35420585,0.8730342,0.927609,0.0545748
38,-0.091328114,-0.12906434,"('untruthful', 'truthful')",0.022241108,0.08424267,-0.0345435,-0.0224108,0.0121327
39,0.4237311,0.60151297,"('exploitative', 'cooperative')",0.38731703,0.42848307,0.4055241,0.514998,0.1094739
40,0.6957163,0.7830497,"('stingy', 'generous')",-2.0262754,-2.0918884,-0.6652795,-0.6544194,0.0108601
41,0.7937884,0.71872467,"('unforgiving', 'forgiving')",0.56545246,0.5033024,0.6796204,0.6110135,-0.0686069
42,0.39506042,0.49749562,"('unreliable', 'reliable')",-3.284197,-3.3437924,-1.4445684,-1.4231484,0.02142
43,-0.3324565,-0.106853686,"('irresponsible', 'responsible')",0.3699057,0.5893821,0.0187246,0.2412642,0.2225396
44,-1.1853374,-1.1591482,"('prejudiced', 'unprejudiced')",-1.555986,-1.6037893,-1.3706617,-1.3814688,-0.0108071
45,1.1186982,1.0410794,"('incompetent', 'competent')",-0.07139146,-0.044340752,0.5236534,0.4983693,-0.0252841
46,0.96331996,0.9980675,"('uncompetitive', 'competitive')",-1.0870816,-0.9790837,-0.0618808,0.0094919,0.0713727
47,0.012680892,0.04732996,"('stupid', 'smart')",4.6783504,5.009838,2.3455157,2.528584,0.1830683
48,-0.025149196,0.20792487,"('unintelligent', 'intelligent')",-0.6609186,-0.53307164,-0.3430339,-0.1625734,0.1804605
49,-1.1109072,-0.9619952,"('unable', 'able')",-1.0343039,-0.8886259,-1.0726056,-0.9253106,0.147295
50,-0.73547715,-0.8709854,"('clumsy', 'skillful')",-0.6224778,-0.7063572,-0.6789775,-0.7886713,-0.1096938
51,0.23244016,0.28343123,"('uneducated', 'educated')",-0.26547447,-0.27065468,-0.0165172,0.0063883,0.0229055
52,-0.16188362,-0.39642066,"('irrational', 'rational')",0.18603043,0.023810634,0.0120734,-0.186305,-0.1983784
53,-0.7896345,-0.78717476,"('uncreative', 'creative')",0.42938393,0.48025936,-0.1801253,-0.1534577,0.0266676
54,-0.2316766,-0.31319973,"('incapable', 'capable')",0.7855397,0.686129,0.2769316,0.1864646,-0.090467
55,0.61244655,0.81479585,"('incompetent', 'clever')",-0.37681192,-0.26664835,0.1178173,0.2740737,0.1562564
56,1.1063439,1.2324767,"('impractical', 'practical')",-0.67149353,-0.6084194,0.2174252,0.3120286,0.0946034
57,0.37785494,0.18192585,"('unimaginative', 'imaginative')",-2.7417507,-2.818559,-1.1819479,-1.3183166,-0.1363687
58,0.8348783,0.807586,"('undiscriminating', 'discriminating')",0.54924077,0.7153493,0.6920595,0.7614677,0.0694082
59,0.03755718,-0.24255654,"('foolish', 'wise')",0.14391495,0.0924788,0.0907361,-0.0750389,-0.165775
60,0.07704729,0.38609993,"('inefficient', 'efficient')",-1.1363136,-0.75097257,-0.5296332,-0.1824363,0.3471969
61,0.20803286,0.13920441,"('illogical', 'logical')",-0.15934595,-0.23964117,0.0243435,-0.0502184,-0.0745619
62,0.6003616,0.8991505,"('incompetent', 'brilliant')",-0.5235149,-0.21913129,0.0384233,0.3400096,0.3015863
63,0.90399617,0.91872877,"('unperceptive', 'insightful')",-0.21859825,0.028006073,0.342699,0.4733674,0.1306684
64,-0.6020428,-0.5167924,"('shy', 'confident')",-6.6334147,-6.713541,-3.6177287,-3.6151667,0.002562
65,0.09777989,0.22035325,"('insecure', 'secure')",-0.36063343,-0.24672951,-0.1314268,-0.0131881,0.1182387
66,0.12905821,0.022013016,"('inactive', 'active')",0.407226,0.31960267,0.2681421,0.1708078,-0.0973343
67,0.9369172,0.910085,"('doubtful', 'determined')",-0.53848875,-0.50365955,0.1992142,0.2032127,0.0039985
68,-0.45056707,-0.33417046,"('dependent', 'independent')",-2.04761,-2.0100665,-1.2490885,-1.1721184,0.0769701
69,-0.20640817,-0.39591095,"('lazy', 'industrious')",-0.7045784,-0.74791914,-0.4554933,-0.571915,-0.1164217
70,0.9493658,0.9560411,"('lethargic', 'energetic')",0.12702148,0.12802225,0.5381936,0.5420316,0.003838
71,0.6630626,0.6227226,"('diffident', 'self-confident')",0.22413236,0.22804642,0.4435975,0.4253845,-0.018213
72,0.36575198,0.44537246,"('unambitious', 'ambitious')",-0.3204765,-0.2221753,0.0226377,0.1115986,0.0889609
73,-0.28288764,-0.29341996,"('helpless', 'self-reliant')",-3.148566,-3.1832697,-1.7157269,-1.7383449,-0.022618
