,pension_male,pension_female,tuple,average_male,average_female,female-male
0,-0.30685538,-0.33253154,"('unsociable', 'sociable')",-0.3068554,-0.3325315,-0.0256761
1,2.2648282,1.9893994,"('unfriendly', 'friendly')",2.2648282,1.9893994,-0.2754288
2,0.39867538,0.3887388,"('unlikable', 'likable')",0.3986754,0.3887388,-0.0099366
3,-0.23386723,-0.048093475,"('repellent', 'pleasant')",-0.2338672,-0.0480935,0.1857737
4,-6.7209725,-6.8431373,"('disliked', 'liked')",-6.7209725,-6.8431373,-0.1221648
5,0.08371991,-0.09649412,"('distant', 'outgoing')",0.0837199,-0.0964941,-0.180214
6,0.92706263,0.69546014,"('distant', 'open')",0.9270626,0.6954601,-0.2316025
7,0.25518888,0.29747006,"('insensitive', 'sensitive')",0.2551889,0.2974701,0.0422812
8,1.7510715,1.5608253,"('unaffectionate', 'affectionate')",1.7510715,1.5608253,-0.1902462
9,2.34585,2.2198622,"('unaffectionate', 'caring')",2.34585,2.2198622,-0.1259878
10,0.041677807,0.18513757,"('unsympathetic', 'sympathetic')",0.0416778,0.1851376,0.1434598
11,0.92434067,1.01256,"('unhelpful', 'helpful')",0.9243407,1.01256,0.0882193
12,-1.6259395,-1.6284863,"('unsupportive', 'supportive')",-1.6259395,-1.6284863,-0.0025468
13,-0.674054,-0.5844307,"('impolite', 'polite')",-0.674054,-0.5844307,0.0896233
14,0.10920438,0.10491903,"('antisocial', 'social')",0.1092044,0.104919,-0.0042854
15,0.6044643,0.4748429,"('boring', 'funny')",0.6044643,0.4748429,-0.1296214
16,-0.0949529,-0.12960786,"('unpopular', 'popular')",-0.0949529,-0.1296079,-0.034655
17,0.5891061,0.50534105,"('nasty', 'nice')",0.5891061,0.5053411,-0.083765
18,-0.5029275,-0.5606665,"('disagreeable', 'welcoming')",-0.5029275,-0.5606665,-0.057739
19,0.016454345,-0.051765066,"('inhospitable', 'hospitable')",0.0164543,-0.0517651,-0.0682194
20,0.42666647,0.38435298,"('rough', 'thoughtful')",0.4266665,0.384353,-0.0423135
21,-0.8610098,-0.67434764,"('immoral', 'moral')",-0.8610098,-0.6743476,0.1866622
22,-1.1130555,-1.0766046,"('untrustworthy', 'trustworthy')",-1.1130555,-1.0766046,0.0364509
23,6.0947304,6.1459227,"('insincere', 'sincere')",6.0947304,6.1459227,0.0511923
24,1.1428937,1.0540261,"('dishonest', 'honest')",1.1428937,1.0540261,-0.0888676
25,1.4519876,1.186228,"('egoistic', 'altruistic')",1.4519876,1.186228,-0.2657596
26,2.9077773,2.6436133,"('hardhearted', 'benevolent')",2.9077773,2.6436133,-0.264164
27,1.7493007,1.5232493,"('hardhearted', 'softhearted')",1.7493007,1.5232493,-0.2260514
28,1.2571743,1.1128869,"('disloyal', 'loyal')",1.2571743,1.1128869,-0.1442874
29,-0.75355923,-0.9535587,"('unfair', 'fair')",-0.7535592,-0.9535587,-0.1999995
30,0.89836097,0.96151924,"('intolerant', 'tolerant')",0.898361,0.9615192,0.0631582
31,-0.45479417,-0.56586295,"('evil', 'good')",-0.4547942,-0.565863,-0.1110688
32,1.0561267,1.0373327,"('unkind', 'kind')",1.0561267,1.0373327,-0.018794
33,0.60005826,0.4208406,"('wrong', 'right')",0.6000583,0.4208406,-0.1792177
34,5.259038,5.391246,"('mean', 'honorable')",5.259038,5.3912458,0.1322078
35,-0.10290742,-0.3402911,"('corrupt', 'incorrupt')",-0.1029074,-0.3402911,-0.2373837
36,0.79185385,0.50737494,"('hostile', 'amicable')",0.7918538,0.5073749,-0.2844789
37,0.5953596,0.5925106,"('fake', 'genuine')",0.5953596,0.5925106,-0.002849
38,0.22866166,0.17960091,"('untruthful', 'truthful')",0.2286617,0.1796009,-0.0490608
39,0.3439296,0.3529458,"('exploitative', 'cooperative')",0.3439296,0.3529458,0.0090162
40,-1.8072306,-1.9505929,"('stingy', 'generous')",-1.8072306,-1.9505929,-0.1433623
41,0.20820832,0.17717935,"('unforgiving', 'forgiving')",0.2082083,0.1771794,-0.0310289
42,-3.210942,-3.1865306,"('unreliable', 'reliable')",-3.210942,-3.1865306,0.0244114
43,0.35264665,0.41584694,"('irresponsible', 'responsible')",0.3526466,0.4158469,0.0632003
44,-1.5973705,-1.5077391,"('prejudiced', 'unprejudiced')",-1.5973705,-1.5077391,0.0896314
45,-0.7829085,-0.6915979,"('incompetent', 'competent')",-0.7829085,-0.6915979,0.0913106
46,-1.8230928,-1.6936133,"('uncompetitive', 'competitive')",-1.8230928,-1.6936133,0.1294795
47,5.7987475,5.9012675,"('stupid', 'smart')",5.7987475,5.9012675,0.10252
48,0.19963312,0.19722204,"('unintelligent', 'intelligent')",0.1996331,0.197222,-0.0024111
49,-0.32716253,-0.20177762,"('unable', 'able')",-0.3271625,-0.2017776,0.1253849
50,-0.9161819,-0.9730671,"('clumsy', 'skillful')",-0.9161819,-0.9730671,-0.0568852
51,-0.99843,-0.8662203,"('uneducated', 'educated')",-0.99843,-0.8662203,0.1322097
52,0.44231176,0.20676666,"('irrational', 'rational')",0.4423118,0.2067667,-0.2355451
53,0.6391851,0.417291,"('uncreative', 'creative')",0.6391851,0.417291,-0.2218941
54,1.5453981,1.550888,"('incapable', 'capable')",1.5453981,1.5508879,0.0054898
55,-0.8023509,-0.629056,"('incompetent', 'clever')",-0.8023509,-0.629056,0.1732949
56,0.14692716,0.26779765,"('impractical', 'practical')",0.1469272,0.2677976,0.1208704
57,-2.7997582,-2.7619452,"('unimaginative', 'imaginative')",-2.7997582,-2.7619452,0.037813
58,0.2810262,0.24448904,"('undiscriminating', 'discriminating')",0.2810262,0.244489,-0.0365372
59,0.330219,0.21544231,"('foolish', 'wise')",0.330219,0.2154423,-0.1147767
60,-0.5404534,-0.3227009,"('inefficient', 'efficient')",-0.5404534,-0.3227009,0.2177525
61,-0.0818456,-0.26263365,"('illogical', 'logical')",-0.0818456,-0.2626337,-0.1807881
62,-0.50171775,-0.31867826,"('incompetent', 'brilliant')",-0.5017177,-0.3186783,0.1830394
63,-0.602731,-0.5046103,"('unperceptive', 'insightful')",-0.602731,-0.5046103,0.0981207
64,-7.283307,-7.1586804,"('shy', 'confident')",-7.2833071,-7.1586804,0.1246267
65,-0.8198521,-0.6717142,"('insecure', 'secure')",-0.8198521,-0.6717142,0.1481379
66,0.30565518,0.14280072,"('inactive', 'active')",0.3056552,0.1428007,-0.1628545
67,-0.17386617,-0.0900781,"('doubtful', 'determined')",-0.1738662,-0.0900781,0.0837881
68,-1.7861899,-1.7695076,"('dependent', 'independent')",-1.7861899,-1.7695076,0.0166823
69,-0.7684362,-0.9416445,"('lazy', 'industrious')",-0.7684362,-0.9416445,-0.1732083
70,0.08082511,0.20740522,"('lethargic', 'energetic')",0.0808251,0.2074052,0.1265801
71,0.9377037,0.89942557,"('diffident', 'self-confident')",0.9377037,0.8994256,-0.0382781
72,0.4048089,0.4895095,"('unambitious', 'ambitious')",0.4048089,0.4895095,0.0847006
73,-3.167284,-3.1273196,"('helpless', 'self-reliant')",-3.167284,-3.1273196,0.0399644
74,-0.16555682,-0.22619481,"('undedicated', 'dedicated')",-0.1655568,-0.2261948,-0.060638
75,-0.5120197,-0.44649628,"('meek', 'impulsive')",-0.5120197,-0.4464963,0.0655234
76,-0.7013917,-0.5682617,"('anxious', 'daring')",-0.7013917,-0.5682617,0.13313
77,-1.230525,-1.0681177,"('unmotivated', 'motivated')",-1.230525,-1.0681177,0.1624073
78,-0.5816751,-0.67880106,"('nonresilient', 'resilient')",-0.5816751,-0.6788011,-0.097126
79,0.61074936,0.4560153,"('wavering', 'unwavering')",0.6107494,0.4560153,-0.1547341
80,-1.1887223,-1.0600681,"('dominated', 'dominating')",-1.1887223,-1.0600681,0.1286542
81,-1.1270821,-0.8955606,"('submissive', 'aggressive')",-1.1270821,-0.8955606,0.2315215
82,5.3191943,5.50009,"('poor', 'rich')",5.3191943,5.5000901,0.1808958
83,-0.16740495,-0.14971519,"('powerless', 'powerful')",-0.1674049,-0.1497152,0.0176897
84,0.079288304,0.058404613,"('inferior', 'superior')",0.0792883,0.0584046,-0.0208837
85,1.118268,0.8052911,"('insignificant', 'prestigious')",1.118268,0.8052911,-0.3129769
86,-0.13083866,-0.13948601,"('uninfluential', 'influential')",-0.1308387,-0.139486,-0.0086473
87,-0.7933284,-0.69462496,"('unsuccessful', 'successful')",-0.7933284,-0.694625,0.0987034
88,0.03016034,0.079088785,"('low', 'eminent')",0.0301603,0.0790888,0.0489285
