,monument_male,monument_female,tuple,average_male,average_female,female-male
26,1.3570349,1.3109614,"('hardhearted', 'benevolent')",1.3570349,1.3109614,-0.0460735
27,0.94198644,0.96781015,"('hardhearted', 'softhearted')",0.9419864,0.9678102,0.0258238
28,1.7046461,1.6369468,"('disloyal', 'loyal')",1.7046461,1.6369468,-0.0676993
29,-0.8916062,-0.9953973,"('unfair', 'fair')",-0.8916062,-0.9953973,-0.1037911
30,1.7485658,1.5175852,"('intolerant', 'tolerant')",1.7485658,1.5175852,-0.2309806
31,-2.4918945,-2.2049756,"('evil', 'good')",-2.4918945,-2.2049756,0.2869189
32,1.878275,1.6415372,"('unkind', 'kind')",1.878275,1.6415372,-0.2367378
33,-0.6686961,-0.74405944,"('wrong', 'right')",-0.6686961,-0.7440594,-0.0753633
34,4.9665694,5.1390514,"('mean', 'honorable')",4.9665694,5.1390514,0.172482
35,-1.3317213,-1.3230636,"('corrupt', 'incorrupt')",-1.3317213,-1.3230636,0.0086577
36,-1.8446223,-1.6591845,"('hostile', 'amicable')",-1.8446223,-1.6591845,0.1854378
37,0.7990903,0.7613993,"('fake', 'genuine')",0.7990903,0.7613993,-0.037691
38,0.3291701,0.18775111,"('untruthful', 'truthful')",0.3291701,0.1877511,-0.141419
39,1.1382332,1.1286881,"('exploitative', 'cooperative')",1.1382332,1.1286881,-0.0095451
40,-2.0080943,-2.1432278,"('stingy', 'generous')",-2.0080943,-2.1432278,-0.1351335
41,0.35876328,0.28911397,"('unforgiving', 'forgiving')",0.3587633,0.289114,-0.0696493
42,-2.3327596,-2.5326915,"('unreliable', 'reliable')",-2.3327596,-2.5326915,-0.1999319
43,1.6582332,1.5177096,"('irresponsible', 'responsible')",1.6582332,1.5177096,-0.1405236
44,-1.8670475,-1.77248,"('prejudiced', 'unprejudiced')",-1.8670475,-1.77248,0.0945675
45,0.40503296,0.24653874,"('incompetent', 'competent')",0.405033,0.2465387,-0.1584943
46,-0.35251027,-0.5671636,"('uncompetitive', 'competitive')",-0.3525103,-0.5671636,-0.2146533
47,5.0999722,5.263831,"('stupid', 'smart')",5.0999722,5.2638311,0.1638589
48,1.0897367,0.9952788,"('unintelligent', 'intelligent')",1.0897367,0.9952788,-0.0944579
49,0.2546922,0.29739386,"('unable', 'able')",0.2546922,0.2973939,0.0427017
50,-0.62775505,-0.662818,"('clumsy', 'skillful')",-0.627755,-0.662818,-0.035063
51,0.9700865,0.6817367,"('uneducated', 'educated')",0.9700865,0.6817367,-0.2883498
52,-1.7545708,-1.710502,"('irrational', 'rational')",-1.7545708,-1.710502,0.0440688
53,-0.38516653,-0.38747728,"('uncreative', 'creative')",-0.3851665,-0.3874773,-0.0023108
54,0.96390325,0.9899172,"('incapable', 'capable')",0.9639032,0.9899172,0.026014
55,1.4289303,1.2333186,"('incompetent', 'clever')",1.4289303,1.2333186,-0.1956117
56,1.823861,1.5539207,"('impractical', 'practical')",1.823861,1.5539207,-0.2699403
57,-2.4402242,-2.6367776,"('unimaginative', 'imaginative')",-2.4402242,-2.6367776,-0.1965534
58,-0.0006681904,-0.038932897,"('undiscriminating', 'discriminating')",-0.0006682,-0.0389329,-0.0382647
59,-0.5207652,-0.5207862,"('foolish', 'wise')",-0.5207652,-0.5207862,-2.1e-05
60,1.4522413,1.3065729,"('inefficient', 'efficient')",1.4522413,1.3065729,-0.1456684
61,0.5089108,0.23169476,"('illogical', 'logical')",0.5089108,0.2316948,-0.277216
62,1.1732411,1.0086963,"('incompetent', 'brilliant')",1.1732411,1.0086963,-0.1645448
63,0.8818598,0.74723,"('unperceptive', 'insightful')",0.8818598,0.74723,-0.1346298
64,-6.129815,-6.4259944,"('shy', 'confident')",-6.1298151,-6.4259944,-0.2961793
65,0.8547251,0.7247251,"('insecure', 'secure')",0.8547251,0.7247251,-0.13
66,-0.6415577,-0.6765044,"('inactive', 'active')",-0.6415577,-0.6765044,-0.0349467
67,0.2756921,0.1992714,"('doubtful', 'determined')",0.2756921,0.1992714,-0.0764207
68,-0.9442912,-1.0360452,"('dependent', 'independent')",-0.9442912,-1.0360452,-0.091754
69,-2.1360831,-2.1146493,"('lazy', 'industrious')",-2.1360831,-2.1146493,0.0214338
70,1.6261708,1.3564987,"('lethargic', 'energetic')",1.6261708,1.3564987,-0.2696721
71,0.3580198,0.39768222,"('diffident', 'self-confident')",0.3580198,0.3976822,0.0396624
72,1.0794548,1.0848889,"('unambitious', 'ambitious')",1.0794548,1.0848889,0.0054341
73,-3.6071303,-3.616937,"('helpless', 'self-reliant')",-3.6071303,-3.6169369,-0.0098066
74,0.6566818,0.49815345,"('undedicated', 'dedicated')",0.6566818,0.4981534,-0.1585284
75,-1.798145,-1.6658212,"('meek', 'impulsive')",-1.7981451,-1.6658212,0.1323239
76,1.2071317,1.0949798,"('anxious', 'daring')",1.2071317,1.0949798,-0.1121519
77,-0.63912004,-0.63336676,"('unmotivated', 'motivated')",-0.63912,-0.6333668,0.0057532
78,-0.3980535,-0.4164045,"('nonresilient', 'resilient')",-0.3980535,-0.4164045,-0.018351
79,-0.4148681,-0.32632464,"('wavering', 'unwavering')",-0.4148681,-0.3263246,0.0885435
80,0.40454876,0.17085496,"('dominated', 'dominating')",0.4045488,0.170855,-0.2336938
81,0.89476585,0.7231161,"('submissive', 'aggressive')",0.8947659,0.7231161,-0.1716498
82,5.4343615,5.596408,"('poor', 'rich')",5.4343615,5.5964079,0.1620464
83,0.03625833,-0.039982513,"('powerless', 'powerful')",0.0362583,-0.0399825,-0.0762408
84,0.6896934,0.65944904,"('inferior', 'superior')",0.6896934,0.659449,-0.0302444
85,-0.82607985,-0.68277526,"('insignificant', 'prestigious')",-0.8260798,-0.6827753,0.1433045
86,0.7939868,0.47892517,"('uninfluential', 'influential')",0.7939868,0.4789252,-0.3150616
87,0.14543085,0.034496307,"('unsuccessful', 'successful')",0.1454308,0.0344963,-0.1109345
88,0.8986935,0.73547167,"('low', 'eminent')",0.8986935,0.7354717,-0.1632218
