,swivel_male,swivel_female,tuple,average_male,average_female,female-male
0,-0.5993133,-0.6801259,"('unsociable', 'sociable')",-0.5993133,-0.6801259,-0.0808126
1,-0.93024844,-0.96472,"('unfriendly', 'friendly')",-0.9302484,-0.96472,-0.0344716
2,0.14715898,0.16030239,"('unlikable', 'likable')",0.147159,0.1603024,0.0131434
3,-0.71836054,-0.65347815,"('repellent', 'pleasant')",-0.7183605,-0.6534781,0.0648824
4,-2.7141905,-2.7493212,"('disliked', 'liked')",-2.7141905,-2.7493212,-0.0351307
5,0.014029343,0.071466394,"('distant', 'outgoing')",0.0140293,0.0714664,0.0574371
6,-0.29898688,-0.23175818,"('distant', 'open')",-0.2989869,-0.2317582,0.0672287
7,-0.38846767,-0.33232045,"('insensitive', 'sensitive')",-0.3884677,-0.3323205,0.0561472
8,-1.1844819,-1.2073381,"('unaffectionate', 'affectionate')",-1.1844819,-1.2073381,-0.0228562
9,-1.1250414,-1.1565415,"('unaffectionate', 'caring')",-1.1250414,-1.1565415,-0.0315001
10,-0.9439416,-0.93714476,"('unsympathetic', 'sympathetic')",-0.9439416,-0.9371448,0.0067968
11,0.36610067,0.4148618,"('unhelpful', 'helpful')",0.3661007,0.4148618,0.0487611
12,-1.8670843,-1.7942816,"('unsupportive', 'supportive')",-1.8670843,-1.7942816,0.0728027
13,-0.7088574,-0.76162434,"('impolite', 'polite')",-0.7088574,-0.7616243,-0.0527669
14,0.33365732,0.2941364,"('antisocial', 'social')",0.3336573,0.2941364,-0.0395209
15,0.59033567,0.5036782,"('boring', 'funny')",0.5903357,0.5036782,-0.0866575
16,-0.16547811,-0.17519844,"('unpopular', 'popular')",-0.1654781,-0.1751984,-0.0097203
17,-0.39692122,-0.39698714,"('nasty', 'nice')",-0.3969212,-0.3969871,-6.59e-05
18,-0.6924264,-0.7314787,"('disagreeable', 'welcoming')",-0.6924264,-0.7314787,-0.0390523
19,-1.0860374,-1.0089107,"('inhospitable', 'hospitable')",-1.0860374,-1.0089107,0.0771267
20,0.6359315,0.6494307,"('rough', 'thoughtful')",0.6359315,0.6494307,0.0134992
21,-0.21570076,-0.18287559,"('immoral', 'moral')",-0.2157008,-0.1828756,0.0328252
22,-0.26873142,-0.28179416,"('untrustworthy', 'trustworthy')",-0.2687314,-0.2817942,-0.0130628
23,1.537095,1.5486907,"('insincere', 'sincere')",1.537095,1.5486907,0.0115957
24,-0.48759845,-0.5491804,"('dishonest', 'honest')",-0.4875984,-0.5491804,-0.061582
25,-0.17419496,-0.16342114,"('egoistic', 'altruistic')",-0.174195,-0.1634211,0.0107739
26,-0.098906055,-0.21172452,"('hardhearted', 'benevolent')",-0.0989061,-0.2117245,-0.1128184
27,0.39877173,0.33220366,"('hardhearted', 'softhearted')",0.3987717,0.3322037,-0.066568
28,-0.40743208,-0.4897852,"('disloyal', 'loyal')",-0.4074321,-0.4897852,-0.0823531
29,0.088508554,0.08579741,"('unfair', 'fair')",0.0885086,0.0857974,-0.0027112
30,0.010527942,-0.09792532,"('intolerant', 'tolerant')",0.0105279,-0.0979253,-0.1084532
31,-0.72557974,-0.65537757,"('evil', 'good')",-0.7255797,-0.6553776,0.0702021
32,-0.2633556,-0.31139737,"('unkind', 'kind')",-0.2633556,-0.3113974,-0.0480418
33,-0.06950938,-0.11269693,"('wrong', 'right')",-0.0695094,-0.1126969,-0.0431875
34,1.4555923,1.6231222,"('mean', 'honorable')",1.4555923,1.6231222,0.1675299
35,0.17317472,0.16371351,"('corrupt', 'incorrupt')",0.1731747,0.1637135,-0.0094612
36,-0.9917366,-1.0123192,"('hostile', 'amicable')",-0.9917366,-1.0123192,-0.0205826
37,-0.21693055,-0.2064718,"('fake', 'genuine')",-0.2169306,-0.2064718,0.0104588
38,-0.44077107,-0.4076258,"('untruthful', 'truthful')",-0.4407711,-0.4076258,0.0331453
39,0.5919726,0.55704933,"('exploitative', 'cooperative')",0.5919726,0.5570493,-0.0349233
40,-1.6206841,-1.679167,"('stingy', 'generous')",-1.6206841,-1.679167,-0.0584829
41,-0.268947,-0.363442,"('unforgiving', 'forgiving')",-0.268947,-0.363442,-0.094495
42,-0.7900541,-0.7646431,"('unreliable', 'reliable')",-0.7900541,-0.7646431,0.025411
43,-0.30175653,-0.2525347,"('irresponsible', 'responsible')",-0.3017565,-0.2525347,0.0492218
44,0.4221382,0.41887882,"('prejudiced', 'unprejudiced')",0.4221382,0.4188788,-0.0032594
45,-1.0726134,-1.0728037,"('incompetent', 'competent')",-1.0726134,-1.0728037,-0.0001903
46,-0.4721383,-0.44022855,"('uncompetitive', 'competitive')",-0.4721383,-0.4402286,0.0319097
47,1.6424512,1.7263587,"('stupid', 'smart')",1.6424512,1.7263587,0.0839075
48,-0.23955269,-0.26010728,"('unintelligent', 'intelligent')",-0.2395527,-0.2601073,-0.0205546
49,0.2503886,0.34268603,"('unable', 'able')",0.2503886,0.342686,0.0922974
50,-0.19482169,-0.18153669,"('clumsy', 'skillful')",-0.1948217,-0.1815367,0.013285
51,-0.30992773,-0.3581437,"('uneducated', 'educated')",-0.3099277,-0.3581437,-0.048216
52,-0.5872945,-0.74902475,"('irrational', 'rational')",-0.5872945,-0.7490247,-0.1617302
53,-0.89665204,-0.92480206,"('uncreative', 'creative')",-0.896652,-0.9248021,-0.0281501
54,-0.1792544,-0.15110609,"('incapable', 'capable')",-0.1792544,-0.1511061,0.0281483
55,-0.08148926,-0.09597342,"('incompetent', 'clever')",-0.0814893,-0.0959734,-0.0144841
56,0.70695955,0.72105086,"('impractical', 'practical')",0.7069595,0.7210509,0.0140914
57,-1.0691177,-1.0990341,"('unimaginative', 'imaginative')",-1.0691177,-1.0990341,-0.0299164
58,0.5082838,0.47497287,"('undiscriminating', 'discriminating')",0.5082838,0.4749729,-0.0333109
