,sprat_male,sprat_female,tuple,average_male,average_female,female-male
0,0.05547934,-0.03545381,"('unsociable', 'sociable')",0.0554793,-0.0354538,-0.0909331
1,0.09319745,-0.19825721,"('unfriendly', 'friendly')",0.0931975,-0.1982572,-0.2914547
2,-0.27409482,-0.25499606,"('unlikable', 'likable')",-0.2740948,-0.2549961,0.0190987
3,-0.6713998,-0.60544413,"('repellent', 'pleasant')",-0.6713998,-0.6054441,0.0659557
4,-3.0207791,-3.2230926,"('disliked', 'liked')",-3.0207791,-3.2230926,-0.2023135
5,-0.363378,-0.5021551,"('distant', 'outgoing')",-0.363378,-0.5021551,-0.1387771
6,-0.3105245,-0.5206518,"('distant', 'open')",-0.3105245,-0.5206518,-0.2101273
7,0.009980537,-0.025297806,"('insensitive', 'sensitive')",0.0099805,-0.0252978,-0.0352783
8,0.20259707,0.030354612,"('unaffectionate', 'affectionate')",0.2025971,0.0303546,-0.1722425
9,0.08376295,-0.049653765,"('unaffectionate', 'caring')",0.083763,-0.0496538,-0.1334168
10,-0.8297728,-0.9043293,"('unsympathetic', 'sympathetic')",-0.8297728,-0.9043293,-0.0745565
11,0.06344508,0.23471424,"('unhelpful', 'helpful')",0.0634451,0.2347142,0.1712691
12,-1.3679975,-1.3550915,"('unsupportive', 'supportive')",-1.3679975,-1.3550915,0.012906
13,-0.69992375,-0.61148876,"('impolite', 'polite')",-0.6999238,-0.6114888,0.088435
14,0.19344881,0.22849394,"('antisocial', 'social')",0.1934488,0.2284939,0.0350451
15,0.6014136,0.5072139,"('boring', 'funny')",0.6014136,0.5072139,-0.0941997
16,-0.6244713,-0.6770947,"('unpopular', 'popular')",-0.6244713,-0.6770947,-0.0526234
17,-0.13173315,-0.05794315,"('nasty', 'nice')",-0.1317331,-0.0579432,0.0737899
18,-0.77673304,-0.781116,"('disagreeable', 'welcoming')",-0.776733,-0.781116,-0.004383
19,-1.0031693,-1.0423801,"('inhospitable', 'hospitable')",-1.0031693,-1.0423801,-0.0392108
20,-0.123675235,-0.09639829,"('rough', 'thoughtful')",-0.1236752,-0.0963983,0.0272769
21,-1.2016863,-0.92704964,"('immoral', 'moral')",-1.2016863,-0.9270496,0.2746367
22,-0.12510714,-0.20423612,"('untrustworthy', 'trustworthy')",-0.1251071,-0.2042361,-0.079129
23,2.317433,2.3361645,"('insincere', 'sincere')",2.3174331,2.3361645,0.0187314
24,-0.3998051,-0.42940903,"('dishonest', 'honest')",-0.3998051,-0.429409,-0.0296039
25,0.94085664,0.80599576,"('egoistic', 'altruistic')",0.9408566,0.8059958,-0.1348608
26,1.4903401,1.1291403,"('hardhearted', 'benevolent')",1.4903401,1.1291403,-0.3611998
27,0.7004302,0.52733666,"('hardhearted', 'softhearted')",0.7004302,0.5273367,-0.1730935
