,billing_male,billing_female,tuple,average_male,average_female,female-male
0,0.16072184,0.11557552,"('unsociable', 'sociable')",0.1607218,0.1155755,-0.0451463
1,1.273154,1.2010518,"('unfriendly', 'friendly')",1.273154,1.2010518,-0.0721022
2,0.37941378,0.49299753,"('unlikable', 'likable')",0.3794138,0.4929975,0.1135837
3,0.88397133,1.1050402,"('repellent', 'pleasant')",0.8839713,1.1050402,0.2210689
4,-7.5029154,-7.4186587,"('disliked', 'liked')",-7.5029154,-7.4186587,0.0842567
5,-0.19427843,-0.11646096,"('distant', 'outgoing')",-0.1942784,-0.116461,0.0778174
6,-0.10096802,-0.0575177,"('distant', 'open')",-0.100968,-0.0575177,0.0434503
7,1.3924345,1.4370762,"('insensitive', 'sensitive')",1.3924345,1.4370762,0.0446417
8,1.0145521,0.87577516,"('unaffectionate', 'affectionate')",1.0145521,0.8757752,-0.1387769
9,1.5899872,1.579219,"('unaffectionate', 'caring')",1.5899872,1.579219,-0.0107682
10,1.4176916,1.4891328,"('unsympathetic', 'sympathetic')",1.4176916,1.4891328,0.0714412
11,2.3778994,2.4073164,"('unhelpful', 'helpful')",2.3778994,2.4073164,0.029417
12,-0.96553123,-0.9527308,"('unsupportive', 'supportive')",-0.9655312,-0.9527308,0.0128004
13,0.41618404,0.45023075,"('impolite', 'polite')",0.416184,0.4502307,0.0340467
14,0.27723512,0.25915557,"('antisocial', 'social')",0.2772351,0.2591556,-0.0180795
15,0.12532762,0.14845511,"('boring', 'funny')",0.1253276,0.1484551,0.0231275
16,-0.68977356,-0.5732763,"('unpopular', 'popular')",-0.6897736,-0.5732763,0.1164973
17,-0.18278715,-0.12645692,"('nasty', 'nice')",-0.1827872,-0.1264569,0.0563303
18,-0.38143766,-0.44066298,"('disagreeable', 'welcoming')",-0.3814377,-0.440663,-0.0592253
19,-0.37956962,-0.32975885,"('inhospitable', 'hospitable')",-0.3795696,-0.3297589,0.0498107
20,0.84862286,0.7704791,"('rough', 'thoughtful')",0.8486229,0.7704791,-0.0781438
21,0.19155365,0.35259905,"('immoral', 'moral')",0.1915537,0.3525991,0.1610454
22,0.10174415,0.07136814,"('untrustworthy', 'trustworthy')",0.1017442,0.0713681,-0.0303761
23,7.0034094,7.064372,"('insincere', 'sincere')",7.0034094,7.0643721,0.0609627
24,2.0968304,2.1442535,"('dishonest', 'honest')",2.0968304,2.1442535,0.0474231
25,0.1904173,0.13045631,"('egoistic', 'altruistic')",0.1904173,0.1304563,-0.059961
26,0.13361663,0.014917724,"('hardhearted', 'benevolent')",0.1336166,0.0149177,-0.1186989
27,1.3872228,1.2999816,"('hardhearted', 'softhearted')",1.3872228,1.2999816,-0.0872412
28,1.076641,1.0935348,"('disloyal', 'loyal')",1.076641,1.0935348,0.0168938
29,-0.16605861,-0.31243962,"('unfair', 'fair')",-0.1660586,-0.3124396,-0.146381
30,1.1651781,1.0981842,"('intolerant', 'tolerant')",1.1651781,1.0981842,-0.0669939
31,-1.6307693,-1.615281,"('evil', 'good')",-1.6307693,-1.615281,0.0154883
32,1.3542405,1.2825077,"('unkind', 'kind')",1.3542405,1.2825077,-0.0717328
33,-0.50170445,-0.43229586,"('wrong', 'right')",-0.5017045,-0.4322959,0.0694086
34,4.7311196,4.9140835,"('mean', 'honorable')",4.7311196,4.9140835,0.1829639
35,-1.1486526,-1.215924,"('corrupt', 'incorrupt')",-1.1486526,-1.215924,-0.0672714
36,-1.0032712,-1.0556493,"('hostile', 'amicable')",-1.0032712,-1.0556493,-0.0523781
37,0.90513504,0.8822858,"('fake', 'genuine')",0.905135,0.8822858,-0.0228492
38,0.2089391,0.19397837,"('untruthful', 'truthful')",0.2089391,0.1939784,-0.0149607
39,0.12754454,0.13468535,"('exploitative', 'cooperative')",0.1275445,0.1346854,0.0071409
40,-1.2180513,-1.2321428,"('stingy', 'generous')",-1.2180513,-1.2321428,-0.0140915
41,-0.014250308,-0.10947241,"('unforgiving', 'forgiving')",-0.0142503,-0.1094724,-0.0952221
42,-1.7619307,-1.6733987,"('unreliable', 'reliable')",-1.7619307,-1.6733987,0.088532
43,1.6600565,1.5664766,"('irresponsible', 'responsible')",1.6600565,1.5664766,-0.0935799
44,-1.2612042,-1.4012932,"('prejudiced', 'unprejudiced')",-1.2612042,-1.4012932,-0.140089
45,0.32947218,0.42067516,"('incompetent', 'competent')",0.3294722,0.4206752,0.091203
46,-0.19913368,-0.070128456,"('uncompetitive', 'competitive')",-0.1991337,-0.0701285,0.1290052
47,5.745386,5.8996572,"('stupid', 'smart')",5.7453861,5.8996572,0.1542711
48,0.89093465,0.88727355,"('unintelligent', 'intelligent')",0.8909346,0.8872736,-0.003661
49,0.15831318,0.3527282,"('unable', 'able')",0.1583132,0.3527282,0.194415
50,-0.11529656,0.03544733,"('clumsy', 'skillful')",-0.1152966,0.0354473,0.1507439
51,0.9759685,1.0566522,"('uneducated', 'educated')",0.9759685,1.0566522,0.0806837
52,-0.48758334,-0.51205516,"('irrational', 'rational')",-0.4875833,-0.5120552,-0.0244719
53,0.37540746,0.3427447,"('uncreative', 'creative')",0.3754075,0.3427447,-0.0326628
54,1.2871056,1.4291165,"('incapable', 'capable')",1.2871056,1.4291165,0.1420109
55,1.0301982,1.049064,"('incompetent', 'clever')",1.0301982,1.049064,0.0188658
56,0.9386924,0.9893279,"('impractical', 'practical')",0.9386924,0.9893279,0.0506355
57,-2.6311793,-2.5352843,"('unimaginative', 'imaginative')",-2.6311793,-2.5352843,0.095895
58,0.079443514,-0.008481469,"('undiscriminating', 'discriminating')",0.0794435,-0.0084815,-0.087925
59,-0.06666471,0.057865128,"('foolish', 'wise')",-0.0666647,0.0578651,0.1245298
60,1.0438267,1.0831833,"('inefficient', 'efficient')",1.0438267,1.0831833,0.0393566
61,0.6915355,0.5998836,"('illogical', 'logical')",0.6915355,0.5998836,-0.0916519
62,1.669676,1.8372661,"('incompetent', 'brilliant')",1.6696759,1.8372661,0.1675902
63,1.0483297,1.1661286,"('unperceptive', 'insightful')",1.0483297,1.1661286,0.1177989
64,-5.470443,-5.387949,"('shy', 'confident')",-5.4704428,-5.387949,0.0824938
65,1.2113235,1.1951839,"('insecure', 'secure')",1.2113235,1.1951839,-0.0161396
66,0.008037157,0.02195112,"('inactive', 'active')",0.0080372,0.0219511,0.0139139
67,-0.7660556,-0.7434301,"('doubtful', 'determined')",-0.7660556,-0.7434301,0.0226255
68,-0.30463165,-0.22574112,"('dependent', 'independent')",-0.3046317,-0.2257411,0.0788906
69,-1.7754756,-1.7348915,"('lazy', 'industrious')",-1.7754756,-1.7348915,0.0405841
70,1.6921196,1.7835066,"('lethargic', 'energetic')",1.6921196,1.7835066,0.091387
71,0.45167634,0.5987698,"('diffident', 'self-confident')",0.4516763,0.5987698,0.1470935
72,1.0244609,1.051946,"('unambitious', 'ambitious')",1.0244609,1.051946,0.0274851
73,-2.9276917,-2.8582573,"('helpless', 'self-reliant')",-2.9276917,-2.8582573,0.0694344
74,0.08847502,0.028017316,"('undedicated', 'dedicated')",0.088475,0.0280173,-0.0604577
75,-0.8179912,-0.7189926,"('meek', 'impulsive')",-0.8179912,-0.7189926,0.0989986
76,1.0584948,0.99554193,"('anxious', 'daring')",1.0584948,0.9955419,-0.0629529
77,-0.8931413,-0.82350737,"('unmotivated', 'motivated')",-0.8931413,-0.8235074,0.0696339
78,-0.4563754,-0.40359145,"('nonresilient', 'resilient')",-0.4563754,-0.4035915,0.0527839
79,-0.38189846,-0.30935815,"('wavering', 'unwavering')",-0.3818985,-0.3093581,0.0725404
80,0.2939615,0.28467155,"('dominated', 'dominating')",0.2939615,0.2846715,-0.00929
81,0.603035,0.690794,"('submissive', 'aggressive')",0.603035,0.690794,0.087759
82,6.2298174,6.507333,"('poor', 'rich')",6.2298174,6.5073328,0.2775154
83,-0.29189083,-0.24934503,"('powerless', 'powerful')",-0.2918908,-0.249345,0.0425458
84,0.24062471,0.28614792,"('inferior', 'superior')",0.2406247,0.2861479,0.0455232
85,-1.5663595,-1.6223782,"('insignificant', 'prestigious')",-1.5663595,-1.6223782,-0.0560187
86,0.60958457,0.71712077,"('uninfluential', 'influential')",0.6095846,0.7171208,0.1075362
87,0.15099384,0.38712734,"('unsuccessful', 'successful')",0.1509938,0.3871273,0.2361335
88,-0.18407777,-0.0415606,"('low', 'eminent')",-0.1840778,-0.0415606,0.1425172
