,smucker_male,smucker_female,tuple,j_male,j_female,m_male,m_female,co_male,co_female,average_male,average_female,female-male
0,-0.25103298,-0.4047653,"('unsociable', 'sociable')",0.9312755,0.81683606,0.8855096,0.76118374,0.42304626,0.3157305,0.4971996,0.3722463,-0.1249533
1,-2.6231089,-2.6750865,"('unfriendly', 'friendly')",-1.0627102,-1.291389,-1.0893112,-1.2741334,1.8094947,1.5847993,-0.7414089,-0.9139525,-0.1725436
2,0.22054943,0.19996895,"('unlikable', 'likable')",1.6887194,1.7883557,0.6060583,0.64017,0.7848413,0.77975047,0.8250421,0.8520613,0.0270192
3,-1.0084002,-0.94997233,"('repellent', 'pleasant')",1.0120491,0.93725115,2.0059774,1.9340914,1.3978513,1.4307663,0.8518695,0.8380342,-0.0138353
4,0.49089846,0.38615787,"('disliked', 'liked')",0.9113503,0.7708286,0.65979236,0.60327756,-7.297444,-7.421556,-1.3088508,-1.415323,-0.1064722
5,-0.76432467,-0.6649994,"('distant', 'outgoing')",-0.9620882,-0.8387108,-0.48673826,-0.3467822,-0.5389289,-0.47801498,-0.6880201,-0.5821269,0.1058932
6,-1.2198226,-1.0545945,"('distant', 'open')",-1.4721116,-1.330122,-0.9493309,-0.8634724,-0.47172117,-0.4834831,-1.0282465,-0.932918,0.0953285
7,-0.6562439,-0.619141,"('insensitive', 'sensitive')",-0.18367887,-0.17796196,-0.57893586,-0.51503116,0.6675901,0.7090773,-0.1878171,-0.1507642,0.0370529
8,-0.75037384,-0.75857204,"('unaffectionate', 'affectionate')",-0.8942083,-0.8832272,-1.2564429,-1.2349058,1.2168051,1.094079,-0.421055,-0.4456565,-0.0246015
9,-0.99731195,-1.0460194,"('unaffectionate', 'caring')",0.025529891,-0.008579925,-0.43110815,-0.4499281,2.1175594,1.9512322,0.1786673,0.1116762,-0.0669911
10,-0.66991556,-0.7141496,"('unsympathetic', 'sympathetic')",0.26109263,0.15981413,-0.046216406,-0.17239276,0.40062743,0.3699453,-0.013603,-0.0891957,-0.0755927
11,-0.57469726,-0.7030772,"('unhelpful', 'helpful')",0.7321724,0.6551075,-0.26868078,-0.3392927,2.1500974,2.1188924,0.5097229,0.4329075,-0.0768154
12,-0.7760581,-0.73221874,"('unsupportive', 'supportive')",0.79482836,0.9147601,-0.28528267,-0.18923122,-1.5289689,-1.5293853,-0.4488703,-0.3840188,0.0648515
13,0.34001353,0.3045374,"('impolite', 'polite')",0.7021655,0.70912546,0.70305777,0.72182506,-0.032127447,0.039281443,0.4282773,0.4436924,0.0154151
14,-0.16775589,-0.29630095,"('antisocial', 'social')",1.695591,1.6559367,0.8029684,0.7755421,-0.16755229,-0.07692254,0.5408128,0.5145638,-0.026249
15,0.21429591,0.09623322,"('boring', 'funny')",0.77424556,0.73270625,0.8342122,0.88230693,0.37981257,0.3891492,0.5506415,0.5250989,-0.0255426
16,-0.4492889,-0.4335227,"('unpopular', 'popular')",-0.11600794,-0.12391214,0.51289105,0.437823,0.6429872,0.562196,0.1476454,0.110646,-0.0369994
17,-0.17432564,-0.086790465,"('nasty', 'nice')",0.20211966,0.26925737,0.12683551,0.21991815,-0.64615273,-0.50504285,-0.1228808,-0.0256644,0.0972164
18,-0.94472903,-0.8743241,"('disagreeable', 'welcoming')",-0.7478643,-0.587915,-1.2591295,-1.1521823,-0.688543,-0.75220436,-0.9100665,-0.8416564,0.0684101
19,-0.05714252,0.013965616,"('inhospitable', 'hospitable')",0.39189383,0.5185173,-0.07695917,0.05529814,-0.2218877,-0.19795212,0.0089761,0.0974572,0.0884811
20,-0.24895371,-0.27473798,"('rough', 'thoughtful')",-0.42093295,-0.50435215,-0.16400203,-0.23699427,0.097557895,0.06915216,-0.1840827,-0.2367331,-0.0526504
21,0.12351133,0.10631572,"('immoral', 'moral')",1.776968,1.8337462,0.8162225,0.8709178,-0.4192733,-0.2861095,0.5743571,0.6312176,0.0568605
