,hilton_male,hilton_female,tuple,worldwide_male,worldwide_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,1.5652865,1.417884,"('unsociable', 'sociable')",0.7450194,0.6057663,0.087442264,-0.16228323,-0.00070556067,-0.1782301,0.5992606,0.4207842,-0.1784764
1,1.8703501,2.0660982,"('unfriendly', 'friendly')",0.06147393,0.027179275,0.4453043,0.29297465,1.6204603,1.4871311,0.9993972,0.9683458,-0.0310514
2,2.1797636,2.2543225,"('unlikable', 'likable')",1.5619841,1.6229169,2.2331407,2.323318,1.1090832,1.2988243,1.7709929,1.8748455,0.1038526
3,-1.050506,-0.9221924,"('repellent', 'pleasant')",-0.24372834,-0.1459476,0.38152465,0.3945804,0.18004419,0.19842602,-0.1831664,-0.1187834,0.064383
4,-0.40571955,-0.3040848,"('disliked', 'liked')",0.21131262,0.21415487,0.17272732,0.14290138,-5.8962727,-5.8552465,-1.479488,-1.4505688,0.0289192
5,0.50512576,0.70295995,"('distant', 'outgoing')",0.21090305,0.26382256,0.05728335,0.10064386,-0.010298621,0.054923434,0.1907534,0.2805874,0.089834
6,0.30601227,0.57095444,"('distant', 'open')",-0.7217975,-0.6595628,-0.44138145,-0.40039396,0.4559225,0.47887123,-0.100311,-0.0025328,0.0977782
7,0.3123197,0.34170815,"('insensitive', 'sensitive')",-0.25578403,-0.2353756,0.1697641,0.11094503,0.45422354,0.30894446,0.1701308,0.1315555,-0.0385753
8,1.401224,1.4817353,"('unaffectionate', 'affectionate')",-0.78373724,-0.819374,-0.57345754,-0.6090101,0.2408433,0.21772054,0.0712181,0.0677679,-0.0034502
9,1.9005524,1.9750013,"('unaffectionate', 'caring')",-0.0027892515,0.0017071292,0.18099199,0.09640013,0.9650289,0.9659584,0.760946,0.7597667,-0.0011793
10,0.21216354,0.13443305,"('unsympathetic', 'sympathetic')",-0.59177184,-0.6122839,-0.94838965,-1.0493968,0.094308995,-0.063577786,-0.3084222,-0.3977064,-0.0892842
11,-1.1408899,-1.188774,"('unhelpful', 'helpful')",-0.1600979,-0.18877739,-0.9761806,-1.0383229,2.1722326,2.1686728,-0.0262339,-0.0618004,-0.0355665
12,2.128441,2.2625422,"('unsupportive', 'supportive')",2.061254,2.133144,0.37013724,0.4668844,-1.3600037,-1.3559818,0.7999572,0.8766472,0.07669
13,0.16075563,0.027269604,"('impolite', 'polite')",-0.069395654,-0.14511178,-0.14232121,-0.25440255,0.4816016,0.3353622,0.1076601,-0.0092206,-0.1168807
14,2.2161937,2.1144395,"('antisocial', 'social')",1.7705466,1.7337584,2.0646987,1.9947422,-0.4069206,-0.43648604,1.4111296,1.3516135,-0.0595161
15,-0.26783744,-0.32570088,"('boring', 'funny')",-0.9236741,-0.965527,-1.1563978,-1.1487035,0.38647032,0.34046337,-0.4903598,-0.524867,-0.0345072
16,-0.09333897,0.0839183,"('unpopular', 'popular')",0.94462216,1.0300292,0.21610484,0.3379807,0.66772586,0.69412494,0.4337785,0.5365133,0.1027348
17,-0.20734367,-0.15279773,"('nasty', 'nice')",-1.678765,-1.6060561,-0.8574107,-0.7944249,-0.5358203,-0.49037987,-0.8198349,-0.7609146,0.0589203
18,0.9345307,1.0278611,"('disagreeable', 'welcoming')",0.71747243,0.788319,0.17806762,0.2603679,-0.16170529,-0.14584331,0.4170914,0.4826762,0.0655848
19,-0.7383893,-0.6035657,"('inhospitable', 'hospitable')",-0.43773353,-0.43295026,-0.91792643,-0.8580399,-0.15604906,-0.09554521,-0.5625246,-0.4975252,0.0649994
20,0.3103937,0.3478405,"('rough', 'thoughtful')",0.3053494,0.3274147,-0.13709366,-0.032327004,0.7118887,0.65738684,0.2976345,0.3250788,0.0274443
21,0.716075,0.5919173,"('immoral', 'moral')",0.6666845,0.64822036,0.30233964,0.25153807,-0.4255142,-0.5173136,0.3148963,0.2435905,-0.0713058
