,divorce_male,divorce_female,tuple,average_male,average_female,female-male
0,0.102023825,-0.14356144,"('unsociable', 'sociable')",0.1020238,-0.1435614,-0.2455852
1,1.6117798,1.7109402,"('unfriendly', 'friendly')",1.6117798,1.7109402,0.0991604
2,0.5763155,0.71006376,"('unlikable', 'likable')",0.5763155,0.7100638,0.1337483
3,1.1732659,1.1311015,"('repellent', 'pleasant')",1.1732659,1.1311015,-0.0421644
4,-7.1482606,-6.9427238,"('disliked', 'liked')",-7.1482606,-6.9427238,0.2055368
5,0.0035915375,0.15839984,"('distant', 'outgoing')",0.0035915,0.1583998,0.1548083
6,0.24936755,0.4263171,"('distant', 'open')",0.2493676,0.4263171,0.1769495
7,1.3077826,1.1321354,"('insensitive', 'sensitive')",1.3077826,1.1321354,-0.1756472
8,1.164612,1.3335356,"('unaffectionate', 'affectionate')",1.1646121,1.3335356,0.1689235
9,1.4181061,1.5776453,"('unaffectionate', 'caring')",1.4181061,1.5776453,0.1595392
10,1.3086836,1.0987662,"('unsympathetic', 'sympathetic')",1.3086836,1.0987662,-0.2099174
11,1.7966021,1.7274269,"('unhelpful', 'helpful')",1.7966021,1.7274269,-0.0691752
12,-1.1653425,-1.2034017,"('unsupportive', 'supportive')",-1.1653425,-1.2034017,-0.0380592
13,0.30798548,0.004151821,"('impolite', 'polite')",0.3079855,0.0041518,-0.3038337
14,-0.0043509128,-0.3639556,"('antisocial', 'social')",-0.0043509,-0.3639556,-0.3596047
15,0.2275022,0.3066018,"('boring', 'funny')",0.2275022,0.3066018,0.0790996
16,-0.5908204,-0.3831112,"('unpopular', 'popular')",-0.5908204,-0.3831112,0.2077092
17,0.06846905,0.17840663,"('nasty', 'nice')",0.068469,0.1784066,0.1099376
18,-0.39719078,-0.40484285,"('disagreeable', 'welcoming')",-0.3971908,-0.4048429,-0.0076521
19,-0.22289963,0.0126990145,"('inhospitable', 'hospitable')",-0.2228996,0.012699,0.2355986
20,0.84367037,0.5855583,"('rough', 'thoughtful')",0.8436704,0.5855583,-0.2581121
21,0.18520221,0.002650801,"('immoral', 'moral')",0.1852022,0.0026508,-0.1825514
22,0.015773881,-0.13254474,"('untrustworthy', 'trustworthy')",0.0157739,-0.1325447,-0.1483186
23,6.92751,6.809259,"('insincere', 'sincere')",6.9275098,6.8092589,-0.1182509
24,2.0845294,2.0145574,"('dishonest', 'honest')",2.0845294,2.0145574,-0.069972
25,0.43323916,0.46761665,"('egoistic', 'altruistic')",0.4332392,0.4676166,0.0343774
26,-0.1334283,-0.09806807,"('hardhearted', 'benevolent')",-0.1334283,-0.0980681,0.0353602
27,1.722196,1.6933445,"('hardhearted', 'softhearted')",1.722196,1.6933445,-0.0288515
28,1.0380102,1.0363262,"('disloyal', 'loyal')",1.0380102,1.0363262,-0.001684
29,-0.18118073,-0.2724975,"('unfair', 'fair')",-0.1811807,-0.2724975,-0.0913168
30,1.0443008,0.804403,"('intolerant', 'tolerant')",1.0443008,0.804403,-0.2398978
31,-1.2397497,-0.9475065,"('evil', 'good')",-1.2397497,-0.9475065,0.2922432
32,1.3436856,1.2941247,"('unkind', 'kind')",1.3436856,1.2941247,-0.0495609
33,-0.7251811,-0.6599227,"('wrong', 'right')",-0.7251811,-0.6599227,0.0652584
34,4.7642865,4.844294,"('mean', 'honorable')",4.7642865,4.8442941,0.0800076
35,-0.8662617,-0.73024213,"('corrupt', 'incorrupt')",-0.8662617,-0.7302421,0.1360196
36,-0.68906504,-0.3538763,"('hostile', 'amicable')",-0.689065,-0.3538763,0.3351887
37,1.18808,1.150563,"('fake', 'genuine')",1.18808,1.150563,-0.037517
38,0.24163562,0.25177616,"('untruthful', 'truthful')",0.2416356,0.2517762,0.0101406
39,-0.020588662,-0.08922022,"('exploitative', 'cooperative')",-0.0205887,-0.0892202,-0.0686315
40,-1.0790548,-1.128888,"('stingy', 'generous')",-1.0790548,-1.128888,-0.0498332
41,-0.03335736,-0.10532831,"('unforgiving', 'forgiving')",-0.0333574,-0.1053283,-0.0719709
42,-1.9863076,-2.11015,"('unreliable', 'reliable')",-1.9863076,-2.1101501,-0.1238425
43,1.4646984,1.224867,"('irresponsible', 'responsible')",1.4646984,1.224867,-0.2398314
44,-1.3281523,-1.4785051,"('prejudiced', 'unprejudiced')",-1.3281523,-1.4785051,-0.1503528
45,0.48791015,0.34961987,"('incompetent', 'competent')",0.4879102,0.3496199,-0.1382903
46,-0.27052444,-0.5246845,"('uncompetitive', 'competitive')",-0.2705244,-0.5246845,-0.2541601
