,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2638425,-1.4400383,"('unsociable', 'sociable')",-0.6381996,-0.7795499,-0.46102718,-0.65190995,-0.7876898,-0.957166,-0.1694762
1,0.46988514,0.36555246,"('unfriendly', 'friendly')",0.0955145,-0.10043985,1.8879051,1.7835869,0.8177683,0.6828998,-0.1348685
2,0.16612762,0.25844222,"('unlikable', 'likable')",0.2765534,0.3622916,0.8459954,0.9359726,0.4295588,0.5189021,0.0893433
3,-1.8987478,-1.8587682,"('repellent', 'pleasant')",0.21877873,0.30301338,0.0036012568,0.08945483,-0.5587893,-0.4887667,0.0700226
4,0.55383736,0.5236731,"('disliked', 'liked')",-0.09398277,-0.10433917,-5.4508677,-5.64501,-1.663671,-1.741892,-0.078221
5,1.7189399,1.7996811,"('distant', 'outgoing')",0.065520875,0.11046731,0.18991454,0.24418816,0.6581251,0.7181122,0.0599871
6,1.3894123,1.4880615,"('distant', 'open')",-0.33662444,-0.3128181,0.81309056,0.87779325,0.6219594,0.6843456,0.0623862
7,-0.2072029,-0.19729646,"('insensitive', 'sensitive')",0.1230693,0.18484244,0.3193309,0.3876794,0.0783991,0.1250751,0.046676
8,0.059152104,-0.050263904,"('unaffectionate', 'affectionate')",-0.4291127,-0.55049396,0.70334274,0.67692626,0.1111274,0.0253895,-0.0857379
9,-0.1337758,-0.1778512,"('unaffectionate', 'caring')",0.022256166,-0.05546467,1.2755963,1.3108846,0.3880255,0.3591896,-0.0288359
10,-2.3802972,-2.4755626,"('unsympathetic', 'sympathetic')",-0.9433062,-0.9429463,-0.7194533,-0.76418144,-1.3476855,-1.3942302,-0.0465447
11,-0.03960883,-0.010381116,"('unhelpful', 'helpful')",1.1212947,1.1821197,1.6313035,1.6484244,0.9043298,0.9400543,0.0357245
12,0.5480633,0.6094073,"('unsupportive', 'supportive')",0.6302987,0.73705256,-1.7252283,-1.7257391,-0.1822888,-0.1264264,0.0558624
13,-0.7692999,-0.79532194,"('impolite', 'polite')",-0.6192439,-0.5667326,-0.7373688,-0.7955816,-0.7086376,-0.7192121,-0.0105745
14,-1.7276387,-1.6884382,"('antisocial', 'social')",0.10445148,0.17915112,-1.1223516,-1.1099888,-0.9151796,-0.873092,0.0420876
15,0.92922187,0.8894902,"('boring', 'funny')",-0.41578418,-0.45258933,0.81344646,0.73014027,0.4422947,0.3890137,-0.053281
16,0.28444842,0.20361644,"('unpopular', 'popular')",0.4044016,0.37198132,0.6566562,0.66677874,0.4485021,0.4141255,-0.0343766
17,0.21664855,0.23780625,"('nasty', 'nice')",-0.1945343,-0.12344432,-0.34462035,-0.3085049,-0.107502,-0.0647143,0.0427877
18,0.03415906,0.12575635,"('disagreeable', 'welcoming')",0.2989561,0.38234472,-0.1898221,-0.16339345,0.0477644,0.1149026,0.0671382
19,0.28411508,0.32262734,"('inhospitable', 'hospitable')",0.020048155,-0.0494976,0.1625051,0.24547008,0.1555561,0.1728666,0.0173105
20,0.8828077,0.83030957,"('rough', 'thoughtful')",1.3568515,1.3816705,0.88461673,0.84431607,1.0414252,1.0187654,-0.0226598
