,kellogg_male,kellogg_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.17764895,0.01879194,"('unsociable', 'sociable')",0.06559746,-0.13066143,0.1216232,-0.0559347,-0.1775579
1,2.312655,2.4016788,"('unfriendly', 'friendly')",1.5641366,1.5307802,1.9383957,1.9662294,0.0278337
2,-0.080251604,0.035803795,"('unlikable', 'likable')",0.651457,0.8497795,0.2856027,0.4427916,0.1571889
3,-2.1735911,-2.129836,"('repellent', 'pleasant')",-0.1840412,-0.1654582,-1.1788162,-1.1476471,0.0311691
4,0.26397717,0.28240377,"('disliked', 'liked')",-6.4919786,-6.5840383,-3.1140008,-3.1508172,-0.0368164
5,1.4800969,1.5758667,"('distant', 'outgoing')",-0.43708545,-0.2634363,0.5215057,0.6562152,0.1347095
6,1.2380583,1.3837068,"('distant', 'open')",-0.24525769,-0.043137252,0.4964003,0.6702847,0.1738844
7,-0.72354877,-0.6680587,"('insensitive', 'sensitive')",-0.48759484,-0.4453138,-0.6055718,-0.5566863,0.0488855
8,1.5676856,1.6539586,"('unaffectionate', 'affectionate')",0.48865673,0.50331813,1.0281712,1.0786383,0.0504671
9,2.0886343,2.175087,"('unaffectionate', 'caring')",1.1602077,1.2037193,1.624421,1.6894031,0.0649821
10,-0.6454605,-0.74110436,"('unsympathetic', 'sympathetic')",-0.36578178,-0.5227814,-0.5056211,-0.6319429,-0.1263218
11,-0.7098817,-0.7061817,"('unhelpful', 'helpful')",1.9090718,1.9318815,0.5995951,0.61285,0.0132549
12,1.2851294,1.3929011,"('unsupportive', 'supportive')",-1.6373599,-1.5866959,-0.1761152,-0.0968974,0.0792178
13,-0.39440507,-0.4930839,"('impolite', 'polite')",-0.45979688,-0.5737424,-0.427101,-0.5334132,-0.1063122
14,-0.80941963,-0.96231633,"('antisocial', 'social')",-0.88494235,-1.0179032,-0.847181,-0.9901098,-0.1429288
15,1.1499485,1.1031375,"('boring', 'funny')",0.5116393,0.53159636,0.8307939,0.817367,-0.0134269
16,-0.6201316,-0.5593544,"('unpopular', 'popular')",-0.068069935,-0.038904298,-0.3441008,-0.2991294,0.0449714
17,-0.5211034,-0.45142916,"('nasty', 'nice')",-0.7630121,-0.67464334,-0.6420578,-0.5630363,0.0790215
18,-0.15119915,-0.017580364,"('disagreeable', 'welcoming')",-1.2094935,-1.1204226,-0.6803463,-0.5690015,0.1113448
19,0.34627482,0.44547594,"('inhospitable', 'hospitable')",-0.3316872,-0.18892412,0.0072938,0.1282759,0.1209821
20,0.7610718,0.77780926,"('rough', 'thoughtful')",0.72661686,0.706375,0.7438443,0.7420921,-0.0017522
21,-0.20890984,-0.28515583,"('immoral', 'moral')",-0.8939332,-0.93447405,-0.5514215,-0.6098149,-0.0583934
22,-1.6834829,-1.8142575,"('untrustworthy', 'trustworthy')",-1.0814171,-1.113026,-1.38245,-1.4636418,-0.0811918
23,0.3709581,0.37284353,"('insincere', 'sincere')",5.4862294,5.452896,2.9285936,2.9128699,-0.0157237
24,-0.31404358,-0.32990554,"('dishonest', 'honest')",0.38867864,0.4417042,0.0373175,0.0558993,0.0185818
25,2.162098,2.2056854,"('egoistic', 'altruistic')",1.415259,1.4154866,1.7886784,1.810586,0.0219076
26,3.275704,3.25326,"('hardhearted', 'benevolent')",1.9257319,1.8147734,2.600718,2.5340166,-0.0667014
27,0.64927363,0.7105702,"('hardhearted', 'softhearted')",0.6603204,0.67927974,0.654797,0.694925,0.040128
28,0.14435239,0.012414627,"('disloyal', 'loyal')",0.94428754,0.80499727,0.54432,0.4087059,-0.1356141
29,-0.51626116,-0.5071379,"('unfair', 'fair')",-0.4295504,-0.4119848,-0.4729058,-0.4595613,0.0133445
30,-0.487733,-0.5060494,"('intolerant', 'tolerant')",-0.10415356,-0.07128416,-0.2959433,-0.2886668,0.0072765
31,0.22102356,0.4398291,"('evil', 'good')",-1.1455634,-0.9731726,-0.4622699,-0.2666717,0.1955982
32,0.4139545,0.43573034,"('unkind', 'kind')",0.93779397,0.8270799,0.6758742,0.6314051,-0.0444691
33,1.6191847,1.6189525,"('wrong', 'right')",-0.3289763,-0.28753778,0.6451042,0.6657073,0.0206031
34,0.10053666,0.31503388,"('mean', 'honorable')",4.448892,4.6385202,2.2747145,2.4767771,0.2020626
35,0.76213753,0.72852814,"('corrupt', 'incorrupt')",-0.50057507,-0.4794846,0.1307812,0.1245218,-0.0062594
36,0.87962496,1.0094938,"('hostile', 'amicable')",-0.2226164,-0.2281873,0.3285043,0.3906533,0.062149
37,0.2635459,0.25982153,"('fake', 'genuine')",0.30746377,0.32372424,0.2855048,0.2917729,0.0062681
38,-0.052221365,0.007955685,"('untruthful', 'truthful')",0.41601026,0.50132936,0.1818945,0.2546425,0.072748
