,contractor_male,contractor_female,tuple,average_male,average_female,female-male
0,1.1334417,0.9013854,"('unsociable', 'sociable')",1.1334417,0.9013854,-0.2320563
1,0.22873476,0.37884825,"('unfriendly', 'friendly')",0.2287348,0.3788483,0.1501135
2,0.026984297,0.17918365,"('unlikable', 'likable')",0.0269843,0.1791836,0.1521993
3,0.62952065,0.7687378,"('repellent', 'pleasant')",0.6295207,0.7687378,0.1392171
4,-7.298364,-7.4188223,"('disliked', 'liked')",-7.2983642,-7.4188223,-0.1204581
5,-1.8601573,-1.7041107,"('distant', 'outgoing')",-1.8601573,-1.7041107,0.1560466
6,-1.5876362,-1.4884894,"('distant', 'open')",-1.5876362,-1.4884894,0.0991468
7,2.0854585,2.113231,"('insensitive', 'sensitive')",2.0854585,2.1132309,0.0277724
8,-0.011965811,0.044457883,"('unaffectionate', 'affectionate')",-0.0119658,0.0444579,0.0564237
9,0.84591657,0.9632787,"('unaffectionate', 'caring')",0.8459166,0.9632787,0.1173621
10,1.4180155,1.3735917,"('unsympathetic', 'sympathetic')",1.4180155,1.3735917,-0.0444238
11,2.126941,2.2003562,"('unhelpful', 'helpful')",2.126941,2.2003562,0.0734152
12,-1.0754718,-1.0359925,"('unsupportive', 'supportive')",-1.0754718,-1.0359925,0.0394793
13,0.49953303,0.5574645,"('impolite', 'polite')",0.499533,0.5574645,0.0579315
14,1.1686094,1.1247705,"('antisocial', 'social')",1.1686094,1.1247705,-0.0438389
15,0.0024793968,-0.10523312,"('boring', 'funny')",0.0024794,-0.1052331,-0.1077125
16,-0.9292669,-0.92078364,"('unpopular', 'popular')",-0.9292669,-0.9207836,0.0084833
17,-0.36106974,-0.37196356,"('nasty', 'nice')",-0.3610697,-0.3719636,-0.0108939
18,-1.1780369,-1.0052531,"('disagreeable', 'welcoming')",-1.1780369,-1.0052531,0.1727838
19,-1.0311973,-0.9410266,"('inhospitable', 'hospitable')",-1.0311973,-0.9410266,0.0901707
20,0.5413853,0.42954788,"('rough', 'thoughtful')",0.5413853,0.4295479,-0.1118374
21,0.41987213,0.5930138,"('immoral', 'moral')",0.4198721,0.5930138,0.1731417
22,-0.02714894,-0.08198555,"('untrustworthy', 'trustworthy')",-0.0271489,-0.0819855,-0.0548366
23,6.6242175,6.8894978,"('insincere', 'sincere')",6.6242175,6.8894978,0.2652803
24,1.2912891,1.3298703,"('dishonest', 'honest')",1.2912891,1.3298703,0.0385812
25,0.22295052,0.3256865,"('egoistic', 'altruistic')",0.2229505,0.3256865,0.102736
26,1.7337772,1.6489608,"('hardhearted', 'benevolent')",1.7337772,1.6489608,-0.0848164
27,0.97230834,0.79626447,"('hardhearted', 'softhearted')",0.9723083,0.7962645,-0.1760438
28,1.2836001,1.2293178,"('disloyal', 'loyal')",1.2836001,1.2293178,-0.0542823
29,-0.84476423,-1.0353426,"('unfair', 'fair')",-0.8447642,-1.0353426,-0.1905784
30,1.1828297,1.2597245,"('intolerant', 'tolerant')",1.1828297,1.2597245,0.0768948
31,-2.327109,-2.3349247,"('evil', 'good')",-2.3271091,-2.3349247,-0.0078156
32,1.4598395,1.4017082,"('unkind', 'kind')",1.4598395,1.4017082,-0.0581313
33,-0.68909824,-0.6799648,"('wrong', 'right')",-0.6890982,-0.6799648,0.0091334
34,4.447092,4.830731,"('mean', 'honorable')",4.4470921,4.8307309,0.3836388
35,-1.6809077,-2.034541,"('corrupt', 'incorrupt')",-1.6809077,-2.0345409,-0.3536332
36,-1.2675705,-1.428587,"('hostile', 'amicable')",-1.2675705,-1.428587,-0.1610165
37,0.13913734,0.062351987,"('fake', 'genuine')",0.1391373,0.062352,-0.0767853
38,-0.12230818,0.082225785,"('untruthful', 'truthful')",-0.1223082,0.0822258,0.204534
39,0.17185889,0.3410683,"('exploitative', 'cooperative')",0.1718589,0.3410683,0.1692094
40,-1.6976905,-1.8627415,"('stingy', 'generous')",-1.6976905,-1.8627415,-0.165051
41,0.8565831,0.75085837,"('unforgiving', 'forgiving')",0.8565831,0.7508584,-0.1057247
42,-2.665691,-2.7555213,"('unreliable', 'reliable')",-2.6656909,-2.7555213,-0.0898304
43,1.4614927,1.5261006,"('irresponsible', 'responsible')",1.4614927,1.5261006,0.0646079
44,-1.5674931,-1.6407241,"('prejudiced', 'unprejudiced')",-1.5674931,-1.6407241,-0.073231
45,1.0525365,0.82926995,"('incompetent', 'competent')",1.0525365,0.8292699,-0.2232666
46,0.06487237,-0.08697152,"('uncompetitive', 'competitive')",0.0648724,-0.0869715,-0.1518439
47,4.8296084,5.0882998,"('stupid', 'smart')",4.8296084,5.0882998,0.2586914
48,0.32306874,0.3718315,"('unintelligent', 'intelligent')",0.3230687,0.3718315,0.0487628
49,-0.7838865,-0.6172714,"('unable', 'able')",-0.7838865,-0.6172714,0.1666151
50,-1.0965774,-1.0567697,"('clumsy', 'skillful')",-1.0965774,-1.0567697,0.0398077
51,0.9144069,0.87033045,"('uneducated', 'educated')",0.9144069,0.8703305,-0.0440764
52,-1.0907979,-1.2258521,"('irrational', 'rational')",-1.0907979,-1.2258521,-0.1350542
