,ferry_male,ferry_female,tuple,average_male,average_female,female-male
0,0.3748843,0.3407166,"('unsociable', 'sociable')",0.3748843,0.3407166,-0.0341677
1,1.5882852,1.5725056,"('unfriendly', 'friendly')",1.5882852,1.5725056,-0.0157796
2,0.58710444,0.732012,"('unlikable', 'likable')",0.5871044,0.732012,0.1449076
3,0.45635748,0.54654634,"('repellent', 'pleasant')",0.4563575,0.5465463,0.0901888
4,-7.155892,-7.0770345,"('disliked', 'liked')",-7.1558919,-7.0770345,0.0788574
5,-0.33383232,-0.24000983,"('distant', 'outgoing')",-0.3338323,-0.2400098,0.0938225
6,0.07335735,0.1437811,"('distant', 'open')",0.0733574,0.1437811,0.0704237
7,1.0951781,1.1285392,"('insensitive', 'sensitive')",1.0951781,1.1285392,0.0333611
8,1.4199914,1.3836533,"('unaffectionate', 'affectionate')",1.4199914,1.3836533,-0.0363381
9,1.9249716,1.98047,"('unaffectionate', 'caring')",1.9249716,1.9804699,0.0554983
10,0.9449183,0.95987093,"('unsympathetic', 'sympathetic')",0.9449183,0.9598709,0.0149526
11,2.1615348,2.2501276,"('unhelpful', 'helpful')",2.1615348,2.2501276,0.0885928
12,-1.0825918,-1.0478818,"('unsupportive', 'supportive')",-1.0825918,-1.0478818,0.03471
13,0.2866576,0.24263036,"('impolite', 'polite')",0.2866576,0.2426304,-0.0440272
14,0.21090071,0.22645009,"('antisocial', 'social')",0.2109007,0.2264501,0.0155494
15,0.639075,0.59419304,"('boring', 'funny')",0.639075,0.594193,-0.044882
16,-0.525454,-0.29538953,"('unpopular', 'popular')",-0.525454,-0.2953895,0.2300645
17,-0.07633728,0.01711273,"('nasty', 'nice')",-0.0763373,0.0171127,0.09345
18,-0.7297257,-0.6607014,"('disagreeable', 'welcoming')",-0.7297257,-0.6607014,0.0690243
19,-0.69118166,-0.57938606,"('inhospitable', 'hospitable')",-0.6911817,-0.5793861,0.1117956
20,0.3754496,0.18691446,"('rough', 'thoughtful')",0.3754496,0.1869145,-0.1885351
