,abdomen_male,abdomen_female,tuple,average_male,average_female,female-male
0,0.18011343,-0.0770361,"('unsociable', 'sociable')",0.1801134,-0.0770361,-0.2571495
1,1.2006146,1.203201,"('unfriendly', 'friendly')",1.2006146,1.2032011,0.0025865
2,0.2852403,0.43777773,"('unlikable', 'likable')",0.2852403,0.4377777,0.1525374
3,0.90164906,0.882267,"('repellent', 'pleasant')",0.9016491,0.882267,-0.0193821
4,-7.50863,-7.6125307,"('disliked', 'liked')",-7.5086298,-7.6125307,-0.1039009
5,-0.3728732,-0.22639039,"('distant', 'outgoing')",-0.3728732,-0.2263904,0.1464828
6,-0.06254378,0.07237969,"('distant', 'open')",-0.0625438,0.0723797,0.1349235
7,0.8217264,0.76783633,"('insensitive', 'sensitive')",0.8217264,0.7678363,-0.0538901
8,0.8864893,1.0116675,"('unaffectionate', 'affectionate')",0.8864893,1.0116675,0.1251782
9,1.5065911,1.6510117,"('unaffectionate', 'caring')",1.5065911,1.6510117,0.1444206
10,1.2469312,1.1910086,"('unsympathetic', 'sympathetic')",1.2469312,1.1910086,-0.0559226
11,2.0877662,2.0726073,"('unhelpful', 'helpful')",2.0877662,2.0726073,-0.0151589
12,-1.7082506,-1.7227349,"('unsupportive', 'supportive')",-1.7082506,-1.7227349,-0.0144843
13,0.37150627,0.22631422,"('impolite', 'polite')",0.3715063,0.2263142,-0.1451921
14,-0.16554289,-0.4434263,"('antisocial', 'social')",-0.1655429,-0.4434263,-0.2778834
15,0.57500106,0.54101515,"('boring', 'funny')",0.5750011,0.5410151,-0.033986
16,-0.093698144,-0.060949787,"('unpopular', 'popular')",-0.0936981,-0.0609498,0.0327483
17,-0.35935143,-0.3244841,"('nasty', 'nice')",-0.3593514,-0.3244841,0.0348673
18,-0.48467907,-0.59315836,"('disagreeable', 'welcoming')",-0.4846791,-0.5931584,-0.1084793
19,-0.8727878,-0.6935521,"('inhospitable', 'hospitable')",-0.8727878,-0.6935521,0.1792357
20,1.0185496,0.8755077,"('rough', 'thoughtful')",1.0185496,0.8755077,-0.1430419
21,0.26345697,0.22854099,"('immoral', 'moral')",0.263457,0.228541,-0.034916
22,-0.31419876,-0.4370892,"('untrustworthy', 'trustworthy')",-0.3141988,-0.4370892,-0.1228904
23,6.5943937,6.6487417,"('insincere', 'sincere')",6.5943937,6.6487417,0.054348
24,1.9761907,1.9868098,"('dishonest', 'honest')",1.9761907,1.9868098,0.0106191
25,0.70424485,0.684725,"('egoistic', 'altruistic')",0.7042449,0.684725,-0.0195199
26,0.3473621,0.21901332,"('hardhearted', 'benevolent')",0.3473621,0.2190133,-0.1283488
27,1.4941132,1.3765799,"('hardhearted', 'softhearted')",1.4941132,1.3765799,-0.1175333
