,contract_male,contract_female,tuple,average_male,average_female,female-male
0,0.6426672,0.6136362,"('unsociable', 'sociable')",0.6426672,0.6136362,-0.029031
1,0.9031987,0.82839847,"('unfriendly', 'friendly')",0.9031987,0.8283985,-0.0748002
2,0.27587917,0.31520855,"('unlikable', 'likable')",0.2758792,0.3152086,0.0393294
3,0.6745479,0.72284013,"('repellent', 'pleasant')",0.6745479,0.7228401,0.0482922
4,-7.45123,-7.522693,"('disliked', 'liked')",-7.45123,-7.5226932,-0.0714632
5,-1.5794472,-1.6239952,"('distant', 'outgoing')",-1.5794472,-1.6239952,-0.044548
6,-0.7667898,-0.86317265,"('distant', 'open')",-0.7667898,-0.8631727,-0.0963829
7,1.239148,1.2587378,"('insensitive', 'sensitive')",1.239148,1.2587378,0.0195898
8,0.699929,0.54726875,"('unaffectionate', 'affectionate')",0.699929,0.5472687,-0.1526603
9,1.3999208,1.3146776,"('unaffectionate', 'caring')",1.3999208,1.3146776,-0.0852432
10,1.2267364,1.2673104,"('unsympathetic', 'sympathetic')",1.2267364,1.2673104,0.040574
11,1.5619292,1.6087462,"('unhelpful', 'helpful')",1.5619292,1.6087462,0.046817
12,-1.7524527,-1.8054724,"('unsupportive', 'supportive')",-1.7524527,-1.8054724,-0.0530197
13,0.17747864,0.18228215,"('impolite', 'polite')",0.1774786,0.1822821,0.0048035
14,0.7450562,0.7373485,"('antisocial', 'social')",0.7450562,0.7373485,-0.0077077
15,-0.14032209,-0.21990481,"('boring', 'funny')",-0.1403221,-0.2199048,-0.0795827
16,-0.6257087,-0.65428114,"('unpopular', 'popular')",-0.6257087,-0.6542811,-0.0285724
17,-0.24975045,-0.2736066,"('nasty', 'nice')",-0.2497505,-0.2736066,-0.0238561
18,-0.7404393,-0.8391212,"('disagreeable', 'welcoming')",-0.7404393,-0.8391212,-0.0986819
19,-1.0634933,-1.0956455,"('inhospitable', 'hospitable')",-1.0634933,-1.0956455,-0.0321522
20,0.69815296,0.64629567,"('rough', 'thoughtful')",0.698153,0.6462957,-0.0518573
21,0.099426195,0.17310587,"('immoral', 'moral')",0.0994262,0.1731059,0.0736797
22,-0.16865128,-0.14708427,"('untrustworthy', 'trustworthy')",-0.1686513,-0.1470843,0.021567
23,6.5725384,6.579804,"('insincere', 'sincere')",6.5725384,6.5798039,0.0072655
24,1.4515071,1.3355742,"('dishonest', 'honest')",1.4515071,1.3355742,-0.1159329
25,0.832003,0.7430793,"('egoistic', 'altruistic')",0.832003,0.7430793,-0.0889237
26,1.4342673,1.4103161,"('hardhearted', 'benevolent')",1.4342673,1.4103161,-0.0239512
27,1.5320208,1.3384312,"('hardhearted', 'softhearted')",1.5320208,1.3384312,-0.1935896
28,1.139596,1.1249236,"('disloyal', 'loyal')",1.139596,1.1249236,-0.0146724
29,-0.813711,-0.9481495,"('unfair', 'fair')",-0.813711,-0.9481495,-0.1344385
30,1.2022121,1.2232937,"('intolerant', 'tolerant')",1.2022121,1.2232937,0.0210816
31,-2.0213873,-2.0525663,"('evil', 'good')",-2.0213873,-2.0525663,-0.031179
32,1.2434069,1.1945177,"('unkind', 'kind')",1.2434069,1.1945177,-0.0488892
