,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0588063,-1.1956847,"('unsociable', 'sociable')",-0.3287059,-0.57218355,-0.6937561,-0.8839341,-0.190178
1,-2.2965243,-2.226678,"('unfriendly', 'friendly')",1.7457117,1.642564,-0.2754063,-0.2920569,-0.0166506
2,0.91727877,0.8953833,"('unlikable', 'likable')",0.7072373,0.77333087,0.812258,0.8343571,0.0220991
3,-0.10058903,0.06988402,"('repellent', 'pleasant')",0.3122502,0.34155685,0.1058306,0.2057204,0.0998898
4,-0.1651385,-0.12925649,"('disliked', 'liked')",-6.0963135,-6.0710983,-3.1307261,-3.1001773,0.0305488
5,-1.5235915,-1.4169471,"('distant', 'outgoing')",-0.4196811,-0.347859,-0.9716363,-0.8824031,0.0892332
6,-1.8419001,-1.6761894,"('distant', 'open')",-0.04644642,0.028907046,-0.9441733,-0.8236412,0.1205321
7,-0.30308643,-0.24297959,"('insensitive', 'sensitive')",0.38599432,0.38008946,0.0414539,0.0685549,0.027101
8,-2.031169,-1.9508404,"('unaffectionate', 'affectionate')",0.743152,0.73083794,-0.6440085,-0.6100012,0.0340073
9,-2.3664043,-2.3133438,"('unaffectionate', 'caring')",0.8044058,0.8133221,-0.7809992,-0.7500108,0.0309884
10,-0.74135417,-0.6931351,"('unsympathetic', 'sympathetic')",-0.49880782,-0.55187106,-0.620081,-0.622503,-0.002422
11,-0.07740016,-0.1140564,"('unhelpful', 'helpful')",1.7182317,1.7768493,0.8204157,0.8313965,0.0109808
12,-1.2042166,-1.0025268,"('unsupportive', 'supportive')",-2.0044627,-1.939614,-1.6043396,-1.4710704,0.1332692
13,0.31665808,0.12733954,"('impolite', 'polite')",-0.4842244,-0.4824099,-0.0837832,-0.1775352,-0.093752
14,0.5806053,0.5334798,"('antisocial', 'social')",-0.30033776,-0.44623622,0.1401338,0.0436218,-0.096512
15,-0.018949075,-0.16777682,"('boring', 'funny')",0.67139316,0.6090832,0.326222,0.2206532,-0.1055688
16,-0.3866353,-0.31342697,"('unpopular', 'popular')",0.7630226,0.7145889,0.1881936,0.200581,0.0123874
17,-0.05800289,0.0059114806,"('nasty', 'nice')",-0.21828534,-0.15104519,-0.1381441,-0.0725669,0.0655772
18,-0.45410436,-0.33998555,"('disagreeable', 'welcoming')",-0.2741481,-0.2615511,-0.3641262,-0.3007683,0.0633579
19,-1.5042981,-1.4206709,"('inhospitable', 'hospitable')",-0.24796548,-0.07424826,-0.8761318,-0.7474596,0.1286722
20,0.7116431,0.7555338,"('rough', 'thoughtful')",1.0926963,1.0224091,0.9021697,0.8889714,-0.0131983
21,0.6533682,0.60762143,"('immoral', 'moral')",-0.43892843,-0.4219506,0.1072199,0.0928354,-0.0143845
22,0.13981424,0.1566755,"('untrustworthy', 'trustworthy')",-1.052918,-1.1597389,-0.4565518,-0.5015317,-0.0449799
23,-0.70063955,-0.72251934,"('insincere', 'sincere')",5.481142,5.3259654,2.3902512,2.301723,-0.0885282
24,-0.18233776,-0.22029889,"('dishonest', 'honest')",0.66212904,0.60629046,0.2398956,0.1929958,-0.0468998
25,-0.53155535,-0.518507,"('egoistic', 'altruistic')",1.5031459,1.4083256,0.4857953,0.4449093,-0.040886
26,-0.48904043,-0.5223375,"('hardhearted', 'benevolent')",1.8255069,1.6400094,0.6682333,0.558836,-0.1093973
27,-0.5140134,-0.35749558,"('hardhearted', 'softhearted')",1.2948296,1.2768165,0.3904081,0.4596605,0.0692524
28,-0.64457935,-0.6939082,"('disloyal', 'loyal')",1.0793059,0.9490885,0.2173633,0.1275901,-0.0897732
29,-0.50737274,-0.51580215,"('unfair', 'fair')",-0.624068,-0.8151626,-0.5657204,-0.6654824,-0.099762
30,0.8127631,0.7053795,"('intolerant', 'tolerant')",1.5638788,1.5674874,1.1883209,1.1364334,-0.0518875
31,-1.7821761,-1.5961097,"('evil', 'good')",-1.0372944,-1.1510533,-1.4097352,-1.3735815,0.0361537
32,-0.27694276,-0.39168158,"('unkind', 'kind')",1.0659171,0.86984295,0.3944872,0.2390807,-0.1554065
33,-0.117221355,-0.16938497,"('wrong', 'right')",-0.7188282,-0.77543736,-0.4180248,-0.4724112,-0.0543864
34,0.14123645,0.29021424,"('mean', 'honorable')",6.0472555,6.195842,3.0942459,3.2430279,0.148782
35,-0.2653944,-0.31448132,"('corrupt', 'incorrupt')",-0.2445458,-0.37766343,-0.2549701,-0.3460724,-0.0911023
36,-1.3945467,-1.3165637,"('hostile', 'amicable')",0.24450031,0.036928408,-0.5750232,-0.6398177,-0.0647945
37,0.34072474,0.33068058,"('fake', 'genuine')",0.3142654,0.31324005,0.3274951,0.3219603,-0.0055348
38,-1.3566928,-1.342008,"('untruthful', 'truthful')",-0.14296336,-0.03890097,-0.7498281,-0.6904545,0.0593736
39,0.9006465,0.82749844,"('exploitative', 'cooperative')",0.16949405,0.1835464,0.5350703,0.5055224,-0.0295479
40,-0.14833194,-0.13983107,"('stingy', 'generous')",-1.7012863,-1.8707694,-0.9248091,-1.0053003,-0.0804912
41,-0.26717022,-0.14055346,"('unforgiving', 'forgiving')",0.20675816,0.12729786,-0.030206,-0.0066278,0.0235782
42,0.9648074,1.091443,"('unreliable', 'reliable')",-3.1471539,-2.9903407,-1.0911732,-0.9494489,0.1417243
43,-0.5018918,-0.46921524,"('irresponsible', 'responsible')",0.44008842,0.41602045,-0.0309017,-0.0265974,0.0043043
44,1.159681,1.0479217,"('prejudiced', 'unprejudiced')",-1.441118,-1.4179567,-0.1407185,-0.1850175,-0.044299
45,-0.3910144,-0.27303177,"('incompetent', 'competent')",-0.02949167,-0.11357343,-0.210253,-0.1933026,0.0169504
46,0.13130231,0.23741795,"('uncompetitive', 'competitive')",-0.50025815,-0.4804502,-0.1844779,-0.1215161,0.0629618
47,0.46191952,0.48636904,"('stupid', 'smart')",5.586894,5.597392,3.0244067,3.0418806,0.0174739
48,-0.22361612,-0.21087249,"('unintelligent', 'intelligent')",0.86691934,0.88030356,0.3216516,0.3347155,0.0130639
49,-0.19986306,0.050039664,"('unable', 'able')",-0.08523227,0.080226876,-0.1425477,0.0651333,0.207681
50,0.29704612,0.40989926,"('clumsy', 'skillful')",0.20585981,0.23222217,0.251453,0.3210607,0.0696077
51,-0.3876432,-0.54160583,"('uneducated', 'educated')",0.3675549,0.27698752,-0.0100441,-0.1323092,-0.1222651
52,-0.6470317,-0.8228625,"('irrational', 'rational')",0.2710364,0.059667215,-0.1879977,-0.3815976,-0.1935999
53,-1.3419963,-1.2465147,"('uncreative', 'creative')",0.72884333,0.6824368,-0.3065765,-0.2820389,0.0245376
54,-0.51092803,-0.5849745,"('incapable', 'capable')",1.1574574,1.1993943,0.3232647,0.3072099,-0.0160548
55,0.36359864,0.42488217,"('incompetent', 'clever')",0.16162463,0.11995443,0.2626116,0.2724183,0.0098067
56,0.7509248,0.6351708,"('impractical', 'practical')",0.19099595,0.21592952,0.4709604,0.4255502,-0.0454102
57,-0.32575905,-0.35297477,"('unimaginative', 'imaginative')",-2.3821528,-2.438216,-1.353956,-1.3955953,-0.0416393
58,-0.7945597,-0.7248664,"('undiscriminating', 'discriminating')",0.103918396,0.070580244,-0.3453207,-0.3271431,0.0181776
59,-0.5024785,-0.49863687,"('foolish', 'wise')",0.26709953,0.25144282,-0.1176895,-0.123597,-0.0059075
60,0.98417836,0.9952309,"('inefficient', 'efficient')",-0.04345917,0.15727837,0.4703596,0.5762547,0.1058951
