,gap_male,gap_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.73095846,-0.79643756,"('unsociable', 'sociable')",-0.49504572,-0.60630614,-0.6130021,-0.7013718,-0.0883697
1,0.8270037,0.79989994,"('unfriendly', 'friendly')",1.8846143,1.7527107,1.355809,1.2763053,-0.0795037
2,-0.90205866,-0.92939955,"('unlikable', 'likable')",0.19820407,0.19170064,-0.3519273,-0.3688495,-0.0169222
3,0.52999616,0.7179863,"('repellent', 'pleasant')",0.0047655413,0.083716005,0.2673809,0.4008511,0.1334702
4,-1.0111634,-1.0796106,"('disliked', 'liked')",-6.2508335,-6.29734,-3.6309984,-3.6884751,-0.0574767
5,-0.8540702,-0.82779634,"('distant', 'outgoing')",0.2408211,0.23796493,-0.3066245,-0.2949157,0.0117088
6,-0.4086168,-0.37439674,"('distant', 'open')",0.41027614,0.3918262,0.0008297,0.0087147,0.007885
7,0.79256886,0.8054325,"('insensitive', 'sensitive')",0.64401126,0.6893187,0.7182901,0.7473756,0.0290855
8,-0.06760691,-0.073801756,"('unaffectionate', 'affectionate')",1.0255411,0.93295866,0.4789671,0.4295785,-0.0493886
9,0.79171157,0.849805,"('unaffectionate', 'caring')",1.1038916,1.0834537,0.9478016,0.9666293,0.0188277
10,0.84522116,0.87871075,"('unsympathetic', 'sympathetic')",-0.7648468,-0.7834477,0.0401872,0.0476315,0.0074443
11,0.43000343,0.53820133,"('unhelpful', 'helpful')",1.6847385,1.8202922,1.057371,1.1792468,0.1218758
12,0.64224654,0.76178944,"('unsupportive', 'supportive')",-1.5432832,-1.5376292,-0.4505183,-0.3879199,0.0625984
13,-0.336103,-0.4544019,"('impolite', 'polite')",-0.84490985,-0.8870699,-0.5905064,-0.6707359,-0.0802295
14,-0.9652518,-1.0355716,"('antisocial', 'social')",-0.64342016,-0.6904365,-0.804336,-0.863004,-0.058668
15,-0.5970808,-0.72691315,"('boring', 'funny')",0.51656055,0.5071977,-0.0402601,-0.1098577,-0.0695976
16,-1.6464217,-1.601622,"('unpopular', 'popular')",0.20821448,0.28031534,-0.7191036,-0.6606534,0.0584502
17,-0.18135379,-0.1817899,"('nasty', 'nice')",-0.29023454,-0.26227155,-0.2357942,-0.2220307,0.0137635
18,-1.7815588,-1.8063974,"('disagreeable', 'welcoming')",-0.28018495,-0.33884725,-1.0308719,-1.0726223,-0.0417504
19,-1.4173163,-1.4195855,"('inhospitable', 'hospitable')",0.1061487,0.112126015,-0.6555838,-0.6537297,0.0018541
20,0.02832994,0.028745733,"('rough', 'thoughtful')",0.9618665,0.9247524,0.4950982,0.4767491,-0.0183491
21,-0.23735775,-0.32228616,"('immoral', 'moral')",-0.5915085,-0.55335945,-0.4144331,-0.4378228,-0.0233897
22,-0.7954203,-0.9299741,"('untrustworthy', 'trustworthy')",-0.9257158,-0.95634377,-0.860568,-0.9431589,-0.0825909
23,0.59228665,0.61922425,"('insincere', 'sincere')",5.784027,5.812784,3.1881568,3.2160041,0.0278473
24,0.6523414,0.5589151,"('dishonest', 'honest')",0.6018412,0.526761,0.6270913,0.542838,-0.0842533
25,-0.47982678,-0.44049603,"('egoistic', 'altruistic')",1.6785651,1.6623542,0.5993692,0.6109291,0.0115599
26,0.5400386,0.40298465,"('hardhearted', 'benevolent')",1.5291374,1.4033585,1.034588,0.9031715,-0.1314165
27,1.6495283,1.672313,"('hardhearted', 'softhearted')",1.4735773,1.3964999,1.5615528,1.5344064,-0.0271464
28,-0.19316965,-0.21932495,"('disloyal', 'loyal')",1.1744201,1.0701689,0.4906252,0.425422,-0.0652032
29,-0.92789376,-0.96961796,"('unfair', 'fair')",-0.37082684,-0.56036496,-0.6493603,-0.7649915,-0.1156312
30,0.45377165,0.38530138,"('intolerant', 'tolerant')",1.1474038,1.0778091,0.8005878,0.7315552,-0.0690326
31,-1.1473604,-1.1058973,"('evil', 'good')",-0.61318237,-0.65638125,-0.8802714,-0.8811393,-0.0008679
32,0.26029575,0.20375215,"('unkind', 'kind')",0.870257,0.67909235,0.5652764,0.4414223,-0.1238541
33,0.576652,0.4766857,"('wrong', 'right')",-0.20972171,-0.31709963,0.1834651,0.079793,-0.1036721
34,-0.10977941,-0.017712355,"('mean', 'honorable')",5.6079392,5.785951,2.7490799,2.8841195,0.1350396
35,-1.413818,-1.4974055,"('corrupt', 'incorrupt')",-0.015751483,-0.1532088,-0.7147847,-0.8253072,-0.1105225
36,-1.5946311,-1.633817,"('hostile', 'amicable')",0.046790175,-0.14474878,-0.7739205,-0.8892829,-0.1153624
37,-0.7031908,-0.7534683,"('fake', 'genuine')",0.6096715,0.5651377,-0.0467597,-0.0941653,-0.0474056
38,-0.35838556,-0.32746056,"('untruthful', 'truthful')",0.07102126,0.1349514,-0.1436822,-0.0962546,0.0474276
39,1.4055835,1.342718,"('exploitative', 'cooperative')",0.07826439,0.021879807,0.7419239,0.6822989,-0.059625
40,-0.5146261,-0.5774791,"('stingy', 'generous')",-1.3539631,-1.4426227,-0.9342946,-1.0100509,-0.0757563
41,-0.345136,-0.34228572,"('unforgiving', 'forgiving')",-0.122376315,-0.20493302,-0.2337562,-0.2736094,-0.0398532
42,-0.8571994,-0.8320868,"('unreliable', 'reliable')",-3.5147898,-3.4966903,-2.1859946,-2.1643887,0.0216059
43,0.5410976,0.61952573,"('irresponsible', 'responsible')",0.58466417,0.5371196,0.5628809,0.5783226,0.0154417
44,-1.7688304,-1.8128757,"('prejudiced', 'unprejudiced')",-1.3712517,-1.3793464,-1.5700411,-1.5961111,-0.02607
45,-1.4650847,-1.4344349,"('incompetent', 'competent')",-0.3063672,-0.24740854,-0.8857259,-0.8409217,0.0448042
46,0.91410804,0.9735313,"('uncompetitive', 'competitive')",-0.75472325,-0.79465944,0.0796924,0.0894359,0.0097435
47,0.20249349,0.21878277,"('stupid', 'smart')",5.1475067,5.257625,2.6750002,2.738204,0.0632038
48,0.16300301,0.122274235,"('unintelligent', 'intelligent')",0.52558607,0.53308773,0.3442945,0.327681,-0.0166135
49,-0.9867303,-0.9291838,"('unable', 'able')",-0.1551069,-0.031614456,-0.5709186,-0.4803991,0.0905195
50,-1.948629,-1.9039363,"('clumsy', 'skillful')",0.152892,0.17544098,-0.8978685,-0.8642476,0.0336209
51,-1.5345097,-1.6694497,"('uneducated', 'educated')",0.23292786,0.14268325,-0.6507909,-0.7633832,-0.1125923
52,-0.4617791,-0.5896152,"('irrational', 'rational')",0.3192396,0.17674609,-0.0712698,-0.2064346,-0.1351648
53,-0.9811355,-0.984162,"('uncreative', 'creative')",0.4983396,0.45737955,-0.2413979,-0.2633912,-0.0219933
54,-1.1096185,-1.163855,"('incapable', 'capable')",1.0348911,1.0341232,-0.0373637,-0.0648659,-0.0275022
