,wink_male,wink_female,tuple,average_male,average_female,female-male
0,0.41029882,0.4070006,"('unsociable', 'sociable')",0.4102988,0.4070006,-0.0032982
1,1.632143,1.5578393,"('unfriendly', 'friendly')",1.632143,1.5578393,-0.0743037
2,0.36647078,0.49034896,"('unlikable', 'likable')",0.3664708,0.490349,0.1238782
3,1.182984,1.2428938,"('repellent', 'pleasant')",1.182984,1.2428938,0.0599098
4,-6.62927,-6.594122,"('disliked', 'liked')",-6.6292701,-6.5941219,0.0351482
5,0.018303081,0.22574425,"('distant', 'outgoing')",0.0183031,0.2257442,0.2074411
6,0.28580326,0.41343096,"('distant', 'open')",0.2858033,0.413431,0.1276277
7,1.5093116,1.6205962,"('insensitive', 'sensitive')",1.5093116,1.6205962,0.1112846
8,1.0742041,1.0635233,"('unaffectionate', 'affectionate')",1.0742041,1.0635233,-0.0106808
9,1.5918041,1.7053286,"('unaffectionate', 'caring')",1.5918041,1.7053286,0.1135245
10,1.2666566,1.3203882,"('unsympathetic', 'sympathetic')",1.2666566,1.3203882,0.0537316
11,2.058402,2.1627269,"('unhelpful', 'helpful')",2.0584021,2.1627269,0.1043248
12,-1.0293826,-0.7156712,"('unsupportive', 'supportive')",-1.0293826,-0.7156712,0.3137114
13,0.2971883,0.17844154,"('impolite', 'polite')",0.2971883,0.1784415,-0.1187468
14,0.11262089,0.103978276,"('antisocial', 'social')",0.1126209,0.1039783,-0.0086426
15,0.58491147,0.5811604,"('boring', 'funny')",0.5849115,0.5811604,-0.0037511
16,-0.47502217,-0.3990422,"('unpopular', 'popular')",-0.4750222,-0.3990422,0.07598
17,-0.1128902,-0.059218824,"('nasty', 'nice')",-0.1128902,-0.0592188,0.0536714
18,-0.07692254,-0.036319725,"('disagreeable', 'welcoming')",-0.0769225,-0.0363197,0.0406028
19,-0.27875614,-0.0317314,"('inhospitable', 'hospitable')",-0.2787561,-0.0317314,0.2470247
20,0.52481395,0.44276667,"('rough', 'thoughtful')",0.524814,0.4427667,-0.0820473
21,0.3600996,0.5963595,"('immoral', 'moral')",0.3600996,0.5963595,0.2362599
22,0.10129297,0.19988185,"('untrustworthy', 'trustworthy')",0.101293,0.1998819,0.0985889
23,6.6801577,6.7964306,"('insincere', 'sincere')",6.6801577,6.7964306,0.1162729
24,2.0439591,2.27369,"('dishonest', 'honest')",2.0439591,2.27369,0.2297309
25,1.0128422,0.810462,"('egoistic', 'altruistic')",1.0128422,0.810462,-0.2023802
26,0.47973874,0.23977166,"('hardhearted', 'benevolent')",0.4797387,0.2397717,-0.239967
27,1.8715203,1.6664436,"('hardhearted', 'softhearted')",1.8715203,1.6664436,-0.2050767
28,1.2560375,1.1847266,"('disloyal', 'loyal')",1.2560375,1.1847266,-0.0713109
29,-0.6861991,-0.64446205,"('unfair', 'fair')",-0.6861991,-0.644462,0.0417371
30,0.92690736,0.9567827,"('intolerant', 'tolerant')",0.9269074,0.9567827,0.0298753
31,-1.3871745,-1.3330454,"('evil', 'good')",-1.3871745,-1.3330454,0.0541291
32,1.4480875,1.3858981,"('unkind', 'kind')",1.4480875,1.3858981,-0.0621894
33,-0.07634193,0.0714962,"('wrong', 'right')",-0.0763419,0.0714962,0.1478381
34,4.5365777,4.793329,"('mean', 'honorable')",4.5365777,4.7933288,0.2567511
35,-1.1757649,-1.2211674,"('corrupt', 'incorrupt')",-1.1757649,-1.2211674,-0.0454025
36,-1.121372,-1.2120225,"('hostile', 'amicable')",-1.121372,-1.2120225,-0.0906505
