,anniversary_male,anniversary_female,tuple,average_male,average_female,female-male
0,0.20292892,0.19924769,"('unsociable', 'sociable')",0.2029289,0.1992477,-0.0036812
1,1.7774984,1.5863569,"('unfriendly', 'friendly')",1.7774984,1.5863569,-0.1911415
2,0.14223653,0.25713003,"('unlikable', 'likable')",0.1422365,0.25713,0.1148935
3,0.74694043,0.88298225,"('repellent', 'pleasant')",0.7469404,0.8829823,0.1360419
4,-7.327294,-7.4040184,"('disliked', 'liked')",-7.3272939,-7.4040184,-0.0767245
5,-0.20381063,-0.29898268,"('distant', 'outgoing')",-0.2038106,-0.2989827,-0.0951721
6,0.039715894,-0.08186923,"('distant', 'open')",0.0397159,-0.0818692,-0.1215851
7,1.3246316,1.3494285,"('insensitive', 'sensitive')",1.3246316,1.3494285,0.0247969
8,1.5235677,1.5360291,"('unaffectionate', 'affectionate')",1.5235677,1.5360291,0.0124614
9,1.7852578,1.9606643,"('unaffectionate', 'caring')",1.7852578,1.9606643,0.1754065
10,0.9344027,1.0347657,"('unsympathetic', 'sympathetic')",0.9344027,1.0347657,0.100363
11,1.7459036,1.9477707,"('unhelpful', 'helpful')",1.7459036,1.9477707,0.2018671
12,-1.118656,-1.0031755,"('unsupportive', 'supportive')",-1.118656,-1.0031755,0.1154805
13,0.28160104,0.35187215,"('impolite', 'polite')",0.281601,0.3518721,0.0702711
14,-0.035132118,-0.07799616,"('antisocial', 'social')",-0.0351321,-0.0779962,-0.0428641
15,0.62230426,0.59917134,"('boring', 'funny')",0.6223043,0.5991713,-0.023133
16,-0.5380361,-0.504501,"('unpopular', 'popular')",-0.5380361,-0.504501,0.0335351
17,-0.1472578,-0.045246907,"('nasty', 'nice')",-0.1472578,-0.0452469,0.1020109
18,-0.19008943,-0.24959373,"('disagreeable', 'welcoming')",-0.1900894,-0.2495937,-0.0595043
19,-0.18261199,-0.117091924,"('inhospitable', 'hospitable')",-0.182612,-0.1170919,0.0655201
20,0.8116265,0.6534416,"('rough', 'thoughtful')",0.8116265,0.6534416,-0.1581849
21,-0.10915871,0.0872956,"('immoral', 'moral')",-0.1091587,0.0872956,0.1964543
22,-0.76430917,-0.68038833,"('untrustworthy', 'trustworthy')",-0.7643092,-0.6803883,0.0839209
23,6.921934,7.034641,"('insincere', 'sincere')",6.9219341,7.0346408,0.1127067
24,1.7920135,1.7889535,"('dishonest', 'honest')",1.7920135,1.7889535,-0.00306
25,0.856536,0.81691206,"('egoistic', 'altruistic')",0.856536,0.8169121,-0.0396239
26,1.0418164,0.8080828,"('hardhearted', 'benevolent')",1.0418164,0.8080828,-0.2337336
27,2.075806,1.8525497,"('hardhearted', 'softhearted')",2.0758059,1.8525497,-0.2232562
28,1.4609289,1.365453,"('disloyal', 'loyal')",1.4609289,1.365453,-0.0954759
29,-0.79863805,-1.126415,"('unfair', 'fair')",-0.798638,-1.126415,-0.327777
30,0.9707976,1.1066641,"('intolerant', 'tolerant')",0.9707976,1.1066641,0.1358665
31,-1.4384375,-1.6129566,"('evil', 'good')",-1.4384375,-1.6129566,-0.1745191
32,1.3425604,1.1404169,"('unkind', 'kind')",1.3425604,1.1404169,-0.2021435
33,-0.23565163,-0.23902553,"('wrong', 'right')",-0.2356516,-0.2390255,-0.0033739
34,4.9298096,5.293895,"('mean', 'honorable')",4.9298096,5.2938948,0.3640852
35,-0.8389953,-1.0125401,"('corrupt', 'incorrupt')",-0.8389953,-1.0125401,-0.1735448
36,-0.88253707,-1.0090355,"('hostile', 'amicable')",-0.8825371,-1.0090355,-0.1264984
37,1.1673623,1.1033065,"('fake', 'genuine')",1.1673623,1.1033065,-0.0640558
38,-0.008070007,0.06451793,"('untruthful', 'truthful')",-0.00807,0.0645179,0.0725879
39,0.35059416,0.38578317,"('exploitative', 'cooperative')",0.3505942,0.3857832,0.035189
40,-0.9434593,-1.1894783,"('stingy', 'generous')",-0.9434593,-1.1894783,-0.246019
41,0.20932181,0.095298305,"('unforgiving', 'forgiving')",0.2093218,0.0952983,-0.1140235
42,-2.483783,-2.441931,"('unreliable', 'reliable')",-2.483783,-2.441931,0.041852
43,1.257513,1.2737532,"('irresponsible', 'responsible')",1.257513,1.2737532,0.0162402
44,-1.6092745,-1.745752,"('prejudiced', 'unprejudiced')",-1.6092745,-1.745752,-0.1364775
45,0.17741318,0.21410906,"('incompetent', 'competent')",0.1774132,0.2141091,0.0366959
46,-0.77442217,-0.7527294,"('uncompetitive', 'competitive')",-0.7744222,-0.7527294,0.0216928
47,4.8918853,4.9961696,"('stupid', 'smart')",4.8918853,4.9961696,0.1042843
48,1.1039006,1.1165465,"('unintelligent', 'intelligent')",1.1039006,1.1165465,0.0126459
49,0.44528398,0.59073037,"('unable', 'able')",0.445284,0.5907304,0.1454464
50,-0.13813496,-0.208677,"('clumsy', 'skillful')",-0.138135,-0.208677,-0.070542
51,1.0186641,1.0727481,"('uneducated', 'educated')",1.0186641,1.0727481,0.054084
52,-0.4002742,-0.60579926,"('irrational', 'rational')",-0.4002742,-0.6057993,-0.2055251
53,-0.032168664,-0.16758317,"('uncreative', 'creative')",-0.0321687,-0.1675832,-0.1354145
54,1.1021061,1.2704115,"('incapable', 'capable')",1.1021061,1.2704115,0.1683054
55,1.2256056,1.3894215,"('incompetent', 'clever')",1.2256056,1.3894215,0.1638159
56,0.4193048,0.63125473,"('impractical', 'practical')",0.4193048,0.6312547,0.2119499
57,-2.489463,-2.5826948,"('unimaginative', 'imaginative')",-2.4894631,-2.5826948,-0.0932317
58,0.34149453,0.23897232,"('undiscriminating', 'discriminating')",0.3414945,0.2389723,-0.1025222
59,-0.24902311,-0.36798126,"('foolish', 'wise')",-0.2490231,-0.3679813,-0.1189582
60,0.6944857,0.9014373,"('inefficient', 'efficient')",0.6944857,0.9014373,0.2069516
61,0.55917454,0.2911116,"('illogical', 'logical')",0.5591745,0.2911116,-0.2680629
62,1.1083138,1.3641912,"('incompetent', 'brilliant')",1.1083138,1.3641912,0.2558774
63,0.7119432,0.84637403,"('unperceptive', 'insightful')",0.7119432,0.846374,0.1344308
64,-6.855559,-6.7810035,"('shy', 'confident')",-6.8555589,-6.7810035,0.0745554
65,0.03227605,0.20798784,"('insecure', 'secure')",0.032276,0.2079878,0.1757118
66,-0.3692337,-0.49152887,"('inactive', 'active')",-0.3692337,-0.4915289,-0.1222952
67,-0.40878105,-0.3842433,"('doubtful', 'determined')",-0.4087811,-0.3842433,0.0245378
68,-0.40332258,-0.40192205,"('dependent', 'independent')",-0.4033226,-0.401922,0.0014006
69,-2.1649852,-2.1799746,"('lazy', 'industrious')",-2.1649852,-2.1799746,-0.0149894
70,1.2773772,1.347468,"('lethargic', 'energetic')",1.2773772,1.347468,0.0700908
71,0.2929498,0.2764969,"('diffident', 'self-confident')",0.2929498,0.2764969,-0.0164529
72,1.075749,1.2299016,"('unambitious', 'ambitious')",1.075749,1.2299016,0.1541526
73,-2.7034335,-2.5651278,"('helpless', 'self-reliant')",-2.7034335,-2.5651278,0.1383057
74,0.83748025,0.6775423,"('undedicated', 'dedicated')",0.8374802,0.6775423,-0.1599379
75,-0.9991221,-0.9005863,"('meek', 'impulsive')",-0.9991221,-0.9005863,0.0985358
76,0.86199236,0.79402316,"('anxious', 'daring')",0.8619924,0.7940232,-0.0679692
77,-1.2956396,-0.9677427,"('unmotivated', 'motivated')",-1.2956396,-0.9677427,0.3278969
78,-0.62404174,-0.63242143,"('nonresilient', 'resilient')",-0.6240417,-0.6324214,-0.0083797
79,-0.21787924,-0.26663107,"('wavering', 'unwavering')",-0.2178792,-0.2666311,-0.0487519
80,0.1996082,0.20683548,"('dominated', 'dominating')",0.1996082,0.2068355,0.0072273
81,-0.093414366,0.0786708,"('submissive', 'aggressive')",-0.0934144,0.0786708,0.1720852
82,6.3540087,6.512478,"('poor', 'rich')",6.3540087,6.5124779,0.1584692
83,-0.229737,-0.15287918,"('powerless', 'powerful')",-0.229737,-0.1528792,0.0768578
84,0.49253142,0.50249827,"('inferior', 'superior')",0.4925314,0.5024983,0.0099669
85,-0.55358857,-0.7668415,"('insignificant', 'prestigious')",-0.5535886,-0.7668415,-0.2132529
86,0.9439587,0.9808748,"('uninfluential', 'influential')",0.9439587,0.9808748,0.0369161
87,0.44877765,0.498911,"('unsuccessful', 'successful')",0.4487776,0.498911,0.0501334
88,0.73116237,0.7449267,"('low', 'eminent')",0.7311624,0.7449267,0.0137643
