,fortinet_male,fortinet_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.07303743,-0.012161221,"('unsociable', 'sociable')",-0.21101023,-0.38062662,-0.1420238,-0.1963939,-0.0543701
1,-1.8546122,-1.989347,"('unfriendly', 'friendly')",1.802659,1.7109287,-0.0259766,-0.1392092,-0.1132326
2,0.92443895,1.0022619,"('unlikable', 'likable')",0.45466217,0.589084,0.6895506,0.795673,0.1061224
3,0.016838197,0.20781708,"('repellent', 'pleasant')",0.33669692,0.44908604,0.1767676,0.3284516,0.151684
4,-1.0404577,-1.1183213,"('disliked', 'liked')",-6.3626757,-6.515775,-3.7015667,-3.8170483,-0.1154816
5,-1.0368965,-1.1243212,"('distant', 'outgoing')",-0.2812701,-0.30575576,-0.6590832,-0.7150385,-0.0559553
6,-1.5065423,-1.5831982,"('distant', 'open')",0.10895184,0.12852024,-0.6987953,-0.727339,-0.0285437
7,-0.3257004,-0.08575814,"('insensitive', 'sensitive')",0.7917988,0.84070885,0.2330492,0.3774754,0.1444262
8,-1.4639046,-1.5263689,"('unaffectionate', 'affectionate')",1.1244371,1.0222633,-0.1697338,-0.2520528,-0.082319
9,-1.699826,-1.7140326,"('unaffectionate', 'caring')",1.0955739,1.0285593,-0.302126,-0.3427367,-0.0406107
10,0.078178965,0.21421948,"('unsympathetic', 'sympathetic')",-0.23849852,-0.27790508,-0.0801598,-0.0318428,0.048317
11,-0.23884802,-0.12394395,"('unhelpful', 'helpful')",1.2631311,1.3560232,0.5121416,0.6160396,0.103898
12,-0.5449274,-0.36825863,"('unsupportive', 'supportive')",-1.6918707,-1.7027571,-1.118399,-1.0355079,0.0828911
13,0.20508167,0.32290575,"('impolite', 'polite')",-0.6066519,-0.49712735,-0.2007851,-0.0871108,0.1136743
14,1.2595528,1.3870028,"('antisocial', 'social')",-0.15058699,-0.21706769,0.5544829,0.5849676,0.0304847
15,0.13184364,0.06321545,"('boring', 'funny')",0.60157806,0.6020536,0.3667108,0.3326345,-0.0340763
16,-0.9577451,-0.9478286,"('unpopular', 'popular')",0.054203153,0.15910806,-0.451771,-0.3943603,0.0574107
17,-0.33772513,-0.2524046,"('nasty', 'nice')",-0.50785124,-0.44808492,-0.4227882,-0.3502448,0.0725434
18,-0.6945389,-0.64819336,"('disagreeable', 'welcoming')",-0.3971328,-0.39518213,-0.5458359,-0.5216877,0.0241482
19,-0.9428501,-0.9208625,"('inhospitable', 'hospitable')",0.086857274,0.23712385,-0.4279964,-0.3418693,0.0861271
20,0.68412846,0.72101206,"('rough', 'thoughtful')",1.0676471,0.97567654,0.8758878,0.8483443,-0.0275435
21,1.0060428,1.0883971,"('immoral', 'moral')",-0.51205915,-0.4870653,0.2469918,0.3006659,0.0536741
22,0.8703432,0.92084205,"('untrustworthy', 'trustworthy')",-0.7496961,-0.82621413,0.0603236,0.047314,-0.0130096
23,-0.024290822,0.105145656,"('insincere', 'sincere')",5.33142,5.3573494,2.6535645,2.7312474,0.0776829
24,-0.09657089,-0.03274671,"('dishonest', 'honest')",0.66687304,0.6317711,0.2851511,0.2995122,0.0143611
25,-0.47317627,-0.54137737,"('egoistic', 'altruistic')",1.7528888,1.7278526,0.6398563,0.5932376,-0.0466187
26,-0.08861848,-0.20572425,"('hardhearted', 'benevolent')",2.1029356,2.0297387,1.0071585,0.9120072,-0.0951513
27,-1.0610579,-1.0322269,"('hardhearted', 'softhearted')",1.5110338,1.4187994,0.2249879,0.1932862,-0.0317017
