,excellence_male,excellence_female,tuple,average_male,average_female,female-male
0,0.9496146,0.7561272,"('unsociable', 'sociable')",0.9496146,0.7561272,-0.1934874
1,0.5811828,0.64276654,"('unfriendly', 'friendly')",0.5811828,0.6427665,0.0615837
2,0.013017319,0.010073628,"('unlikable', 'likable')",0.0130173,0.0100736,-0.0029437
3,0.8803049,0.87651545,"('repellent', 'pleasant')",0.8803049,0.8765154,-0.0037895
4,-6.869719,-7.023109,"('disliked', 'liked')",-6.869719,-7.023109,-0.15339
5,-0.626868,-0.6318913,"('distant', 'outgoing')",-0.626868,-0.6318913,-0.0050233
6,-0.3626618,-0.3202598,"('distant', 'open')",-0.3626618,-0.3202598,0.042402
7,2.0214097,1.9670485,"('insensitive', 'sensitive')",2.0214097,1.9670485,-0.0543612
8,0.51014626,0.5619439,"('unaffectionate', 'affectionate')",0.5101463,0.5619439,0.0517976
9,1.6980373,1.769678,"('unaffectionate', 'caring')",1.6980373,1.769678,0.0716407
10,1.9023296,1.8923748,"('unsympathetic', 'sympathetic')",1.9023296,1.8923748,-0.0099548
11,2.6564784,2.8023608,"('unhelpful', 'helpful')",2.6564784,2.8023608,0.1458824
12,-0.72459215,-0.79332054,"('unsupportive', 'supportive')",-0.7245921,-0.7933205,-0.0687284
13,0.40089872,0.30152494,"('impolite', 'polite')",0.4008987,0.3015249,-0.0993738
14,0.010592206,-0.16426674,"('antisocial', 'social')",0.0105922,-0.1642667,-0.1748589
15,0.008854408,-0.06583628,"('boring', 'funny')",0.0088544,-0.0658363,-0.0746907
16,-0.009002125,-0.06667475,"('unpopular', 'popular')",-0.0090021,-0.0666747,-0.0576726
17,-0.31733826,-0.33825594,"('nasty', 'nice')",-0.3173383,-0.3382559,-0.0209176
18,-0.9930308,-0.98944944,"('disagreeable', 'welcoming')",-0.9930308,-0.9894494,0.0035814
19,-0.43762353,-0.41427383,"('inhospitable', 'hospitable')",-0.4376235,-0.4142738,0.0233497
20,1.2203417,1.1134562,"('rough', 'thoughtful')",1.2203417,1.1134562,-0.1068855
21,0.72744596,0.6935448,"('immoral', 'moral')",0.727446,0.6935448,-0.0339012
22,0.2577636,0.18358226,"('untrustworthy', 'trustworthy')",0.2577636,0.1835823,-0.0741813
23,6.989729,7.102828,"('insincere', 'sincere')",6.9897289,7.102828,0.1130991
24,1.302467,1.2681801,"('dishonest', 'honest')",1.302467,1.2681801,-0.0342869
25,-0.013371885,-0.0078013986,"('egoistic', 'altruistic')",-0.0133719,-0.0078014,0.0055705
26,0.8317629,0.7008089,"('hardhearted', 'benevolent')",0.8317629,0.7008089,-0.130954
27,1.3561702,1.236479,"('hardhearted', 'softhearted')",1.3561702,1.236479,-0.1196912
28,1.6564155,1.6935321,"('disloyal', 'loyal')",1.6564155,1.6935321,0.0371166
29,-1.0603683,-1.194277,"('unfair', 'fair')",-1.0603683,-1.194277,-0.1339087
30,1.4987835,1.3968747,"('intolerant', 'tolerant')",1.4987835,1.3968747,-0.1019088
31,-2.267726,-2.299284,"('evil', 'good')",-2.2677259,-2.299284,-0.0315581
32,1.3210243,1.207379,"('unkind', 'kind')",1.3210243,1.207379,-0.1136453
33,-0.519652,-0.637623,"('wrong', 'right')",-0.519652,-0.637623,-0.117971
34,5.5880456,5.8733926,"('mean', 'honorable')",5.5880456,5.8733926,0.285347
35,-1.3390648,-1.5201734,"('corrupt', 'incorrupt')",-1.3390648,-1.5201734,-0.1811086
36,-1.2455784,-1.2158248,"('hostile', 'amicable')",-1.2455784,-1.2158248,0.0297536
37,1.1068485,1.067847,"('fake', 'genuine')",1.1068485,1.067847,-0.0390015
38,0.89777607,0.92428,"('untruthful', 'truthful')",0.8977761,0.92428,0.0265039
39,0.64602584,0.5642798,"('exploitative', 'cooperative')",0.6460258,0.5642798,-0.081746
40,-2.2691085,-2.3172631,"('stingy', 'generous')",-2.2691085,-2.3172631,-0.0481546
