,ipg_male,ipg_female,tuple,photonics_male,photonics_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.2583474,-0.4184522,"('unsociable', 'sociable')",-0.16385596,-0.27469936,0.18537033,-0.013621015,-0.0789443,-0.2355909,-0.1566466
1,-2.2107666,-2.2804093,"('unfriendly', 'friendly')",-0.31775847,-0.49855572,0.7803457,0.64123845,-0.5827265,-0.7125755,-0.129849
2,1.2234354,1.2149533,"('unlikable', 'likable')",0.78614676,0.79580337,1.1030128,1.1636654,1.0375316,1.0581408,0.0206092
3,0.20170215,0.190292,"('repellent', 'pleasant')",-0.79765284,-0.70743436,1.116133,1.0663074,0.1733941,0.183055,0.0096609
4,-0.109899215,-0.12725791,"('disliked', 'liked')",0.35919318,0.3098967,-6.115829,-6.3020735,-1.9555117,-2.0398116,-0.0842999
5,-1.6170152,-1.5594934,"('distant', 'outgoing')",-1.0098648,-0.95143825,-1.1883368,-1.1308811,-1.271739,-1.2139376,0.0578014
6,-1.8187554,-1.7194889,"('distant', 'open')",-1.5835,-1.5180228,-1.391885,-1.3405914,-1.5980469,-1.5260344,0.0720125
7,-0.1552571,-0.17723201,"('insensitive', 'sensitive')",-0.12073729,-0.12856618,0.25479582,0.21925932,-0.0070662,-0.0288463,-0.0217801
8,-1.7064105,-1.7283536,"('unaffectionate', 'affectionate')",-0.5441387,-0.6368606,-0.04822753,-0.05260533,-0.766259,-0.8059399,-0.0396809
9,-1.2691178,-1.3242636,"('unaffectionate', 'caring')",-0.3882438,-0.459452,0.7083052,0.69647884,-0.3163521,-0.3624123,-0.0460602
10,-1.0809187,-1.1074457,"('unsympathetic', 'sympathetic')",-1.3797776,-1.4145181,-0.45150676,-0.43481475,-0.9707344,-0.9855928,-0.0148584
11,0.7609609,0.71421164,"('unhelpful', 'helpful')",0.6390657,0.5660017,2.3221433,2.342528,1.2407233,1.2075805,-0.0331428
12,-0.019762263,0.042296857,"('unsupportive', 'supportive')",-0.15652925,-0.01337422,-2.172396,-2.1701648,-0.7828958,-0.7137474,0.0691484
13,0.5271564,0.5385548,"('impolite', 'polite')",-0.020313565,-0.0053207204,-0.31246734,-0.29359677,0.0647918,0.0798791,0.0150873
14,1.0617816,1.055716,"('antisocial', 'social')",0.61164653,0.65446186,0.6624363,0.50903386,0.7786215,0.7397373,-0.0388842
15,0.25023392,0.1798416,"('boring', 'funny')",0.9191876,0.75991625,0.42248026,0.34746534,0.5306339,0.4290744,-0.1015595
16,-0.25587654,-0.3160491,"('unpopular', 'popular')",-0.19665006,-0.27488488,0.9189422,0.8203872,0.1554719,0.0764844,-0.0789875
17,-0.42632693,-0.42745245,"('nasty', 'nice')",-0.285926,-0.24270856,-0.30494314,-0.3466812,-0.3390654,-0.3389474,0.000118
18,-0.64834327,-0.63006455,"('disagreeable', 'welcoming')",0.31454286,0.3219045,-0.6858598,-0.75169843,-0.3398867,-0.3532861,-0.0133994
19,-0.7174481,-0.73638374,"('inhospitable', 'hospitable')",-1.0186774,-1.0752861,-1.0461897,-0.91353863,-0.9274384,-0.9084028,0.0190356
20,0.3422747,0.3367354,"('rough', 'thoughtful')",0.9134108,0.91712034,0.7320859,0.7527139,0.6625904,0.6688565,0.0062661
21,0.5932303,0.5641227,"('immoral', 'moral')",0.05108192,-0.022266114,-0.04373647,-0.059286185,0.2001919,0.1608568,-0.0393351
22,0.23683439,0.2563304,"('untrustworthy', 'trustworthy')",-0.62789047,-0.68230087,-0.74861807,-0.84337705,-0.3798914,-0.4231158,-0.0432244
23,-0.027837716,-0.14095944,"('insincere', 'sincere')",0.2450141,0.13868271,5.6842337,5.680201,1.9671367,1.8926414,-0.0744953
24,-0.22118354,-0.18784083,"('dishonest', 'honest')",-0.9690383,-0.925581,0.50711346,0.5945802,-0.2277028,-0.1729472,0.0547556
25,-1.0987015,-1.0959947,"('egoistic', 'altruistic')",0.5229752,0.5086778,0.8426983,0.79832083,0.0889907,0.0703346,-0.0186561
26,-1.2573712,-1.2558149,"('hardhearted', 'benevolent')",1.1009884,1.0336834,1.4962413,1.3972156,0.4466195,0.3916947,-0.0549248
