,noble_male,noble_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.8896251,0.7781482,"('unsociable', 'sociable')",0.03486251,-0.008946544,0.4622438,0.3846008,-0.077643
1,0.55302685,0.635069,"('unfriendly', 'friendly')",1.0465289,0.8488391,0.7997779,0.7419541,-0.0578238
2,1.9765366,2.0634463,"('unlikable', 'likable')",0.39664322,0.39715216,1.18659,1.2302992,0.0437092
3,0.011465348,0.14649235,"('repellent', 'pleasant')",0.9062499,1.0402527,0.4588576,0.5933725,0.1345149
4,-0.5284219,-0.50783795,"('disliked', 'liked')",-7.559626,-7.793148,-4.044024,-4.1504931,-0.1064691
5,-0.0382498,0.0018916056,"('distant', 'outgoing')",-0.58806396,-0.70704424,-0.3131569,-0.3525763,-0.0394194
6,0.26687354,0.33559132,"('distant', 'open')",-0.4360843,-0.5804556,-0.0846054,-0.1224321,-0.0378267
7,1.1337295,1.1593561,"('insensitive', 'sensitive')",0.38972086,0.5305878,0.7617252,0.844972,0.0832468
8,0.4219051,0.39612675,"('unaffectionate', 'affectionate')",0.31606725,0.19416001,0.3689862,0.2951434,-0.0738428
9,1.4001772,1.4175422,"('unaffectionate', 'caring')",0.9655719,0.94494635,1.1828746,1.1812443,-0.0016303
10,1.0936391,1.0662272,"('unsympathetic', 'sympathetic')",-0.16511828,-0.036990352,0.4642604,0.5146184,0.050358
11,0.35873762,0.32134014,"('unhelpful', 'helpful')",1.6736296,1.855123,1.0161836,1.0882316,0.072048
12,0.78651464,0.8918219,"('unsupportive', 'supportive')",-2.2836173,-2.2423618,-0.7485513,-0.67527,0.0732813
13,0.7862367,0.67985713,"('impolite', 'polite')",-0.9881961,-0.8473582,-0.1009797,-0.0837505,0.0172292
14,1.1516656,1.0762403,"('antisocial', 'social')",-0.08722783,-0.09482606,0.5322189,0.4907071,-0.0415118
15,0.04719355,-0.08163476,"('boring', 'funny')",-0.39761174,-0.49259734,-0.1752091,-0.2871161,-0.111907
16,-1.0177547,-0.9397589,"('unpopular', 'popular')",0.43800113,0.32040808,-0.2898768,-0.3096754,-0.0197986
17,1.2188611,1.2683069,"('nasty', 'nice')",-0.68508697,-0.58115774,0.2668871,0.3435746,0.0766875
18,-0.23712137,-0.14769842,"('disagreeable', 'welcoming')",-0.5052186,-0.5579331,-0.37117,-0.3528157,0.0183543
19,-0.06121607,-0.030858725,"('inhospitable', 'hospitable')",-0.68607205,-0.65923,-0.3736441,-0.3450444,0.0285997
20,2.0592697,2.0685506,"('rough', 'thoughtful')",1.0606687,1.037271,1.5599692,1.5529108,-0.0070584
21,1.000944,1.0180721,"('immoral', 'moral')",-0.102054544,0.088122204,0.4494447,0.5530972,0.1036525
22,0.42053246,0.41830766,"('untrustworthy', 'trustworthy')",-1.0191905,-0.96097684,-0.299329,-0.2713346,0.0279944
23,1.1717955,1.149384,"('insincere', 'sincere')",6.247477,6.4237056,3.7096362,3.7865448,0.0769086
24,1.6742101,1.6598678,"('dishonest', 'honest')",0.5490238,0.5851481,1.111617,1.1225079,0.0108909
25,1.1550891,1.1987917,"('egoistic', 'altruistic')",1.1852634,1.0632061,1.1701763,1.1309988,-0.0391775
26,0.30745035,0.20932569,"('hardhearted', 'benevolent')",1.2153612,1.036787,0.7614058,0.6230564,-0.1383494
27,1.0840434,1.08896,"('hardhearted', 'softhearted')",1.2443937,1.1358864,1.1642185,1.1124232,-0.0517953
28,1.3755084,1.3182551,"('disloyal', 'loyal')",1.1377853,1.1222583,1.2566469,1.2202567,-0.0363902
29,0.12191866,0.116791494,"('unfair', 'fair')",-0.41065562,-0.55486107,-0.1443685,-0.2190348,-0.0746663
30,0.7747272,0.77619267,"('intolerant', 'tolerant')",0.7067149,0.73169374,0.7407211,0.7539432,0.0132221
31,-1.6384916,-1.4722466,"('evil', 'good')",-1.3491552,-1.5666822,-1.4938234,-1.5194645,-0.0256411
32,0.48089483,0.4322071,"('unkind', 'kind')",0.3379509,0.3089285,0.4094229,0.3705678,-0.0388551
33,0.20024434,0.19094221,"('wrong', 'right')",-0.6278262,-0.6899579,-0.2137909,-0.2495078,-0.0357169
34,0.80603904,0.9515364,"('mean', 'honorable')",5.75185,5.959912,3.2789445,3.4557242,0.1767797
35,-0.39759085,-0.44688955,"('corrupt', 'incorrupt')",-0.57126856,-0.7370282,-0.4844297,-0.5919589,-0.1075292
36,-0.7361282,-0.60018045,"('hostile', 'amicable')",-0.34946376,-0.5581327,-0.542796,-0.5791566,-0.0363606
