,fluor_male,fluor_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.82028514,-1.1605636,"('unsociable', 'sociable')",0.0769936,-0.22775838,-0.3716458,-0.694161,-0.3225152
1,-0.5818155,-0.5419085,"('unfriendly', 'friendly')",1.3085715,1.2800108,0.363378,0.3690512,0.0056732
2,0.7703959,0.72607833,"('unlikable', 'likable')",0.90041554,0.77743804,0.8354057,0.7517582,-0.0836475
3,-0.7391359,-0.7186305,"('repellent', 'pleasant')",0.818196,0.8435404,0.03953,0.0624549,0.0229249
4,0.15956499,0.24530067,"('disliked', 'liked')",-5.722414,-5.7627316,-2.7814245,-2.7587154,0.0227091
5,-0.14551175,0.12676738,"('distant', 'outgoing')",-0.4977486,-0.22997674,-0.3216302,-0.0516047,0.2700255
6,-0.68380785,-0.3501908,"('distant', 'open')",-0.76647687,-0.49928936,-0.7251424,-0.4247401,0.3004023
7,-0.59905005,-0.5741365,"('insensitive', 'sensitive')",0.22419578,0.20461908,-0.1874271,-0.1847587,0.0026684
8,-0.99637187,-0.99462897,"('unaffectionate', 'affectionate')",0.7406727,0.7422355,-0.1278496,-0.1261967,0.0016529
9,-1.0347886,-1.0126734,"('unaffectionate', 'caring')",0.96153885,1.0283191,-0.0366249,0.0078229,0.0444478
10,-1.3066255,-1.5512464,"('unsympathetic', 'sympathetic')",-0.47518963,-0.70598954,-0.8909075,-1.128618,-0.2377105
11,-0.75978845,-0.9038089,"('unhelpful', 'helpful')",1.6676319,1.7197984,0.4539217,0.4079948,-0.0459269
12,-0.47228137,-0.39387283,"('unsupportive', 'supportive')",-1.6877347,-1.6688273,-1.080008,-1.03135,0.048658
13,-0.74475783,-0.9960584,"('impolite', 'polite')",-0.8853223,-1.0382993,-0.8150401,-1.0171789,-0.2021388
14,-0.16989265,-0.48116043,"('antisocial', 'social')",0.34893692,0.012364835,0.0895221,-0.2343978,-0.3239199
