,stericycle_male,stericycle_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1678483,-1.2077614,"('unsociable', 'sociable')",-0.22778805,-0.31041566,-0.6978182,-0.7590885,-0.0612703
1,-0.9070475,-0.9169169,"('unfriendly', 'friendly')",1.9873172,1.8910376,0.5401348,0.4870603,-0.0530745
2,0.77585286,0.8184819,"('unlikable', 'likable')",0.87881255,0.9029919,0.8273327,0.8607369,0.0334042
3,-1.031594,-0.9233035,"('repellent', 'pleasant')",-0.08887376,-0.0586164,-0.5602339,-0.4909599,0.069274
4,0.080683075,0.055215087,"('disliked', 'liked')",-5.7602425,-5.8375893,-2.8397796,-2.8911872,-0.0514076
5,-0.036513,0.034394763,"('distant', 'outgoing')",0.09394285,0.07140604,0.0287149,0.0529004,0.0241855
6,-0.1525406,-0.08552244,"('distant', 'open')",0.34145534,0.29863557,0.0944574,0.1065566,0.0120992
7,-1.0387638,-1.0247571,"('insensitive', 'sensitive')",0.091462,0.14406535,-0.4736509,-0.4403459,0.033305
8,-0.71784234,-0.73477346,"('unaffectionate', 'affectionate')",0.81997406,0.7775563,0.0510659,0.0213914,-0.0296745
9,-1.1246611,-1.1354777,"('unaffectionate', 'caring')",0.96453863,0.95428205,-0.0800612,-0.0905978,-0.0105366
10,-1.7702948,-1.7215812,"('unsympathetic', 'sympathetic')",-0.77533484,-0.7396411,-1.2728148,-1.2306111,0.0422037
11,-0.64795095,-0.67006254,"('unhelpful', 'helpful')",1.4428506,1.4685827,0.3974498,0.3992601,0.0018103
12,-0.6080765,-0.47935236,"('unsupportive', 'supportive')",-1.761958,-1.6920011,-1.1850172,-1.0856767,0.0993405
13,-0.77978796,-0.7847041,"('impolite', 'polite')",-0.92495865,-0.9392952,-0.8523733,-0.8619996,-0.0096263
14,-0.38284165,-0.40655416,"('antisocial', 'social')",-0.5504703,-0.6072898,-0.466656,-0.506922,-0.040266
15,0.7865469,0.70137936,"('boring', 'funny')",0.79973495,0.74944144,0.7931409,0.7254104,-0.0677305
16,0.06886069,0.097261354,"('unpopular', 'popular')",0.711844,0.71824336,0.3903524,0.4077524,0.0174
17,0.4421047,0.4895301,"('nasty', 'nice')",-0.090139166,-0.059790686,0.1759828,0.2148697,0.0388869
18,-0.20349756,-0.1482507,"('disagreeable', 'welcoming')",-0.2392634,-0.32365322,-0.2213805,-0.235952,-0.0145715
19,-0.81478167,-0.77372473,"('inhospitable', 'hospitable')",0.22741035,0.28873262,-0.2936857,-0.2424961,0.0511896
20,0.07129923,0.07696962,"('rough', 'thoughtful')",1.214589,1.157754,0.6429441,0.6173618,-0.0255823
21,0.024160666,-0.026322842,"('immoral', 'moral')",-0.28237435,-0.24632287,-0.1291068,-0.1363229,-0.0072161
22,-0.45497552,-0.44079986,"('untrustworthy', 'trustworthy')",-0.86244905,-0.9315703,-0.6587123,-0.6861851,-0.0274728
23,-1.3635666,-1.3728329,"('insincere', 'sincere')",5.207886,5.137149,1.9221598,1.882158,-0.0400018
24,-0.57031995,-0.5789379,"('dishonest', 'honest')",0.6283036,0.56090283,0.0289918,-0.0090175,-0.0380093
25,-0.09247859,-0.07761412,"('egoistic', 'altruistic')",1.6472613,1.6401769,0.7773913,0.7812814,0.0038901
26,0.28185785,0.23574755,"('hardhearted', 'benevolent')",2.0569122,2.0136688,1.169385,1.1247082,-0.0446768
27,0.50051045,0.57514876,"('hardhearted', 'softhearted')",1.5144935,1.4277475,1.007502,1.0014482,-0.0060538
28,-0.8632048,-1.007198,"('disloyal', 'loyal')",0.9085203,0.79013216,0.0226578,-0.1085329,-0.1311907
29,-0.018709727,-0.058887653,"('unfair', 'fair')",-0.33649293,-0.46429744,-0.1776013,-0.2615925,-0.0839912
30,-0.15841237,-0.18840891,"('intolerant', 'tolerant')",1.1999085,1.0976374,0.5207481,0.4546143,-0.0661338
31,0.21529019,0.3373298,"('evil', 'good')",-0.4935959,-0.5177632,-0.1391529,-0.0902167,0.0489362
32,-0.006008718,-0.03135743,"('unkind', 'kind')",0.87522274,0.8066869,0.434607,0.3876647,-0.0469423
33,0.17760774,0.13700162,"('wrong', 'right')",-0.58256346,-0.6665924,-0.2024779,-0.2647954,-0.0623175
34,0.53684676,0.6974331,"('mean', 'honorable')",5.8084483,5.8802357,3.1726475,3.2888343,0.1161868
35,1.1512493,1.0698037,"('corrupt', 'incorrupt')",0.3921683,0.22855726,0.7717088,0.6491805,-0.1225283
36,-0.008628931,-0.023872912,"('hostile', 'amicable')",0.55333203,0.33264205,0.2723516,0.1543846,-0.117967
37,0.19233905,0.20868398,"('fake', 'genuine')",-0.054577794,-0.07003001,0.0688806,0.069327,0.0004464
38,-0.80041283,-0.769725,"('untruthful', 'truthful')",-0.1809353,-0.1876215,-0.4906741,-0.4786733,0.0120008
39,1.051243,0.9743587,"('exploitative', 'cooperative')",0.25067043,0.24120484,0.6509567,0.6077818,-0.0431749
40,0.48300648,0.5217584,"('stingy', 'generous')",-1.3807663,-1.495916,-0.4488799,-0.4870788,-0.0381989
41,-0.18110386,-0.12735967,"('unforgiving', 'forgiving')",0.19034885,0.055057585,0.0046225,-0.036151,-0.0407735
42,0.665542,0.7291186,"('unreliable', 'reliable')",-3.4299927,-3.4064858,-1.3822253,-1.3386836,0.0435417
43,-0.7666547,-0.68342,"('irresponsible', 'responsible')",0.42230365,0.45623046,-0.1721755,-0.1135948,0.0585807
44,1.2719843,1.278118,"('prejudiced', 'unprejudiced')",-1.4127396,-1.4292274,-0.0703776,-0.0755547,-0.0051771
45,-1.3078586,-1.1722779,"('incompetent', 'competent')",-0.26655877,-0.25550202,-0.7872087,-0.71389,0.0733187
46,-1.0264541,-0.9651874,"('uncompetitive', 'competitive')",-0.62643963,-0.61879396,-0.8264469,-0.7919906,0.0344563
47,0.30253842,0.38984096,"('stupid', 'smart')",5.2187567,5.3047795,2.7606475,2.8473103,0.0866628
48,-0.32741067,-0.32083666,"('unintelligent', 'intelligent')",1.108329,1.1463685,0.3904592,0.4127659,0.0223067
49,0.19867599,0.30568242,"('unable', 'able')",0.21398899,0.291093,0.2063325,0.2983877,0.0920552
50,0.32610732,0.316253,"('clumsy', 'skillful')",0.12000853,0.059582658,0.2230579,0.1879178,-0.0351401
51,-1.1351545,-1.2357451,"('uneducated', 'educated')",0.57118815,0.5172902,-0.2819832,-0.3592274,-0.0772442
52,0.7996173,0.6038512,"('irrational', 'rational')",0.6324148,0.46231014,0.7160161,0.5330807,-0.1829354
53,-1.2929748,-1.2993646,"('uncreative', 'creative')",0.6588581,0.6282882,-0.3170584,-0.3355382,-0.0184798
54,-0.9414141,-0.98575664,"('incapable', 'capable')",1.1072931,1.1589081,0.0829395,0.0865757,0.0036362
55,-1.0760179,-1.0399626,"('incompetent', 'clever')",0.06557556,0.09676251,-0.5052211,-0.4716001,0.033621
56,-0.35898072,-0.35522035,"('impractical', 'practical')",-0.4734361,-0.4677341,-0.4162084,-0.4114772,0.0047312
