,parole_male,parole_female,tuple,average_male,average_female,female-male
0,0.20083582,0.05730587,"('unsociable', 'sociable')",0.2008358,0.0573059,-0.1435299
1,2.101585,2.0554311,"('unfriendly', 'friendly')",2.1015849,2.0554311,-0.0461538
2,0.6381872,0.6155896,"('unlikable', 'likable')",0.6381872,0.6155896,-0.0225976
3,0.18047625,0.43166056,"('repellent', 'pleasant')",0.1804762,0.4316606,0.2511844
4,-7.580883,-7.5484085,"('disliked', 'liked')",-7.580883,-7.5484085,0.0324745
5,0.2588935,0.35346004,"('distant', 'outgoing')",0.2588935,0.35346,0.0945665
6,0.59184974,0.651537,"('distant', 'open')",0.5918497,0.651537,0.0596873
7,0.61481166,0.6867235,"('insensitive', 'sensitive')",0.6148117,0.6867235,0.0719118
8,1.6065584,1.5498232,"('unaffectionate', 'affectionate')",1.6065584,1.5498232,-0.0567352
9,2.1208317,2.1349926,"('unaffectionate', 'caring')",2.1208317,2.1349926,0.0141609
10,0.3319515,0.35384664,"('unsympathetic', 'sympathetic')",0.3319515,0.3538466,0.0218951
11,1.9072407,2.0050414,"('unhelpful', 'helpful')",1.9072407,2.0050414,0.0978007
12,-1.3634812,-1.3076906,"('unsupportive', 'supportive')",-1.3634812,-1.3076906,0.0557906
13,0.08024785,0.021807939,"('impolite', 'polite')",0.0802478,0.0218079,-0.0584399
14,-0.29718775,-0.41604674,"('antisocial', 'social')",-0.2971877,-0.4160467,-0.118859
15,0.7643954,0.70303524,"('boring', 'funny')",0.7643954,0.7030352,-0.0613602
16,-0.35732657,-0.25830224,"('unpopular', 'popular')",-0.3573266,-0.2583022,0.0990244
17,0.24520248,0.28279006,"('nasty', 'nice')",0.2452025,0.2827901,0.0375876
18,-0.5109057,-0.47501338,"('disagreeable', 'welcoming')",-0.5109057,-0.4750134,0.0358923
19,0.22285971,0.26803303,"('inhospitable', 'hospitable')",0.2228597,0.268033,0.0451733
20,0.1301366,0.043287277,"('rough', 'thoughtful')",0.1301366,0.0432873,-0.0868493
21,-0.23244818,-0.18099137,"('immoral', 'moral')",-0.2324482,-0.1809914,0.0514568
22,-0.7399539,-0.7091783,"('untrustworthy', 'trustworthy')",-0.7399539,-0.7091783,0.0307756
23,7.2562256,7.2989044,"('insincere', 'sincere')",7.2562256,7.2989044,0.0426788
24,1.5149337,1.4841233,"('dishonest', 'honest')",1.5149337,1.4841233,-0.0308104
25,1.0631521,1.0176837,"('egoistic', 'altruistic')",1.0631521,1.0176837,-0.0454684
26,1.5044056,1.1871519,"('hardhearted', 'benevolent')",1.5044056,1.1871519,-0.3172537
27,1.8137306,1.74092,"('hardhearted', 'softhearted')",1.8137306,1.7409199,-0.0728107
28,1.1435893,1.043948,"('disloyal', 'loyal')",1.1435893,1.0439481,-0.0996412
29,-0.70973897,-0.8572236,"('unfair', 'fair')",-0.709739,-0.8572236,-0.1474846
30,0.9018213,0.8738476,"('intolerant', 'tolerant')",0.9018213,0.8738476,-0.0279737
31,-1.2104667,-1.1306299,"('evil', 'good')",-1.2104667,-1.1306299,0.0798368
32,1.3428804,1.1569111,"('unkind', 'kind')",1.3428804,1.1569111,-0.1859693
33,0.24048987,0.16264498,"('wrong', 'right')",0.2404899,0.162645,-0.0778449
34,5.343111,5.522279,"('mean', 'honorable')",5.343111,5.5222788,0.1791678
35,-0.7808586,-0.8826872,"('corrupt', 'incorrupt')",-0.7808586,-0.8826872,-0.1018286
36,-0.2027999,-0.3311649,"('hostile', 'amicable')",-0.2027999,-0.3311649,-0.128365
37,0.8918947,0.8822248,"('fake', 'genuine')",0.8918947,0.8822248,-0.0096699
38,0.56836295,0.60462177,"('untruthful', 'truthful')",0.568363,0.6046218,0.0362588
39,0.3771242,0.3888248,"('exploitative', 'cooperative')",0.3771242,0.3888248,0.0117006
40,-1.7385305,-1.7334569,"('stingy', 'generous')",-1.7385305,-1.7334569,0.0050736
41,0.47411612,0.24759278,"('unforgiving', 'forgiving')",0.4741161,0.2475928,-0.2265233
42,-3.346457,-3.1877375,"('unreliable', 'reliable')",-3.346457,-3.1877375,0.1587195
43,1.0174766,0.9973261,"('irresponsible', 'responsible')",1.0174766,0.9973261,-0.0201505
44,-1.5877855,-1.6146133,"('prejudiced', 'unprejudiced')",-1.5877855,-1.6146133,-0.0268278
45,0.042935185,0.027558967,"('incompetent', 'competent')",0.0429352,0.027559,-0.0153762
46,-1.3200281,-1.3142767,"('uncompetitive', 'competitive')",-1.3200281,-1.3142767,0.0057514
