,curtailment_male,curtailment_female,tuple,average_male,average_female,female-male
0,-0.34082484,-0.48047814,"('unsociable', 'sociable')",-0.3408248,-0.4804781,-0.1396533
1,-1.8853383,-2.0746253,"('unfriendly', 'friendly')",-1.8853383,-2.0746253,-0.189287
2,-0.3495385,-0.31217948,"('unlikable', 'likable')",-0.3495385,-0.3121795,0.037359
3,-0.336393,-0.24913484,"('repellent', 'pleasant')",-0.336393,-0.2491348,0.0872582
4,-2.3601155,-2.373053,"('disliked', 'liked')",-2.3601155,-2.3730531,-0.0129376
5,-1.7757251,-1.756952,"('distant', 'outgoing')",-1.7757251,-1.756952,0.0187731
6,-2.0332665,-1.9992329,"('distant', 'open')",-2.0332665,-1.9992329,0.0340336
7,0.05633127,0.10050126,"('insensitive', 'sensitive')",0.0563313,0.1005013,0.04417
8,-1.3502864,-1.4706357,"('unaffectionate', 'affectionate')",-1.3502864,-1.4706357,-0.1203493
9,-1.5953764,-1.7001414,"('unaffectionate', 'caring')",-1.5953764,-1.7001414,-0.104765
10,-0.37664968,-0.64092916,"('unsympathetic', 'sympathetic')",-0.3766497,-0.6409292,-0.2642795
11,0.10147108,0.078621335,"('unhelpful', 'helpful')",0.1014711,0.0786213,-0.0228498
12,-1.4891326,-1.4921591,"('unsupportive', 'supportive')",-1.4891326,-1.4921591,-0.0030265
13,-0.30485427,-0.5286288,"('impolite', 'polite')",-0.3048543,-0.5286288,-0.2237745
14,1.2047442,1.1688869,"('antisocial', 'social')",1.2047442,1.1688869,-0.0358573
15,0.10160105,-0.017178016,"('boring', 'funny')",0.101601,-0.017178,-0.118779
16,-0.7061564,-0.6194811,"('unpopular', 'popular')",-0.7061564,-0.6194811,0.0866753
17,-0.78615934,-0.66449404,"('nasty', 'nice')",-0.7861593,-0.664494,0.1216653
18,-1.4094524,-1.155707,"('disagreeable', 'welcoming')",-1.4094524,-1.155707,0.2537454
19,-2.2795515,-2.1528306,"('inhospitable', 'hospitable')",-2.2795515,-2.1528306,0.1267209
20,-0.2789111,-0.21856649,"('rough', 'thoughtful')",-0.2789111,-0.2185665,0.0603446
21,0.028499123,-0.022612821,"('immoral', 'moral')",0.0284991,-0.0226128,-0.0511119
22,0.2503578,0.2503073,"('untrustworthy', 'trustworthy')",0.2503578,0.2503073,-5.05e-05
23,1.4527802,1.2468438,"('insincere', 'sincere')",1.4527802,1.2468438,-0.2059364
24,-0.6875671,-0.79610795,"('dishonest', 'honest')",-0.6875671,-0.7961079,-0.1085408
25,-0.056717105,-0.0075163674,"('egoistic', 'altruistic')",-0.0567171,-0.0075164,0.0492007
26,0.76719195,0.37394425,"('hardhearted', 'benevolent')",0.7671919,0.3739443,-0.3932476
27,-0.8842546,-0.866133,"('hardhearted', 'softhearted')",-0.8842546,-0.866133,0.0181216
28,-0.31837624,-0.43210396,"('disloyal', 'loyal')",-0.3183762,-0.432104,-0.1137278
29,-0.9786631,-0.98784703,"('unfair', 'fair')",-0.9786631,-0.987847,-0.0091839
30,0.23307951,0.11443822,"('intolerant', 'tolerant')",0.2330795,0.1144382,-0.1186413
31,-2.650821,-2.6248014,"('evil', 'good')",-2.650821,-2.6248014,0.0260196
32,0.27581298,-0.015756976,"('unkind', 'kind')",0.275813,-0.015757,-0.29157
33,-0.13269207,-0.053365275,"('wrong', 'right')",-0.1326921,-0.0533653,0.0793268
34,0.85429084,1.0208223,"('mean', 'honorable')",0.8542908,1.0208223,0.1665315
35,-0.9968916,-1.0268538,"('corrupt', 'incorrupt')",-0.9968916,-1.0268538,-0.0299622
36,-1.8795834,-1.766578,"('hostile', 'amicable')",-1.8795834,-1.766578,0.1130054
37,-0.42618015,-0.45491546,"('fake', 'genuine')",-0.4261802,-0.4549155,-0.0287353
38,-0.8509064,-0.98113406,"('untruthful', 'truthful')",-0.8509064,-0.9811341,-0.1302277
39,-0.22892112,-0.1301244,"('exploitative', 'cooperative')",-0.2289211,-0.1301244,0.0987967
40,-1.4805152,-1.3513942,"('stingy', 'generous')",-1.4805152,-1.3513942,0.129121
41,-0.5529664,-0.583596,"('unforgiving', 'forgiving')",-0.5529664,-0.583596,-0.0306296
42,-0.3767065,-0.21052475,"('unreliable', 'reliable')",-0.3767065,-0.2105248,0.1661817
43,-0.17826718,-0.4672252,"('irresponsible', 'responsible')",-0.1782672,-0.4672252,-0.288958
44,-0.7600627,-0.6918764,"('prejudiced', 'unprejudiced')",-0.7600627,-0.6918764,0.0681863
45,-0.16599196,-0.19928584,"('incompetent', 'competent')",-0.165992,-0.1992858,-0.0332938
46,-0.49503773,-0.62146074,"('uncompetitive', 'competitive')",-0.4950377,-0.6214607,-0.126423
47,1.5924661,1.6652153,"('stupid', 'smart')",1.5924661,1.6652153,0.0727492
48,-0.9079943,-0.86170024,"('unintelligent', 'intelligent')",-0.9079943,-0.8617002,0.0462941
49,-1.0105777,-0.78685385,"('unable', 'able')",-1.0105777,-0.7868538,0.2237239
50,0.064476885,0.2867227,"('clumsy', 'skillful')",0.0644769,0.2867227,0.2222458
51,0.0060826745,-0.017684413,"('uneducated', 'educated')",0.0060827,-0.0176844,-0.0237671
52,-1.4034227,-1.3444135,"('irrational', 'rational')",-1.4034227,-1.3444135,0.0590092
53,-2.3173223,-2.4316554,"('uncreative', 'creative')",-2.3173223,-2.4316554,-0.1143331
54,-1.0260384,-1.0534912,"('incapable', 'capable')",-1.0260384,-1.0534912,-0.0274528
