,gallagher_male,gallagher_female,tuple,arthur_male,arthur_female,j_male,j_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,2.4158356,2.0281878,"('unsociable', 'sociable')",2.303268,1.9945911,1.5042347,1.1333512,0.57324433,0.41971892,0.7170515,0.38622946,1.5027269,1.1924157,-0.3103112
1,-0.7723823,-0.7054907,"('unfriendly', 'friendly')",-2.4317386,-2.3840632,-1.1513038,-1.2423958,0.16696228,0.2538992,0.84465545,0.61735535,-0.6687614,-0.6921391,-0.0233777
2,0.898071,0.9321033,"('unlikable', 'likable')",1.1423792,1.0191597,1.5735041,1.5076084,1.3938406,1.3514414,1.2721968,1.3202233,1.2559982,1.2261072,-0.029891
3,0.7737327,0.872521,"('repellent', 'pleasant')",0.98643667,1.090767,0.7054312,0.6931165,-0.69654155,-0.66440934,1.3209335,1.1978128,0.6179985,0.6379616,0.0199631
4,-2.1540864,-2.0146875,"('disliked', 'liked')",-1.909973,-1.9114434,-0.151391,-0.18933535,0.3664691,0.35122642,-4.9268966,-4.638726,-1.7551756,-1.6805931,0.0745825
5,-1.9658139,-1.7425612,"('distant', 'outgoing')",-3.5803344,-3.3802032,-0.52749634,-0.42639476,0.7568805,0.9288927,-0.02963421,0.16579117,-1.0692796,-0.8908952,0.1783844
6,-2.4121342,-2.100019,"('distant', 'open')",-3.4909432,-3.209467,-0.6115327,-0.3869734,0.83294284,1.0286896,-0.43976066,-0.33453456,-1.2242855,-1.0004608,0.2238247
7,2.7849002,2.686048,"('insensitive', 'sensitive')",2.6325023,2.5553386,0.5349948,0.46668446,-0.3906294,-0.48798338,-0.13857515,-0.2946352,1.0846385,0.9850904,-0.0995481
8,-1.2648183,-1.265209,"('unaffectionate', 'affectionate')",-1.5105653,-1.5505533,-0.32827777,-0.37758544,0.31046402,0.3294199,0.55924255,0.409082,-0.4467909,-0.4909692,-0.0441783
9,0.539635,0.5926693,"('unaffectionate', 'caring')",-0.8066221,-0.8022204,0.31484804,0.24148583,0.5159285,0.46156988,1.347835,1.1572112,0.3823249,0.3301432,-0.0521817
