,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.047677238,-0.14086537,"('unsociable', 'sociable')",0.5052681,0.3356538,-0.55636466,-0.7690384,-0.0329246,-0.1914166,-0.158492
1,2.3526947,2.2224724,"('unfriendly', 'friendly')",1.1944915,1.1337562,1.6190267,1.5596534,1.722071,1.6386274,-0.0834436
2,1.2684907,1.286496,"('unlikable', 'likable')",1.1048164,1.1586262,0.70267594,0.7959606,1.0253277,1.080361,0.0550333
3,-1.8303598,-1.6968817,"('repellent', 'pleasant')",-0.92250633,-0.71587974,-0.35418358,-0.26303196,-1.0356833,-0.8919311,0.1437522
4,0.0055465773,-0.055774458,"('disliked', 'liked')",-0.19560158,-0.12611595,-5.8103256,-5.8177986,-2.0001268,-1.9998964,0.0002304
5,1.421878,1.3281653,"('distant', 'outgoing')",0.37053913,0.5112413,0.12937312,0.2236454,0.6405967,0.687684,0.0470873
6,0.7465915,0.6581881,"('distant', 'open')",0.02361124,0.10598113,0.57464874,0.63205683,0.4482838,0.4654087,0.0171249
7,0.060140356,0.043581955,"('insensitive', 'sensitive')",0.1963431,0.26765457,0.23354375,0.20320755,0.1633424,0.1714814,0.008139
8,1.0576332,0.9786319,"('unaffectionate', 'affectionate')",0.07577494,0.10153292,0.44542038,0.42441964,0.5262762,0.5015281,-0.0247481
9,1.4852566,1.4406413,"('unaffectionate', 'caring')",1.1320431,1.1562587,0.880979,0.8584514,1.1660929,1.1517838,-0.0143091
10,-0.29650167,-0.2694735,"('unsympathetic', 'sympathetic')",0.32007295,0.3140336,-0.13765655,-0.3684317,-0.0380284,-0.1079572,-0.0699288
11,0.08788768,0.12996873,"('unhelpful', 'helpful')",0.67165136,0.76707387,1.9642365,1.9072759,0.9079252,0.9347728,0.0268476
12,2.2778642,2.3985128,"('unsupportive', 'supportive')",1.0387444,1.2429826,-1.3666555,-1.3745838,0.6499844,0.7556372,0.1056528
13,-0.3421731,-0.34165356,"('impolite', 'polite')",0.43750626,0.3646593,-0.27510622,-0.36360902,-0.0599244,-0.1135344,-0.05361
14,0.04800057,0.019010074,"('antisocial', 'social')",-0.20456965,-0.23255028,-1.116839,-1.170948,-0.4244694,-0.4614961,-0.0370267
15,0.12105888,0.039995484,"('boring', 'funny')",-0.06413196,-0.08429363,0.3926987,0.41633448,0.1498752,0.1240121,-0.0258631
16,-0.35167918,-0.42122138,"('unpopular', 'popular')",-0.23103076,-0.18001288,0.7014146,0.7420577,0.0395682,0.0469411,0.0073729
17,-0.44198087,-0.34610167,"('nasty', 'nice')",-0.29076898,-0.10351725,-0.24696112,-0.13722181,-0.3265703,-0.1956136,0.1309567
18,0.76783013,0.6631861,"('disagreeable', 'welcoming')",-0.1265961,-0.03289745,-0.431541,-0.43882912,0.0698977,0.0638198,-0.0060779
19,1.2987586,1.2560989,"('inhospitable', 'hospitable')",0.24934356,0.23005907,0.3781504,0.47926968,0.6420842,0.6551425,0.0130583
20,0.40769112,0.38574925,"('rough', 'thoughtful')",0.5263584,0.5985042,1.0658764,1.0050111,0.666642,0.6630882,-0.0035538
21,0.4521726,0.41566926,"('immoral', 'moral')",0.26238847,0.2956139,-0.6438783,-0.7168556,0.0235609,-0.0018575,-0.0254184
22,-0.57360965,-0.6697449,"('untrustworthy', 'trustworthy')",-0.17949969,-0.2198671,-1.289206,-1.3136657,-0.6807718,-0.7344259,-0.0536541
23,0.5017933,0.48134324,"('insincere', 'sincere')",0.71444356,0.708667,5.209953,5.1483474,2.1420631,2.1127858,-0.0292773
24,0.15795822,0.10273344,"('dishonest', 'honest')",-0.17769219,-0.21748038,0.517723,0.4201458,0.1659964,0.1017996,-0.0641968
25,0.89988613,0.8898265,"('egoistic', 'altruistic')",-0.10136896,-0.06573544,1.3552331,1.3776572,0.7179167,0.733916,0.0159993
26,2.260815,2.217812,"('hardhearted', 'benevolent')",0.9451872,0.9575107,1.4772369,1.3982002,1.5610797,1.5245077,-0.036572
27,-0.15294656,-0.09392236,"('hardhearted', 'softhearted')",0.29553628,0.3548009,1.286071,1.250262,0.4762202,0.5037135,0.0274933
28,-0.20937997,-0.3550668,"('disloyal', 'loyal')",-0.30174622,-0.40481517,0.4777637,0.3394085,-0.0111208,-0.1401578,-0.129037
29,-0.51465917,-0.55278546,"('unfair', 'fair')",-0.6411871,-0.67550504,-0.6779058,-0.7692874,-0.6112507,-0.6658593,-0.0546086
30,0.15094927,0.18683815,"('intolerant', 'tolerant')",0.94126034,0.8761548,0.9785308,0.88029087,0.6902468,0.6477613,-0.0424855
31,-0.09572551,-0.14318055,"('evil', 'good')",-1.0663661,-1.0811311,-0.7644207,-0.69263035,-0.6421707,-0.6389806,0.0031901
32,-0.1149805,-0.13961351,"('unkind', 'kind')",1.078595,1.0027553,0.8258208,0.65318966,0.5964785,0.5054438,-0.0910347
33,1.8468629,1.7081093,"('wrong', 'right')",1.1979804,1.1551591,-0.21709695,-0.17451271,0.9425821,0.8962519,-0.0463302
34,0.29044408,0.34113157,"('mean', 'honorable')",-0.370032,-0.2842125,6.115506,6.166589,2.0119727,2.0745026,0.0625299
35,-0.5820821,-0.6578585,"('corrupt', 'incorrupt')",-1.4988908,-1.5476797,-0.08641201,-0.1281449,-0.7224616,-0.7778944,-0.0554328
