,block_male,block_female,tuple,h_male,h_female,&_male,&_female,r_male,r_female,inc_male,inc_female,average_male,average_female,female-male
0,0.20182937,-0.072569594,"('unsociable', 'sociable')",-0.4627296,-0.8351771,-0.09245654,-0.37198532,1.055152,0.67759836,-0.05671095,-0.2695159,0.1290169,-0.1743299,-0.3033468
1,-0.94274306,-0.8322537,"('unfriendly', 'friendly')",-1.6266091,-1.5697242,-0.65917987,-0.4821065,-0.9179773,-0.87464744,1.890693,1.8127614,-0.4511632,-0.3891941,0.0619691
2,0.40351537,0.38580847,"('unlikable', 'likable')",0.5840323,0.68608737,1.3526537,1.5154469,1.9805654,2.035763,0.7741795,0.8611756,1.0189893,1.0968563,0.077867
3,0.8060351,1.0340651,"('repellent', 'pleasant')",-0.37674648,-0.38609377,-0.75321126,-0.72764605,1.9029031,1.8917943,0.57091975,0.63980806,0.42998,0.4903855,0.0604055
4,-1.5294642,-1.6663251,"('disliked', 'liked')",0.7170571,0.7541926,-0.27551126,-0.31271952,-0.1722261,-0.22377943,-6.4407187,-6.4837976,-1.5401726,-1.5864859,-0.0463133
5,-2.0020385,-1.9213697,"('distant', 'outgoing')",0.52601624,0.6332212,0.10887286,0.31895807,-0.14036004,0.042585485,0.06822932,0.12603855,-0.287856,-0.1601133,0.1277427
6,-2.2494404,-2.082983,"('distant', 'open')",0.4241575,0.5541381,0.5187456,0.89861125,-0.78725976,-0.5898572,0.37583044,0.5088569,-0.3435934,-0.1422468,0.2013466
7,1.4503349,1.4769785,"('insensitive', 'sensitive')",-0.24637635,-0.25064534,-0.42330852,-0.4464577,0.8424486,0.73382926,0.766216,0.7220253,0.4778629,0.447146,-0.0307169
8,-0.21249251,-0.1519222,"('unaffectionate', 'affectionate')",-0.8861291,-0.7264199,-0.80662054,-0.6541988,-0.7341358,-0.6910397,0.9826341,0.99681914,-0.3313488,-0.2453523,0.0859965
9,-0.21033224,-0.085880846,"('unaffectionate', 'caring')",-1.0646826,-0.9338058,-0.64262235,-0.5574204,0.6115661,0.6312527,1.5610965,1.5596242,0.0510051,0.122754,0.0717489
10,1.4891508,1.4640815,"('unsympathetic', 'sympathetic')",-0.8125489,-1.0680568,-1.1194811,-1.2698431,1.3865252,0.9973215,-0.20066115,-0.3025544,0.148597,-0.0358103,-0.1844073
11,1.0432733,1.1211375,"('unhelpful', 'helpful')",-0.0884823,-0.08374064,-0.987241,-1.1093221,1.5127549,1.3150418,2.2779598,2.2635846,0.751653,0.7013402,-0.0503128
12,0.9399129,1.1985421,"('unsupportive', 'supportive')",-0.14517154,0.06064801,-0.50506395,-0.29636657,0.22269934,0.19779727,-1.6229562,-1.5295821,-0.2221159,-0.0737923,0.1483236
13,0.16100174,-0.08733638,"('impolite', 'polite')",-0.88151395,-1.1078408,-0.102353886,-0.23326181,0.7765362,0.5576075,-0.1667729,-0.3280642,-0.0426206,-0.2397791,-0.1971585
14,1.21532,0.9266908,"('antisocial', 'social')",0.57233685,0.13888916,-0.055911828,-0.38945523,0.8473835,0.57749385,-0.5651077,-0.7464046,0.4028042,0.1014428,-0.3013614
15,-0.23448057,-0.42727846,"('boring', 'funny')",0.64780957,0.4928628,0.728155,0.5966369,-0.04322961,-0.0015157536,0.44675502,0.37359107,0.3090019,0.2068593,-0.1021426
16,-2.0999188,-2.0867465,"('unpopular', 'popular')",-0.08121276,0.12192529,0.17378967,0.42075893,0.55238056,0.59506166,0.6629392,0.7362098,-0.1584044,-0.0425582,0.1158462
17,-0.6712661,-0.6535994,"('nasty', 'nice')",-0.56917304,-0.4029904,0.009057166,0.054883696,-0.11944648,0.01813024,-0.72423524,-0.66610765,-0.4150127,-0.3299367,0.085076
18,-1.2999258,-1.1119901,"('disagreeable', 'welcoming')",-1.4493074,-1.1205426,0.16248208,0.5463906,-0.93748325,-0.8650642,-0.46482873,-0.4736763,-0.7978127,-0.6049765,0.1928362
19,-1.1280588,-0.9480714,"('inhospitable', 'hospitable')",-0.5982483,-0.5022566,-0.7978246,-0.5234425,-0.35845977,-0.15591818,-0.09677567,0.015777001,-0.5958735,-0.4227823,0.1730912
20,0.5367091,0.56911224,"('rough', 'thoughtful')",-1.0394486,-1.0192494,-0.25840795,-0.19733374,-0.27851143,-0.27644292,0.90617704,0.900312,-0.0266964,-0.0047204,0.021976
21,1.220551,1.2875615,"('immoral', 'moral')",0.16274093,0.002803564,0.20003206,0.13705304,1.2636228,1.1079155,-0.5348588,-0.48823172,0.4624176,0.4094204,-0.0529972
22,0.47037652,0.30818033,"('untrustworthy', 'trustworthy')",-0.21893822,-0.39327332,0.3989716,0.34494653,-0.058966346,-0.18480836,-0.79818726,-0.95179725,-0.0413487,-0.1753504,-0.1340017
23,1.2945288,1.3935087,"('insincere', 'sincere')",-1.5076061,-1.4860007,-0.7456112,-0.8248737,1.7594562,1.581807,6.467578,6.271111,1.4536692,1.3871105,-0.0665587
24,0.49244094,0.57576734,"('dishonest', 'honest')",-0.5051836,-0.5702668,-0.38337454,-0.31018454,0.79860324,0.5946985,1.0997429,0.9862561,0.3004458,0.2552541,-0.0451917
25,-1.3045762,-1.1263714,"('egoistic', 'altruistic')",-1.2088025,-0.9862664,-0.20058508,0.014858261,-0.32952967,-0.077649824,1.105928,1.1806828,-0.3875131,-0.1989493,0.1885638
26,0.034078572,-0.09737965,"('hardhearted', 'benevolent')",0.2460949,0.16855064,1.4521035,1.2830211,-0.7971004,-0.962058,1.383764,1.2371199,0.4637881,0.3258508,-0.1379373
27,0.40060547,0.638357,"('hardhearted', 'softhearted')",-0.081821695,0.044963364,-1.024969,-0.76875323,-0.3236736,-0.2778043,1.3994093,1.3473538,0.0739101,0.1968233,0.1229132
28,-0.20279399,-0.2514783,"('disloyal', 'loyal')",-0.6714089,-0.7969294,-0.79627204,-0.98306406,-0.9094094,-1.1279123,1.145006,0.9768203,-0.2869757,-0.4365128,-0.1495371
29,-0.8021239,-0.81855416,"('unfair', 'fair')",0.097800046,-0.11339646,0.00094100833,-0.019689728,-0.17873515,-0.09964162,-0.5330296,-0.6651655,-0.2830295,-0.3432895,-0.06026
30,0.45864332,0.4348982,"('intolerant', 'tolerant')",-0.6010857,-0.696491,-0.52386427,-0.6359233,1.2928116,1.1113325,1.126616,1.028393,0.3506242,0.2484419,-0.1021823
31,-2.1992218,-2.0036056,"('evil', 'good')",-1.1051357,-0.906697,-0.15317075,0.07864583,-1.476644,-1.2694147,-1.0694207,-1.0718268,-1.2007187,-1.0345797,0.166139
32,0.50392807,0.4956775,"('unkind', 'kind')",-0.26190743,-0.35921407,0.3147987,0.23218036,0.7227708,0.5566831,1.1511112,0.937058,0.4861403,0.372477,-0.1136633
33,-0.73041934,-0.71492946,"('wrong', 'right')",0.34625843,0.3851438,0.59088737,0.70403904,0.5858462,0.7239074,-0.602355,-0.65639675,0.0380435,0.0883528,0.0503093
34,-0.47103086,-0.19323482,"('mean', 'honorable')",-0.81080997,-0.61538005,-0.504712,-0.1918137,0.54165095,0.6173687,6.4241056,6.553808,1.0358408,1.2341496,0.1983088
35,-2.2029748,-2.2756245,"('corrupt', 'incorrupt')",0.055590674,0.030298097,-0.6190975,-0.533615,-1.8280246,-1.5903763,-0.8641292,-0.9355719,-1.0917271,-1.0609779,0.0307492
36,-2.447644,-2.4672377,"('hostile', 'amicable')",-0.81364983,-0.69812196,-1.2244078,-1.0875965,-1.7445124,-1.7546091,-0.15963726,-0.25875363,-1.2779703,-1.2532639,0.0247064
37,-0.38003337,-0.44032732,"('fake', 'genuine')",-0.5554362,-0.58941543,-0.5945735,-0.58133185,-0.13412938,-0.18616767,0.5374218,0.54210603,-0.2253501,-0.2510273,-0.0256772
38,-0.2565686,-0.2334971,"('untruthful', 'truthful')",-0.9123346,-0.95228064,-0.9654025,-0.93845034,0.88685364,0.7617982,0.13525948,0.11275123,-0.2224385,-0.2499357,-0.0274972
